<doc id="edoc_wd_1777-08-02" attrs="word" year="1777" month="08" day="02" corpus="1">
<head id="hl1">
Konstantinopel	w47
<g/>
:
schaft	w9366
Schönborn	w9367
wegen	w9368
<g/>
,
wird	w9370
hiedurch	w9371
dem	w9372
es	w9373
habe	w9374
bey	w9375
diesem	w9376
k	w9377
<g/>
.
k	w9379
<g/>
.
ni	w9381
<g/>
.
öst	w9383
<g/>
.
Landrecht	w9385
der	w9386
Franz	w9387
Joseph	w9388
Edle	w9389
von	w9390
Peitel	w9391
<g/>
,
als	w9393
gewester	w9394
Gerhab	w9395
der	w9396
Frau	w9397
Maria	w9398
Josepha	w9399
Freyin	w9400
von	w9401
Dubscky	w9402
<g/>
,
gebohrne	w9404
von	w9405
Kaisersheim	w9406
schriftlich	w9407
angebracht	w9408
<g/>
,
welchergestalten	w9410
zufolge	w9411
Relations=ausschlag	w9412
<g/>
=
dd	w9414
<g/>
.
15	w9416
<g/>
.
Febr	w9418
<g/>
.
1762	w9420
<g/>
.
erstgedacht	w9422
sei=ner	w9423
<g/>
=
gewesten	w9425
Pupillin	w9426
Frau	w9427
Freyin	w9428
von	w9429
Dub=scky	w9430
<g/>
=
ihr	w9432
Vermögen	w9433
gegen	w9434
Bezahlung	w9435
ihrer	w9436
Cre=ditoren	w9437
<g/>
=
zu	w9439
erfolgen	w9440
verwilligt	w9441
<g/>
,
unter	w9443
diesen	w9444
auch	w9445
die	w9446
bey	w9447
Frau	w9448
Freyin	w9449
von	w9450
Dubscky	w9451
in	w9452
Diensten	w9453
gestandenen	w9454
zwey	w9455
Dienstmägde	w9456
<g/>
,
und	w9458
zwar	w9459
Eli=sabeth	w9460
<g/>
=
N	w9462
<g/>
.
mit	w9464
62	w9465
fl	w9466
<g/>
.
dann	w9468
die	w9469
Colona	w9470
N	w9471
<g/>
.
mit	w9473
4	w9474
fl	w9475
<g/>
.
angewiesen	w9477
worden	w9478
seyen	w9479
<g/>
,
da	w9481
aber	w9482
die	w9483
62	w9484
fl	w9485
<g/>
.
der	w9487
Elisabeth	w9488
N	w9489
<g/>
.
zu	w9491
Handen	w9492
der	w9493
N	w9494
<g/>
.
Ger=ge	w9496
<g/>
=
bezahlt	w9498
werden	w9499
sollen	w9500
<g/>
,
sie	w9502
Gerge	w9503
aber	w9504
solche	w9505
nicht	w9506
angenommen	w9507
<g/>
,
sondern	w9509
gemeldet	w9510
hätte	w9511
<g/>
,
daß	w9513
sie	w9514
Elisabeth	w9515
N	w9516
<g/>
.
nacher	w9518
Böheim	w9519
abgegan=gen	w9520
<g/>
=
<g/>
,
sich	w9523
allda	w9524
verehligt	w9525
<g/>
,
und	w9527
ihr	w9528
Gerge	w9529
der=selben	w9530
<g/>
=
Aufenthalt	w9532
dermal	w9533
unwissend	w9534
wäre	w9535
<g/>
,
die	w9537
Colona	w9538
N	w9539
<g/>
.
hingegen	w9541
sich	w9542
gar	w9543
niemal	w9544
gemeldt	w9545
habe	w9546
<g/>
,
folgsam	w9548
Eingangsernannter	w9549
gewest	w9550
frey=herrl	w9551
<g/>
=
<g/>
.
Dubsckyscher	w9554
Gerhab	w9555
diese	w9556
beede	w9557
Posten	w9558
pr	w9559
<g/>
.
62	w9561
fl	w9562
<g/>
.
und	w9564
4	w9565
fl	w9566
<g/>
.
zusammen	w9568
66	w9569
fl	w9570
<g/>
.
gerichtlich	w9572
depositirt	w9573
habe	w9574
<g/>
;
wann	w9576
nun	w9577
hierüber	w9578
das	w9579
zu	w9580
Ge=richtshanden	w9581
<g/>
=
erlegte	w9583
baare	w9584
Geld	w9585
pr	w9586
66	w9587
fl	w9588
<g/>
.
bey	w9590
dem	w9591
k	w9592
<g/>
.
k	w9594
<g/>
.
Universaldepositenamt	w9596
aus	w9597
Deposi Deposita	w9598
<g/>
=
ta	w9600
Judicialia	w9601
aufzubehalten	w9602
<g/>
,
und	w9604
ad	w9605
fructifi fructificandum	w9606
<g/>
=
candum	w9608
anzulegen	w9609
<g/>
,
übrigens	w9611
auch	w9612
die	w9613
veran=laßte	w9614
<g/>
=
Citationsedikta	w9616
an	w9617
die	w9618
Elisabeth	w9619
N	w9620
<g/>
.
und	w9622
Colona	w9623
N	w9624
<g/>
.
bey	w9626
der	w9627
Kanzley	w9628
ex	w9629
officio	w9630
außzu=fertigen	w9631
<g/>
=
veranlaßt	w9633
worden	w9634
ist	w9635
<g/>
;
als	w9637
wird	w9638
obbe=meldt	w9639
<g/>
=
bey	w9641
Frau	w9642
Maria	w9643
Josepha	w9644
Freyin	w9645
von	w9646
Dubscky	w9647
<g/>
,
gebohrne	w9649
von	w9650
Kaisersheim	w9651
<g/>
,
in	w9653
Dien=sten	w9654
<g/>
=
gestandenen	w9656
zweyen	w9657
Stubenmägden	w9658
<g/>
,
Eli=sabeth	w9660
<g/>
=
N	w9662
<g/>
.
und	w9664
Colona	w9665
N	w9666
<g/>
.
ein	w9668
solches	w9669
hiemit	w9670
zu	w9671
dem	w9672
Ende	w9673
ediktaliter	w9674
kund	w9675
gemacht	w9676
<g/>
,
damit	w9678
dieselbe	w9679
bey	w9680
diesem	w9681
k	w9682
<g/>
.
k	w9684
<g/>
.
ni	w9686
<g/>
.
öst	w9688
<g/>
.
Landrecht	w9690
um	w9691
die	w9692
Erfolglassung	w9693
der	w9694
depositirten	w9695
ihnen	w9696
durch	w9697
Relationsausschlag	w9698
dd	w9699
<g/>
.
15	w9701
<g/>
.
Febr	w9703
<g/>
.
1762	w9705
ange=wiesenen	w9706
<g/>
=
62	w9708
fl	w9709
<g/>
.
und	w9711
4	w9712
fl	w9713
<g/>
.
inner	w9715
1	w9716
Jahr	w9717
6	w9718
Wo=chen	w9719
<g/>
=
und	w9721
3	w9722
Täg	w9723
alsogewiß	w9724
anlangen	w9725
<g/>
,
wie	w9727
im	w9728
widrigen	w9729
auf	w9730
Anlangen	w9731
der	w9732
Frau	w9733
Freyin	w9734
von	w9735
Dubscky	w9736
<g/>
,
was	w9738
Rechtens	w9739
ist	w9740
<g/>
,
ex	w9742
officio	w9743
erken=net	w9744
<g/>
=
<g/>
,
und	w9747
vorgekehret	w9748
werden	w9749
soll	w9750
<g/>
.
Wien	w9752
den	w9753
12	w9754
<g/>
.
May	w9756
1777	w9757
<g/>
.
</p>
<p id="p102">
Von	w9759
des	w9760
fürstl	w9761
<g/>
.
Stifts	w9763
und	w9764
Jungfrauenklo=sters	w9765
<g/>
=
zur	w9767
Himmelpforten	w9768
Grundbuchs	w9769
wegen	w9770
<g/>
,
wird	w9772
hiemit	w9773
zu	w9774
wissen	w9775
gemacht	w9776
<g/>
:
es	w9778
sey	w9779
die	w9780
An=na	w9781
<g/>
=
Maria	w9783
Stillmühlerin	w9784
eine	w9785
dem	w9786
Vernehmen	w9787
nach	w9788
zu	w9789
Stadel	w9790
Enzersdorf	w9791
gebürtige	w9792
<g/>
,
seit	w9794
50	w9795
</p>
<p id="p103">
Jahren	w9796
aber	w9797
sich	w9798
in	w9799
dem	w9800
Dorf	w9801
Simmering	w9802
auf=gehaltene	w9803
<g/>
=
ledige	w9805
Dienstmagd	w9806
<g/>
,
ohne	w9808
Hinterlas=sung	w9809
<g/>
=
eines	w9811
letztwilligen	w9812
Geschäfts	w9813
und	w9814
wissen=licher	w9815
<g/>
=
Erben	w9817
mit	w9818
Todt	w9819
abgegangen	w9820
<g/>
,
und	w9822
da=her	w9823
<g/>
=
<g/>
,
um	w9826
in	w9827
dieser	w9828
Verlassenschaftssachen	w9829
sicher	w9830
fürschreiten	w9831
zu	w9832
können	w9833
<g/>
,
für	w9835
nöthig	w9836
befunden	w9837
worden	w9838
<g/>
,
alle	w9840
diejenige	w9841
<g/>
,
welche	w9843
hieran	w9844
Schulden=oder	w9845
<g/>
=
Erbschafts	w9847
halber	w9848
<g/>
,
oder	w9850
auch	w9851
andere	w9852
Fode=rung	w9853
<g/>
=
zu	w9855
stellen	w9856
vermeinen	w9857
<g/>
,
durch	w9859
dieses	w9860
Edikt	w9861
fürzufodern	w9862
<g/>
,
und	w9864
zu	w9865
dem	w9866
Ende	w9867
der	w9868
14	w9869
<g/>
.
Juli	w9871
1778	w9872
<g/>
.
zur	w9874
Anmeld	w9875
<g/>
=
und	w9877
Liquidirung	w9878
der	w9879
an	w9880
sothane	w9881
Verlassenschaft	w9882
zu	w9883
stellen	w9884
habenden	w9885
Sprü=chen	w9886
<g/>
=
sub	w9888
clausula	w9889
præclusi praeclusi	w9890
zu	w9891
bestimmen	w9892
<g/>
;
es	w9894
werden	w9895
daher	w9896
all	w9897
diejenige	w9898
<g/>
,
welche	w9900
an	w9901
die	w9902
ob=gedachte	w9903
<g/>
=
Anna	w9905
Maria	w9906
Stillmüllerische	w9907
Verlas=senschaft	w9908
<g/>
=
Schulden	w9910
<g/>
,
Erbschaft	w9912
<g/>
,
oder	w9914
andere	w9915
rechtliche	w9916
Sprüche	w9917
zu	w9918
stellen	w9919
vermeinen	w9920
<g/>
,
an	w9922
ob=bestimmten	w9923
<g/>
=
Tag	w9925
früh	w9926
um	w9927
8	w9928
Uhr	w9929
<g/>
,
entweder	w9931
selbst	w9932
persönlich	w9933
<g/>
,
oder	w9935
durch	w9936
genugsam	w9937
Bevoll=mächtigte	w9938
<g/>
=
für	w9940
das	w9941
diesseitige	w9942
Stiftsgrundbuch	w9943
alsogewiß	w9944
zu	w9945
erscheinen	w9946
<g/>
,
ihre	w9948
habende	w9949
Foderun=gen	w9950
<g/>
=
anzumelden	w9952
<g/>
,
und	w9954
zugleich	w9955
rechtsbeständig	w9956
darzuthun	w9957
haben	w9958
<g/>
,
wie	w9960
im	w9961
widrigen	w9962
dieselbe	w9963
nicht	w9964
mehr	w9965
gehört	w9966
<g/>
,
sondern	w9968
von	w9969
der	w9970
gegenwärtigen	w9971
Verlassenschaft	w9972
ausgeschlossen	w9973
<g/>
,
die	w9975
Abhandlung	w9976
ohne	w9977
weitern	w9978
gepflogen	w9979
<g/>
,
auch	w9981
sonst	w9982
was	w9983
Rech=tens	w9984
<g/>
=
ist	w9986
<g/>
,
ex	w9988
officio	w9989
fürgekehret	w9990
werden	w9991
soll	w9992
<g/>
.
</p>
<p id="p104">
Von	w9994
der	w9995
ni	w9996
<g/>
.
öst	w9998
<g/>
.
Regierung	w10000
wegen	w10001
<g/>
,
wird	w10003
hiemit	w10004
zu	w10005
wissen	w10006
gemacht	w10007
<g/>
;
es	w10009
habe	w10010
Regierung	w10011
eine	w10012
Nothdurft	w10013
zu	w10014
seyn	w10015
befunden	w10016
<g/>
,
über	w10018
das	w10019
von	w10020
dem	w10021
abgelebten	w10022
ni	w10023
<g/>
.
öst	w10025
<g/>
.
Regierungskanze=listen	w10027
<g/>
=
<g/>
,
Johann	w10030
Georg	w10031
Pöller	w10032
<g/>
,
rückgebliebenen	w10034
Vermögen	w10035
einen	w10036
ordentlichen	w10037
Concurs	w10038
anzuord=nen	w10039
<g/>
=
<g/>
,
und	w10042
desselben	w10043
sämtliche	w10044
sowohl	w10045
in	w10046
als	w10047
ausser	w10048
Land	w10049
befindliche	w10050
Gläubigere	w10051
zu	w10052
Anmeld	w10053
<g/>
=
und	w10055
Liquidirung	w10056
ihrer	w10057
an	w10058
erstbemeldten	w10059
Johann	w10060
Georg	w10061
Pöller	w10062
zu	w10063
stellen	w10064
habender	w10065
Sprüch	w10066
und	w10067
Foderungen	w10068
einzuberufen	w10069
<g/>
,
da	w10071
nun	w10072
zu	w10073
diesem	w10074
Ende	w10075
der	w10076
4	w10077
<g/>
.
September	w10079
d	w10080
<g/>
.
J	w10082
<g/>
.
Nachmittag	w10084
um	w10085
4	w10086
Uhr	w10087
zur	w10088
gewöhnlichen	w10089
Tagsatzung	w10090
für	w10091
die	w10092
erst	w10093
<g/>
=
andert	w10095
<g/>
=
und	w10097
dritte	w10098
auch	w10099
allendliche	w10100
Frist	w10101
sub	w10102
clausula	w10103
præclusi praeclusi	w10104
anberaumt	w10105
worden	w10106
<g/>
;
sol=chemnach	w10108
<g/>
=
werden	w10110
all	w10111
und	w10112
jede	w10113
<g/>
,
welche	w10115
an	w10116
ge=dacht	w10117
<g/>
=
Johann	w10119
Georg	w10120
Pöllerischen	w10121
Vermögen	w10122
ex	w10123
quacunque	w10124
causa	w10125
vel	w10126
titulo	w10127
Sprüch	w10128
und	w10129
Foderungen	w10130
haben	w10131
<g/>
,
oder	w10133
zu	w10134
haben	w10135
vermeinen	w10136
<g/>
,
an	w10138
bestimmten	w10139
Tag	w10140
und	w10141
Stund	w10142
vor	w10143
Regierung	w10144
in	w10145
der	w10146
daselbst	w10147
zu	w10148
solchem	w10149
Ende	w10150
offenhaltenden	w10151
Kommißionsstuben	w10152
entweder	w10153
selbst	w10154
<g/>
,
oder	w10156
durch	w10157
hiezu	w10158
genugsam	w10159
Bevollmächtigte	w10160
alsogewiß	w10161
zu	w10162
erscheinen	w10163
<g/>
,
und	w10165
ihre	w10166
an	w10167
solche	w10168
Cridamassa	w10169
ha=bende	w10170
<g/>
=
Foderungen	w10172
anzumelden	w10173
<g/>
,
auch	w10175
zu	w10176
Her=stellung	w10177
<g/>
=
des	w10179
erfoderlich	w10180
rechtlichen	w10181
Beweisthum	w10182
ihre	w10183
Schuld	w10184
<g/>
=
und	w10186
Satzbriefe	w10187
<g/>
,
oder	w10189
ansonst	w10190
ha=bende	w10191
<g/>
=
Liquidationsurkunden	w10193
und	w10194
rechtliche	w10195
Be=helfe	w10196
<g/>
=
in	w10198
beglaubten	w10199
Abschriften	w10200
einzulegen	w10201
ha=ben	w10202
<g/>
=
<g/>
,
die	w10205
im	w10206
widrigen	w10207
der	w10208
ausbleibende	w10209
von	w10210
ge gegegenwärtiger	w10211
<g/>
=
</p>
<p id="p105">
gegenwärtiger	w10213
Concursmassa	w10214
gänzlich	w10215
ausgeschlos=sen	w10216
<g/>
=
seyn	w10218
<g/>
,
und	w10220
ihm	w10221
diesfalls	w10222
das	w10223
ewige	w10224
Still=schweigen	w10225
<g/>
=
auferlegt	w10227
<g/>
,
der	w10229
nicht	w10230
liquidirende	w10231
aber	w10232
in	w10233
der	w10234
künftigen	w10235
Claßification	w10236
mit	w10237
seiner	w10238
uner=wiesenen	w10239
<g/>
=
Foderung	w10241
abgewiesen	w10242
werden	w10243
soll	w10244
<g/>
.
</p>
<head id="hl18">
Bey	w10246
dem	w10247
Universitätsbuchhändler	w10248
Augustin	w10249
Ber=nardi	w10250
<g/>
=
<g/>
,
dem	w10253
hintern	w10254
Thore	w10255
der	w10256
neuen	w10257
Kriegskanz=ley	w10258
<g/>
=
gegen	w10260
über	w10261
<g/>
,
sind	w10263
nebst	w10264
vielen	w10265
andern	w10266
<g/>
,
auch	w10268
folgende	w10269
neue	w10270
Bücher	w10271
zu	w10272
haben	w10273
<g/>
:
</head>
<list id="">
Eberh	w10275
<g/>
.
Aug	w10277
<g/>
.
Guil	w10279
<g/>
.
Zimmermann	w10281
<g/>
,
Specimen	w10283
Zoologiæ Zoologiae	w10284
geographicæ geographicae	w10285
quadrupedum	w10286
<g/>
,
Do	w10288
<g/>
=
micilia	w10290
<g/>
&
Migrationes	w10292
sistens	w10293
<g/>
,
cum	w10295
Tabu	w10296
<g/>
=
la	w10298
mundi	w10299
<g/>
,
4	w10301
<g/>
.
maj	w10303
<g/>
.
Lugduni	w10305
Batav	w10306
<g/>
.
1777	w10308
<g/>
.
6	w10310
fl	w10311
<g/>
.
Julius	w10313
Agricola	w10314
<g/>
,
aus	w10316
dem	w10317
Lateinischen	w10318
des	w10319
Ta=citus	w10320
<g/>
=
übers	w10322
<g/>
.
Deutsch	w10324
und	w10325
Lateinisch	w10326
<g/>
,
gr	w10328
<g/>
.
8	w10330
<g/>
.
Gotha	w10332
1777	w10333
<g/>
.
30	w10335
kr	w10336
<g/>
.
Des	w10338
Herrn	w10339
le	w10340
Beau	w10341
<g/>
,
Geschichte	w10343
des	w10344
morgen=ländischen	w10345
<g/>
=
Kaiserthums	w10347
von	w10348
Konstantin	w10349
dem	w10350
Grossen	w10351
an	w10352
<g/>
,
als	w10354
eine	w10355
Fortsetzung	w10356
der	w10357
Wer=ke	w10358
<g/>
=
der	w10360
Herren	w10361
Rollin	w10362
und	w10363
Crevier	w10364
<g/>
,
14ter	w10366
Theil	w10367
<g/>
,
8	w10369
<g/>
.
Leipzig	w10371
1777	w10372
<g/>
.
1	w10374
fl	w10375
<g/>
.
<g/>
—
<g/>
—
alle	w10379
14	w10380
Theile	w10381
<g/>
,
14	w10383
fl	w10384
<g/>
.
Des	w10386
Ritters	w10387
Karl	w10388
von	w10389
Linne	w10390
<g/>
,
vollständiges	w10392
Natursystem	w10393
<g/>
,
9	w10395
Theile	w10396
<g/>
,
mit	w10398
vielen	w10399
Kupfern	w10400
<g/>
,
gr	w10402
<g/>
.
8	w10404
<g/>
.
Nürnb	w10406
<g/>
.
27	w10408
fl	w10409
<g/>
.
Ebendesselben	w10411
Pflanzensystem	w10412
<g/>
,
1ter	w10414
Theil	w10415
<g/>
,
mit	w10417
Kupfern	w10418
<g/>
,
gr	w10420
<g/>
.
8	w10422
<g/>
.
das	w10424
<g/>
.
1773	w10426
<g/>
.
3	w10428
fl	w10429
<g/>
.
Rares	w10431
Experiences	w10432
sur	w10433
l’Esprit	w10434
mineral	w10435
pour	w10436
la	w10437
preparation	w10438
<g/>
&
Transmutation	w10440
des	w10441
Corps	w10442
metalliques	w10443
<g/>
,
par	w10445
Mr	w10446
<g/>
.
de	w10448
Respour	w10449
<g/>
,
8	w10451
<g/>
.
Lio=sie	w10453
<g/>
=
1777	w10455
<g/>
.
45	w10457
kr	w10458
<g/>
.
William	w10460
Falkoners	w10461
<g/>
,
Versuch	w10463
über	w10464
die	w10465
minera=lischen	w10466
<g/>
=
Wässer	w10468
und	w10469
warmen	w10470
Bäder	w10471
<g/>
,
aus	w10473
dem	w10474
Englischen	w10475
übers	w10476
<g/>
.
von	w10478
C	w10479
<g/>
.
F	w10481
<g/>
.
S	w10483
<g/>
.
Hah=nemann	w10485
<g/>
=
<g/>
,
8	w10488
<g/>
.
Leipzig	w10490
1777	w10491
<g/>
.
54	w10493
kr	w10494
<g/>
.
Heinrich	w10496
Chavets	w10497
<g/>
,
Beantwortung	w10499
zweyer	w10500
Brie=fe	w10501
<g/>
=
<g/>
,
welche	w10504
Herr	w10505
Baldinger	w10506
in	w10507
sein	w10508
Magazin	w10509
für	w10510
Aerzte	w10511
gegen	w10512
Herrn	w10513
Hofmanns	w10514
Abhand=lung	w10515
<g/>
=
von	w10517
Pocken	w10518
<g/>
,
einrücken	w10520
lassen	w10521
<g/>
,
gr	w10523
<g/>
.
8	w10525
<g/>
.
Münster	w10527
1777	w10528
<g/>
.
21	w10530
kr	w10531
<g/>
.
Des	w10533
Herrn	w10534
Buchen	w10535
<g/>
,
ökonomisch	w10537
physikalische	w10538
Abhandlung	w10539
vom	w10540
Federvieh	w10541
<g/>
,
welches	w10543
zum	w10544
Vergnügen	w10545
in	w10546
Vorhöfen	w10547
u	w10548
<g/>
.
Vorwerken	w10550
pflegt	w10551
gehalten	w10552
zu	w10553
werden	w10554
<g/>
,
a	w10556
<g/>
.
d	w10558
<g/>
.
Französis	w10560
<g/>
.
übers	w10562
<g/>
.
von	w10564
J	w10565
<g/>
.
W	w10567
<g/>
.
Konsbruch	w10569
<g/>
,
gr	w10571
<g/>
.
8	w10573
<g/>
.
Münster	w10575
1777	w10576
<g/>
.
1	w10578
fl	w10579
<g/>
.
15	w10581
kr	w10582
<g/>
.
Arzneukundige	w10584
Abhandlungen	w10585
<g/>
,
herausgegeben	w10587
von	w10588
dem	w10589
Kollegio	w10590
der	w10591
Aerzte	w10592
in	w10593
Londen	w10594
<g/>
,
a	w10596
<g/>
.
d	w10598
<g/>
.
Englis	w10600
<g/>
.
übersetzt	w10602
von	w10603
C	w10604
<g/>
.
C	w10606
<g/>
.
Kraußen	w10608
<g/>
,
3ter	w10610
Band	w10611
<g/>
,
gr	w10613
<g/>
.
8	w10615
Leipz	w10616
<g/>
.
1777	w10618
<g/>
.
15	w10620
kr	w10621
<g/>
.
<g/>
—
<g/>
—
alle	w10625
3	w10626
Bände	w10627
<g/>
,
2	w10629
fl	w10630
<g/>
.
45	w10632
kr	w10633
<g/>
.
Gemeinnützige	w10635
juristische	w10636
Beobachtungen	w10637
und	w10638
Rechtsfälle	w10639
<g/>
,
von	w10641
dem	w10642
Verfasser	w10643
der	w10644
neuesten	w10645
Juristischen	w10646
Litteratur	w10647
<g/>
,
1ter	w10649
Band	w10650
<g/>
,
8	w10652
<g/>
.
Frkf	w10654
<g/>
.
und	w10656
Leipz	w10657
<g/>
.
1777	w10659
<g/>
.
45	w10661
kr	w10662
<g/>
.
</list>
<head id="hl19">
Jn	w10664
der	w10665
von	w10666
Ghelenschen	w10667
Buchhandlung	w10668
in	w10669
der	w10670
Singerstrasse	w10671
dem	w10672
St	w10673
<g/>
.
Stephansthore	w10675
über	w10676
im	w10677
v	w10678
<g/>
.
Mannerischen	w10680
Hause	w10681
Nr	w10682
<g/>
.
931	w10684
sind	w10685
nebst	w10686
vielen	w10687
andern	w10688
Büchern	w10689
<g/>
,
Landkarten	w10691
und	w10692
Kupferstichen	w10693
<g/>
,
auch	w10695
folgende	w10696
zu	w10697
haben	w10698
<g/>
:
</head>
<p id="p106">
Trattenimento	w10700
istorico	w10701
letterario	w10702
<g/>
,
in	w10704
vari	w10705
Racconti	w10706
per	w10707
uso	w10708
degli	w10709
studiosi	w10710
della	w10711
Lingua	w10712
<g/>
,
e	w10714
Letteratura	w10715
Italiana	w10716
<g/>
,
raccolti	w10718
da	w10719
Francesco	w10720
Lanuti	w10721
<g/>
,
Ces	w10723
<g/>
.
Reg	w10725
<g/>
.
Lettore	w10727
di	w10728
essa	w10729
nell’	w10730
Universita	w10731
di	w10732
Vienna	w10733
<g/>
.
Per	w10735
l’Anno	w10736
corrente	w10737
1777	w10738
<g/>
.
gr	w10740
<g/>
.
8	w10742
<g/>
.
Vienna	w10744
1777	w10745
<g/>
.
10	w10747
kr	w10748
<g/>
.
</p>
<p id="p107">
Buchoz	w10750
<g/>
(
des	w10752
Herrn	w10753
<g/>
)
ökonomisch	w10755
physikalische	w10756
Abhandlung	w10757
vom	w10758
Federvieh	w10759
<g/>
,
welches	w10761
zum	w10762
Vergnü=gen	w10763
<g/>
=
in	w10765
Vorhöfen	w10766
und	w10767
Vorwerken	w10768
pflegt	w10769
gehalten	w10770
zu	w10771
werden	w10772
<g/>
,
oder	w10774
Unterricht	w10775
dieses	w10776
Geflügel	w10777
zu	w10778
erziehen	w10779
<g/>
,
zu	w10781
erhalten	w10782
<g/>
,
zu	w10784
vermehren	w10785
<g/>
,
zu	w10787
füttern	w10788
<g/>
,
und	w10790
in	w10791
der	w10792
Hauswirtschaft	w10793
zu	w10794
benutzen	w10795
<g/>
,
als	w10797
ein	w10798
Anhang	w10799
zu	w10800
Buffons	w10801
Natursgeschichte	w10802
<g/>
,
gr	w10804
<g/>
.
8	w10806
<g/>
.
Münster	w10808
1777	w10809
<g/>
.
1	w10811
fl	w10812
<g/>
.
15	w10814
kr	w10815
<g/>
.
</p>
<p id="p108">
Tournefort	w10817
<g/>
(
Herrn	w10819
Pitton	w10820
von	w10821
<g/>
)
Beschreibung	w10823
einer	w10824
auf	w10825
königl	w10826
<g/>
.
Befehl	w10828
unternommenen	w10829
Reise	w10830
nach	w10831
der	w10832
Levante	w10833
<g/>
,
aus	w10835
dem	w10836
Französischen	w10837
übersetzt	w10838
<g/>
,
2	w10840
Bände	w10841
<g/>
,
mit	w10843
vielen	w10844
Kupfern	w10845
<g/>
,
gr	w10847
<g/>
.
8	w10849
<g/>
.
Nürnb	w10851
<g/>
.
1777	w10853
6	w10854
fl	w10855
<g/>
.
</p>
<p id="p109">
Ludwig	w10857
Adversaria	w10858
Medico	w10859
practica	w10860
<g/>
,
3	w10862
vol	w10863
<g/>
.
12	w10865
partes	w10866
<g/>
,
8	w10868
<g/>
.
maj	w10870
<g/>
.
Lipsiæ Lipsiae	w10872
1769	w10873
<g/>
—
74	w10875
<g/>
.
8	w10877
fl	w10878
<g/>
.
15	w10880
kr	w10881
<g/>
.
</p>
<p id="p110">
Biblia	w10883
sacra	w10884
<g/>
,
d	w10886
<g/>
.
i	w10888
<g/>
.
die	w10890
heilige	w10891
Schrift	w10892
alten	w10893
und	w10894
neuen	w10895
Testaments	w10896
<g/>
,
nach	w10898
alter	w10899
in	w10900
christlicher	w10901
Kir=che	w10902
<g/>
=
gehabter	w10904
Translation	w10905
getreu	w10906
verdeutscht	w10907
durch	w10908
Johann	w10909
Dietenberger	w10910
<g/>
,
mit	w10912
vielen	w10913
Kupfern	w10914
<g/>
,
fol	w10916
<g/>
.
Augsb	w10918
<g/>
.
1776	w10920
<g/>
.
7	w10922
fl	w10923
<g/>
.
30	w10925
kr	w10926
<g/>
.
</p>
<p id="p111">
<g/>
—
<g/>
—
dieselbe	w10930
ohne	w10931
Kupfern	w10932
<g/>
,
gr	w10934
<g/>
.
8	w10936
<g/>
.
das	w10938
<g/>
.
3	w10940
fl	w10941
<g/>
.
45	w10943
kr	w10944
<g/>
.
</p>
<p id="p112">
Concordantiæ Concordantiae	w10946
Sacrorum	w10947
Bibliorum	w10948
juxta	w10949
Exemplar	w10950
vulgatæ vulgatae	w10951
editionis	w10952
Singulari	w10953
olim	w10954
studio	w10955
Theologorum	w10956
Coloniensium	w10957
emendatæ emendatae	w10958
<g/>
&
locupletatæ locupletatae	w10960
<g/>
,
nunc	w10962
autem	w10963
novis	w10964
curis	w10965
revisæ revisae	w10966
<g/>
&
a	w10968
multis	w10969
erroribus	w10970
expurgatæ expurgatae	w10971
<g/>
,
fol	w10973
<g/>
.
Aug	w10975
<g/>
.
Vind	w10977
<g/>
.
1776	w10979
<g/>
.
7	w10981
fl	w10982
<g/>
.
30	w10984
kr	w10985
<g/>
.
</p>
<p id="p113">
Thiebaut	w10987
<g/>
(
des	w10989
hochw	w10990
<g/>
.
Herrn	w10992
<g/>
)
Homilien	w10994
über	w10995
die	w10996
Episteln	w10997
auf	w10998
alle	w10999
Sonntage	w11000
und	w11001
Hauptfeste	w11002
des	w11003
Jahrs	w11004
<g/>
,
aus	w11006
dem	w11007
Französischen	w11008
übers	w11009
<g/>
.
4	w11011
Theile	w11012
<g/>
,
gr	w11014
<g/>
.
8	w11016
<g/>
.
Augsb	w11018
<g/>
.
1776	w11020
<g/>
.
6	w11022
fl	w11023
<g/>
.
30	w11025
kr	w11026
<g/>
.
</p>
<p id="p114">
Schram	w11028
<g/>
(
Dom	w11030
<g/>
.
O	w11032
<g/>
.
S	w11034
<g/>
.
B	w11036
<g/>
.
<g/>
)
Institutiones	w11039
juris	w11040
publici	w11041
<g/>
&
privati	w11043
<g/>
,
3	w11045
Tomi	w11046
<g/>
,
8	w11048
<g/>
.
maj	w11050
<g/>
.
ibid	w11052
<g/>
.
4	w11054
fl	w11055
<g/>
.
30	w11057
kr	w11058
<g/>
.
</p>
<p id="p115">
<g/>
—
<g/>
—
Compendium	w11062
Theologiæ Theologiae	w11063
dogmaticæ dogmaticae	w11064
Scholasticæ Scholasticae	w11065
<g/>
&
moralis	w11067
<g/>
,
3	w11069
Tomi	w11070
<g/>
,
8	w11072
<g/>
.
maj	w11074
<g/>
.
ibid	w11076
<g/>
.
5	w11078
fl	w11079
<g/>
.
15	w11081
kr	w11082
<g/>
.
</p>
<p id="p116">
<g/>
—
<g/>
—
Epitome	w11086
Canonum	w11087
Ecclesiasticorum	w11088
<g/>
,
8	w11090
<g/>
.
maj	w11092
<g/>
.
ibid	w11094
<g/>
.
51	w11096
kr	w11097
<g/>
.
</p>
<p id="p117">
Astruks	w11099
<g/>
(
Johann	w11101
<g/>
)
theoretisch	w11103
