<doc id="edoc_wd_1776-06-01" attrs="word" year="1776" month="06" day="01" corpus="1">
<head id="hl1">
Lisabon	w39
fünf	w3507
theils	w3508
geschnittene	w3509
<g/>
,
theils	w3511
gestochene	w3512
ge=fährliche	w3513
<g/>
=
und	w3515
meistens	w3516
unmittelbar	w3517
tödt=liche	w3518
<g/>
=
Wunden	w3520
gefunden	w3521
worden	w3522
sind	w3523
<g/>
.
</p>
<p id="p57">
Nach	w3525
verübt	w3526
<g/>
=
dieser	w3528
seiner	w3529
grauvollen	w3530
That	w3531
<g/>
,
ließ	w3533
er	w3534
sie	w3535
ganz	w3536
unbarmherzig	w3537
in	w3538
dem	w3539
Getreide	w3540
in	w3541
ihrem	w3542
Blute	w3543
liegen	w3544
<g/>
,
und	w3546
fuhr	w3547
mit	w3548
seinem	w3549
Wagen	w3550
durch	w3551
das	w3552
Gat=terhölzel	w3553
<g/>
=
hinter	w3555
Hetzendorf	w3556
auf	w3557
seines	w3558
Dienstgebers	w3559
Acker	w3560
hin	w3561
<g/>
,
allwo	w3563
er	w3564
nach	w3565
sogleich	w3566
ruchbar	w3567
gewordenen	w3568
dieser	w3569
seiner	w3570
abscheulichen	w3571
Mißhandlung	w3572
von	w3573
der	w3574
ihm	w3575
eilends	w3576
nachgesezten	w3577
Wache	w3578
Handfest	w3579
ge gemacht	w3580
<g/>
=
</p>
<p id="p58">
macht	w3582
<g/>
,
und	w3584
gefänglich	w3585
eingezogen	w3586
wor=den	w3587
<g/>
=
ist	w3589
<g/>
.
</p>
<p id="p59">
Die	w3591
Mehl	w3592
<g/>
=
und	w3594
Brodsatzung	w3595
ist	w3596
die	w3597
nämliche	w3598
wie	w3599
im	w3600
letztverflossenen	w3601
Maymonate	w3602
<g/>
.
</p>
<head id="hl15">
Verzeichniß	w3604
der	w3605
Verstorbenen	w3606
zu	w3607
Wien	w3608
in	w3609
und	w3610
vor	w3611
der	w3612
Stadt	w3613
<g/>
.
</head>
<head id="hl16">
Den	w3615
25	w3616
<g/>
.
May	w3618
<g/>
.
Jn	w3620
der	w3621
Stadt	w3622
<g/>
.
</head>
<list id="">
Dem	w3624
Jos	w3625
<g/>
.
Kreisl	w3627
<g/>
,
burgl	w3629
<g/>
.
Hutmachermeist	w3631
<g/>
.
s	w3633
<g/>
.
T	w3635
<g/>
.
Francisca	w3637
<g/>
,
Nr	w3639
<g/>
.
731	w3641
<g/>
.
am	w3643
alt	w3644
Fleischm	w3645
<g/>
.
alt	w3647
14	w3648
J	w3649
<g/>
.
</list>
<head id="hl17">
Vor	w3651
der	w3652
Stadt	w3653
<g/>
.
</head>
<list id="">
Joh	w3655
<g/>
.
Grabmer	w3657
<g/>
,
burgl	w3659
<g/>
.
Bäckenmeist	w3661
<g/>
.
in	w3663
s	w3664
<g/>
.
H	w3666
<g/>
.
Nr	w3668
<g/>
.
161	w3670
<g/>
.
in	w3672
der	w3673
Leopoldst	w3674
<g/>
.
alt	w3676
52	w3677
<g/>
.
J	w3679
<g/>
.
Dem	w3681
Joh	w3682
<g/>
.
Spreng	w3684
<g/>
,
burgl	w3686
<g/>
.
Bäckenmeist	w3688
<g/>
.
s	w3690
<g/>
.
W	w3692
<g/>
.
Ga=briela	w3694
<g/>
=
<g/>
,
Nr	w3697
<g/>
.
327	w3699
<g/>
.
auf	w3701
der	w3702
Landstr	w3703
<g/>
.
alt	w3705
40	w3706
<g/>
.
J	w3708
<g/>
.
Margaretha	w3710
Gutmanin	w3711
<g/>
,
Kammerdien	w3713
<g/>
.
Wit	w3715
<g/>
.
Nr	w3717
<g/>
.
16	w3719
<g/>
.
zu	w3721
Mariah	w3722
<g/>
.
alt	w3724
48	w3725
<g/>
.
J	w3727
<g/>
.
Johanna	w3729
Bungetin	w3730
<g/>
,
Schneid	w3732
<g/>
.
Wit	w3734
Nr	w3735
<g/>
.
21	w3737
<g/>
.
zu	w3739
St	w3740
<g/>
.
Ulrich	w3742
<g/>
,
alt	w3744
70	w3745
<g/>
.
J	w3747
<g/>
.
Der	w3749
Theres	w3750
Wiererin	w3751
<g/>
,
Mal	w3753
<g/>
.
Wit	w3755
<g/>
.
ih	w3757
<g/>
.
K	w3759
<g/>
.
Josepha	w3761
<g/>
,
Nr	w3763
<g/>
.
12	w3765
<g/>
.
zu	w3767
Mariah	w3768
<g/>
.
alt	w3770
3	w3771
<g/>
.
J	w3773
<g/>
.
Dem	w3775
Joh	w3776
<g/>
.
Mich	w3778
<g/>
.
Frosch	w3780
<g/>
,
Schneid	w3782
<g/>
.
s	w3784
<g/>
.
K	w3786
<g/>
.
Theresia	w3788
Nr	w3789
<g/>
.
29	w3791
<g/>
.
auf	w3793
der	w3794
Windmühl	w3795
<g/>
,
alt	w3797
3	w3798
<g/>
.
J	w3800
<g/>
.
Dem	w3802
Jakob	w3803
Spielberger	w3804
<g/>
,
Schust	w3806
<g/>
.
s	w3808
<g/>
.
K	w3810
<g/>
.
Georg	w3812
<g/>
,
Nr	w3814
<g/>
.
7	w3816
zu	w3817
Ramperstorf	w3818
<g/>
,
alt	w3820
4	w3821
<g/>
.
J	w3823
<g/>
.
Dem	w3825
Math	w3826
<g/>
.
Helmreich	w3828
<g/>
,
Tagl	w3830
<g/>
.
s	w3832
<g/>
.
K	w3834
<g/>
.
Martin	w3836
<g/>
,
Nr	w3838
<g/>
.
189	w3840
<g/>
.
auf	w3842
Landstr	w3843
<g/>
.
alt	w3845
6	w3846
<g/>
.
J	w3848
Dem	w3849
Franz	w3850
Beymühler	w3851
<g/>
,
Schust	w3853
<g/>
.
s	w3855
<g/>
.
W	w3857
<g/>
.
Theresia	w3859
<g/>
,
Nr	w3861
<g/>
.
108	w3863
<g/>
.
zu	w3865
Mariah	w3866
<g/>
.
alt	w3868
59	w3869
<g/>
.
J	w3871
<g/>
.
Mathias	w3873
Zugsdradel	w3874
<g/>
,
Jnvalid	w3876
<g/>
,
alt	w3878
42	w3879
<g/>
.
J	w3881
<g/>
.
im	w3883
Mi=litärinvalidenh	w3884
<g/>
=
<g/>
.
Anton	w3887
Manhardt	w3888
<g/>
,
Schneidergs	w3890
<g/>
.
alt	w3892
32	w3893
<g/>
.
J	w3895
<g/>
.
Joh	w3897
<g/>
.
Reber	w3899
<g/>
,
Huterer	w3901
<g/>
,
alt	w3903
36	w3904
<g/>
.
J	w3906
<g/>
.
beede	w3908
im	w3909
Con=tumatzhofe	w3910
<g/>
=
<g/>
.
Summa	w3913
13	w3914
<g/>
.
Personen	w3916
<g/>
,
darunter	w3918
4	w3919
<g/>
.
Kind	w3921
<g/>
.
</list>
<head id="hl18">
Den	w3923
26	w3924
<g/>
.
und	w3926
27	w3927
<g/>
.
May	w3929
<g/>
.
Jn	w3931
der	w3932
Stadt	w3933
<g/>
.
</head>
<list id="">
Jhre	w3935
Excell	w3936
<g/>
.
die	w3938
hoch	w3939
und	w3940
wohlgeb	w3941
<g/>
.
Fr	w3943
<g/>
.
Helena	w3945
Hyacinthe	w3946
Valentine	w3947
Therf	w3948
<g/>
.
verwitt	w3950
<g/>
.
Reichs=gräfin	w3952
<g/>
=
v	w3954
<g/>
.
Königsegg	w3956
<g/>
=
Rottenfels	w3958
<g/>
,
geb	w3960
<g/>
.
Gräfin	w3962
v	w3963
<g/>
.
Corps	w3965
<g/>
,
des	w3967
hochadel	w3968
<g/>
.
Sternkreuzord	w3970
<g/>
.
Dame	w3972
<g/>
,
Nr	w3974
<g/>
.
865	w3976
<g/>
.
in	w3978
der	w3979
Singerstr	w3980
<g/>
.
alt	w3982
82	w3983
<g/>
.
J	w3985
Die	w3986
wohledlgeb	w3987
<g/>
.
Fr	w3989
<g/>
.
Mar	w3991
<g/>
.
Josepha	w3993
Prüeschenk	w3994
<g/>
,
edle	w3996
v	w3997
<g/>
.
Lindenhofen	w3999
<g/>
,
geben	w4001
<g/>
.
Schmikel	w4003
<g/>
,
k	w4005
<g/>
.
k	w4007
<g/>
.
Raths	w4009
<g/>
=
und	w4011
ni	w4012
<g/>
.
öst	w4014
<g/>
.
Landrechtstaramtskontrol	w4016
<g/>
.
Wit	w4018
im	w4019
Kl	w4020
<g/>
.
bey	w4022
St	w4023
<g/>
.
Jakob	w4025
<g/>
,
alt	w4027
71	w4028
<g/>
.
J	w4030
Der	w4031
wohledlgeb	w4032
<g/>
.
Hr	w4034
<g/>
.
Joh	w4036
<g/>
.
Bapt	w4038
<g/>
.
v	w4040
<g/>
.
Sardi	w4042
<g/>
,
kais	w4044
<g/>
.
Rath	w4046
<g/>
,
Nr	w4048
<g/>
.
275	w4050
am	w4051
Judenpl	w4052
<g/>
.
alt	w4054
76	w4055
<g/>
.
J	w4057
<g/>
.
Dem	w4059
wohledlgeb	w4060
<g/>
.
Hrn	w4062
<g/>
.
Franz	w4064
Jos	w4065
<g/>
.
Semsch	w4067
<g/>
,
der	w4069
k	w4070
<g/>
.
k	w4072
<g/>
.
Stadtrathskanzley	w4074
Expedit	w4075
<g/>
.
s	w4077
<g/>
.
Fr	w4079
<g/>
.
Elisabeth	w4081
<g/>
,
in	w4083
s	w4084
<g/>
.
H	w4086
<g/>
.
Nr	w4088
<g/>
.
1214	w4090
<g/>
.
auf	w4092
der	w4093
Dominikanerbast	w4094
<g/>
.
alt	w4096
50	w4097
<g/>
.
J	w4099
<g/>
.
</list>
<list id="">
Dem	w4101
Franz	w4102
Wimmer	w4103
<g/>
,
burgl	w4105
<g/>
.
Handschuhmach	w4107
<g/>
.
s	w4109
<g/>
.
K	w4111
<g/>
.
Jos	w4113
<g/>
.
Nr	w4115
<g/>
.
257	w4117
<g/>
.
in	w4119
Ofenlochgäßl	w4120
<g/>
,
alt	w4122
5	w4123
<g/>
.
J	w4125
<g/>
.
Dem	w4127
Mich	w4128
Mayr	w4129
<g/>
,
Oelersitz	w4131
<g/>
.
s	w4133
<g/>
.
K	w4135
<g/>
.
Francisca	w4137
<g/>
,
Nr	w4139
<g/>
.
261	w4141
<g/>
.
unt	w4143
<g/>
.
Tuchlaub	w4145
<g/>
.
alt	w4147
4	w4148
<g/>
.
J	w4150
Dem	w4151
Mich	w4152
<g/>
.
Veigl	w4154
<g/>
,
Hausmeist	w4156
<g/>
.
s	w4158
<g/>
.
K	w4160
<g/>
.
Mich	w4162
<g/>
.
Nr	w4164
<g/>
.
132	w4166
in	w4167
der	w4168
Herrng	w4169
<g/>
.
alt	w4171
2	w4172
<g/>
.
J	w4174
<g/>
.
Jos	w4176
<g/>
.
Stein	w4178
<g/>
,
burg	w4180
<g/>
.
Schust	w4182
<g/>
.
alt	w4184
81	w4185
<g/>
.
J	w4187
<g/>
.
im	w4189
Burgerspital	w4190
<g/>
.
</list>
<head id="hl19">
Vor	w4192
der	w4193
Stadt	w4194
<g/>
.
</head>
<list id="">
Fr	w4196
<g/>
.
Susanna	w4198
Patschin	w4199
<g/>
,
pens	w4201
<g/>
.
k	w4203
<g/>
.
k	w4205
<g/>
.
Hauptm	w4207
<g/>
.
Wit	w4209
<g/>
.
Nr	w4211
<g/>
.
137	w4213
<g/>
.
auf	w4215
der	w4216
Neuwied	w4217
<g/>
.
alt	w4219
70	w4220
<g/>
.
J	w4222
<g/>
.
Jos	w4224
<g/>
.
Heindl	w4226
<g/>
,
k	w4228
<g/>
.
k	w4230
<g/>
.
Schiffamts	w4232
Naufführ	w4233
<g/>
.
Nr	w4235
<g/>
.
61	w4237
<g/>
.
in	w4239
der	w4240
Leopoldst	w4241
<g/>
.
alt	w4243
78	w4244
<g/>
.
J	w4246
<g/>
.
Dem	w4248
Jos	w4249
Maurer	w4250
<g/>
,
Schneid	w4252
<g/>
.
s	w4254
<g/>
.
W	w4256
<g/>
.
Elisab	w4258
<g/>
.
Nr	w4260
<g/>
.
71	w4262
zu	w4263
Gumpend	w4264
alt	w4265
60	w4266
<g/>
.
J	w4268
<g/>
.
Dem	w4270
Erasmus	w4271
Ceritobeldram	w4272
<g/>
,
Chyrurg	w4274
<g/>
.
s	w4276
<g/>
.
K	w4278
<g/>
.
Antonia	w4280
<g/>
,
Nr	w4282
<g/>
.
17	w4284
<g/>
.
in	w4286
der	w4287
Alsterg	w4288
<g/>
.
alt	w4290
2	w4291
<g/>
.
J	w4293
<g/>
.
Elisabeth	w4295
Schloßerin	w4296
<g/>
,
Lehenkutsch	w4298
<g/>
.
Wit	w4300
<g/>
.
Nr	w4302
<g/>
.
18	w4304
<g/>
.
in	w4306
der	w4307
Rossau	w4308
<g/>
,
alt	w4310
48	w4311
<g/>
.
J	w4313
<g/>
.
Math	w4315
<g/>
.
Gruß	w4317
<g/>
,
Hausmeist	w4319
<g/>
.
Nr	w4321
<g/>
.
108	w4323
<g/>
.
im	w4325
alt	w4326
<g/>
.
Ler=chenf	w4328
<g/>
=
<g/>
.
alt	w4331
1	w4332
<g/>
.
J	w4334
Dem	w4335
Karl	w4336
Stindel	w4337
<g/>
,
Rekrout	w4339
<g/>
,
s	w4341
<g/>
.
K	w4343
<g/>
.
Cath	w4345
<g/>
.
Nr	w4347
<g/>
.
30	w4349
<g/>
.
am	w4351
Heumarkt	w4352
<g/>
,
alt	w4354
6	w4355
<g/>
.
v	w4357
<g/>
.
J	w4359
<g/>
.
Joh	w4361
<g/>
.
Crimater	w4363
<g/>
,
Brandweiner	w4365
<g/>
,
Nr	w4367
<g/>
.
48	w4369
<g/>
.
zu	w4371
Mätz=leinstorf	w4372
<g/>
=
<g/>
,
alt	w4375
57	w4376
<g/>
.
J	w4378
<g/>
.
Der	w4380
An	w4381
Mar	w4382
<g/>
.
Kettingerin	w4384
Schmalztrag	w4385
<g/>
.
Wit	w4387
<g/>
.
ih	w4389
<g/>
.
T	w4391
<g/>
.
Josepha	w4393
<g/>
,
Nr	w4395
<g/>
.
53	w4397
<g/>
.
in	w4399
d	w4400
<g/>
.
Rossau	w4402
<g/>
,
alt	w4404
20	w4405
<g/>
.
J	w4407
<g/>
.
Dem	w4409
Jos	w4410
<g/>
.
Gepauer	w4412
<g/>
,
Fragn	w4414
<g/>
.
s	w4416
<g/>
.
K	w4418
<g/>
.
Michael	w4420
<g/>
,
Nr	w4422
<g/>
.
36	w4424
<g/>
.
zu	w4426
Gumpend	w4427
<g/>
.
alt	w4429
8	w4430
<g/>
.
J	w4432
<g/>
.
Dem	w4434
Wenzel	w4435
Seitl	w4436
<g/>
,
Tagl	w4438
<g/>
.
s	w4440
<g/>
.
K	w4442
<g/>
.
Joseph	w4444
<g/>
,
Nr	w4446
<g/>
.
12	w4448
zu	w4449
Nikolsdorf	w4450
<g/>
,
alt	w4452
4	w4453
<g/>
.
J	w4455
<g/>
.
Mar	w4457
<g/>
.
An	w4459
<g/>
.
Langin	w4461
<g/>
,
Wit	w4463
<g/>
.
alt	w4465
84	w4466
<g/>
.
J	w4468
<g/>
.
im	w4470
Johan=nesspital	w4471
<g/>
=
<g/>
.
Clara	w4474
Lidlin	w4475
<g/>
,
led	w4477
<g/>
.
Seldenwinderm	w4479
<g/>
.
Nr	w4481
<g/>
.
102	w4483
<g/>
.
am	w4485
Neubau	w4486
<g/>
,
alt	w4488
18	w4489
<g/>
.
J	w4491
<g/>
.
Dem	w4493
Jakob	w4494
Wendner	w4495
<g/>
,
Grundwacht	w4497
<g/>
.
s	w4499
<g/>
.
K	w4501
<g/>
.
Mich	w4503
<g/>
.
Nr	w4505
<g/>
.
123	w4507
<g/>
.
am	w4509
Neubau	w4510
<g/>
,
alt	w4512
2	w4513
<g/>
.
J	w4515
<g/>
.
Dem	w4517
Franz	w4518
Leiderer	w4519
<g/>
,
Tagl	w4521
<g/>
.
s	w4523
<g/>
.
K	w4525
<g/>
.
Jgnaz	w4527
<g/>
,
Nr	w4529
<g/>
.
45	w4531
am	w4532
Himmelpfortgr	w4533
<g/>
.
alt	w4535
3	w4536
J	w4537
<g/>
.
Joh	w4539
<g/>
.
Nowotny	w4541
<g/>
,
herrsch	w4543
Hauskn	w4544
<g/>
.
alt	w4546
50	w4547
<g/>
.
J	w4549
<g/>
.
Joh	w4551
Georg	w4552
May	w4553
<g/>
,
Schneid	w4555
<g/>
.
alt	w4557
52	w4558
<g/>
.
J	w4560
<g/>
.
beede	w4562
beyn	w4563
Barmherz	w4564
<g/>
.
Andreas	w4566
Forzner	w4567
<g/>
,
Kutsch	w4569
<g/>
.
alt	w4571
57	w4572
<g/>
.
J	w4574
im	w4575
heil	w4576
<g/>
.
Dreyf	w4578
<g/>
.
Spital	w4580
<g/>
.
Paul	w4582
Kratzer	w4583
<g/>
,
Gefreyt	w4585
<g/>
.
alt	w4587
69	w4588
<g/>
.
J	w4590
<g/>
.
im	w4592
Militärin=validenh	w4593
<g/>
=
<g/>
.
An	w4596
<g/>
.
Mar	w4598
<g/>
.
Weberin	w4600
<g/>
,
led	w4602
<g/>
.
al	w4604
75	w4605
<g/>
.
J	w4607
<g/>
.
im	w4609
Contum	w4610
<g/>
.
Jos	w4612
<g/>
.
Prickner	w4614
<g/>
,
vac	w4616
<g/>
.
Kutsch	w4618
<g/>
.
alt	w4620
35	w4621
<g/>
.
J	w4623
<g/>
.
Franz	w4625
Gallhart	w4626
<g/>
,
Bauers	w4628
K	w4629
<g/>
.
alt	w4631
6	w4632
<g/>
.
J	w4634
<g/>
.
Mar	w4636
<g/>
.
An	w4638
<g/>
.
Hanrecksbergerin	w4640
<g/>
,
alt	w4642
13	w4643
<g/>
.
J	w4645
<g/>
.
Francisca	w4647
Liebmannin	w4648
<g/>
,
Krankenwart	w4650
<g/>
.
Tocht	w4652
<g/>
.
alt	w4654
16	w4655
<g/>
.
J	w4657
<g/>
.
An	w4659
<g/>
.
Mar	w4661
<g/>
.
Kleinin	w4663
<g/>
,
Schust	w4665
<g/>
.
Wit	w4667
<g/>
.
alt	w4669
44	w4670
<g/>
.
J	w4672
<g/>
.
Joh	w4674
<g/>
.
Ringlstätter	w4676
<g/>
,
gew	w4678
<g/>
.
Lauf	w4680
<g/>
.
alt	w4682
40	w4683
<g/>
.
J	w4685
Ursula	w4686
Legatin	w4687
<g/>
,
led	w4689
<g/>
.
alt	w4691
51	w4692
<g/>
.
J	w4694
<g/>
.
alle	w4696
7	w4697
im	w4698
Bäcken=häusel	w4699
<g/>
=
<g/>
.
Summa	w4702
35	w4703
<g/>
.
Personen	w4705
<g/>
,
darunter	w4707
10	w4708
<g/>
.
Kind	w4710
</list>
<head id="hl20">
Nachricht	w4711
<g/>
.
</head>
<p id="p60">
Es	w4713
ist	w4714
ohnehin	w4715
bekannt	w4716
<g/>
,
wasmassen	w4718
Jhre	w4719
kais	w4720
<g/>
.
auch	w4722
k	w4723
<g/>
.
k	w4725
<g/>
.
apost	w4727
<g/>
.
Majestäten	w4729
denen	w4730
wohlverdienten	w4731
und	w4732
bedörftigen	w4733
Offiziers	w4734
und	w4735
ihren	w4736
Wittwen	w4737
<g/>
,
und	w4739
Waysen	w4740
zu	w4741
ihrem	w4742
Unterhalte	w4743
eine	w4744
Pension	w4745
aus	w4746
angestammter	w4747
Milde	w4748
angedeyhen	w4749
zu	w4750
lassen	w4751
geruhet	w4752
haben	w4753
<g/>
.
Da	w4755
nun	w4756
verschiedene	w4757
an	w4758
sothaner	w4759
allerhöchsten	w4760
Gnade	w4761
wirklich	w4762
Theil	w4763
habende	w4764
Par=theyen	w4765
<g/>
=
immer	w4767
sich	w4768
eine	w4769
längere	w4770
Zeit	w4771
um	w4772
ihre	w4773
Bezahlung	w4774
bey	w4775
denen	w4776
betreffenden	w4777
Kriegskassen	w4778
nicht	w4779
melden	w4780
<g/>
,
dahero	w4782
die	w4783
für	w4784
sie	w4785
in	w4786
Bereitschaft	w4787
liegende	w4788
Gelder	w4789
weder	w4790
ihnen	w4791
<g/>
,
noch	w4793
anderen	w4794
bil=lig	w4795
<g/>
=
darum	w4797
bittenden	w4798
zustatten	w4799
kommen	w4800
können	w4801
<g/>
;
So	w4803
werden	w4804
von	w4805
des	w4806
kais	w4807
<g/>
.
auch	w4809
kais	w4810
<g/>
.
kön	w4812
<g/>
.
Hof=kriegsraths	w4814
<g/>
=
wegen	w4816
alle	w4817
Militarpensionspartheyen	w4818
hiemit	w4819
überhaupts	w4820
<g/>
,
und	w4822
insbesondere	w4823
die	w4824
bishe=ro	w4825
<g/>
=
ausgebliebenen	w4827
<g/>
:
nachbenannte	w4829
beede	w4830
Lieute=nantswittwen	w4831
<g/>
=
<g/>
,
als	w4834
Hollbach	w4835
Maria	w4836
Anna	w4837
<g/>
,
und	w4839
Königsmann	w4840
Johanna	w4841
erinnert	w4842
<g/>
,
sich	w4844
um	w4845
die	w4846
Erhebung	w4847
ihrer	w4848
in	w4849
monatlichen	w4850
Ratio	w4851
zahl=baren	w4852
<g/>
=
Pensionen	w4854
zeitlich	w4855
mit	w4856
behöriger	w4857
Legiti=mation	w4858
<g/>
=
um	w4860
so	w4861
gewisser	w4862
zu	w4863
melden	w4864
<g/>
,
als	w4866
im	w4867
wi=drigen	w4868
<g/>
=
<g/>
,
wenn	w4871
sie	w4872
Jahr	w4873
und	w4874
Tag	w4875
nach	w4876
der	w4877
Zah=lungszeit	w4878
<g/>
=
verstreichen	w4880
lassen	w4881
<g/>
,
selbe	w4883
des	w4884
verlie=henen	w4885
<g/>
=
Gnadengehalts	w4887
verlustig	w4888
seyn	w4889
<g/>
,
und	w4891
sol=cher	w4892
<g/>
=
anderen	w4894
würdigen	w4895
darum	w4896
bittenden	w4897
Par=theyen	w4898
<g/>
=
von	w4900
Allerhöchstgedacht	w4901
Jhrer	w4902
Majestät	w4903
zugewendet	w4904
werden	w4905
würde	w4906
<g/>
.
Wornach	w4908
also	w4909
die=jenige	w4910
<g/>
=
<g/>
,
die	w4913
es	w4914
betrift	w4915
<g/>
,
sich	w4917
zu	w4918
achten	w4919
wissen	w4920
<g/>
.
Wien	w4922
den	w4923
15	w4924
<g/>
.
May	w4926
1776	w4927
<g/>
.
</p>
<p id="p61">
Die	w4929
gütige	w4930
Aufnahme	w4931
der	w4932
äußern	w4933
Theile	w4934
des	w4935
Gartens	w4936
zu	w4937
Paphos	w4938
machte	w4939
mit	w4940
Muth	w4941
<g/>
,
diesen	w4943
reizenden	w4944
Gegenstand	w4945
noch	w4946
mehr	w4947
zu	w4948
bearbeiten	w4949
<g/>
.
Durch	w4951
verborgene	w4952
Wege	w4953
<g/>
,
begleitet	w4955
von	w4956
dem	w4957
Eifer	w4958
Wiens	w4959
erhabnes	w4960
Publikum	w4961
nach	w4962
Würde	w4963
zu	w4964
ergötzen	w4965
<g/>
,
kam	w4967
ich	w4968
in	w4969
die	w4970
innern	w4971
Theile	w4972
die=ses	w4973
<g/>
=
Gartens	w4975
<g/>
,
und	w4977
vor	w4978
Anmuth	w4979
betäubt	w4980
ver=weilte	w4981
<g/>
=
ich	w4983
so	w4984
lange	w4985
darinnen	w4986
<g/>
,
bis	w4988
sich	w4989
alle	w4990
die	w4991
süßen	w4992
Bilder	w4993
tief	w4994
in	w4995
meine	w4996
Seele	w4997
eindrückten	w4998
<g/>
:
voll	w5000
von	w5001
Jdeen	w5002
der	w5003
bezaubernden	w5004
Schönheit	w5005
kehr=te	w5006
<g/>
=
ich	w5008
in	w5009
meine	w5010
Werkstatt	w5011
zuruck	w5012
<g/>
,
und	w5014
ich	w5015
werde	w5016
nach	w5017
einer	w5018
drey	w5019
Wochen	w5020
langen	w5021
Arbeit	w5022
künftigen	w5023
Freytags	w5024
als	w5025
den	w5026
7ten	w5027
des	w5028
Brachmonats	w5029
alles	w5030
das	w5031
<g/>
,
was	w5033
ich	w5034
gesehen	w5035
habe	w5036
<g/>
,
in	w5038
einem	w5039
neuen	w5040
großen	w5041
Feuerwerke	w5042
unter	w5043
dem	w5044
Titl	w5045
<g/>
:
</p>
<p id="p62">
Die	w5047
Kaskaden	w5048
<g/>
,
oder	w5050
der	w5051
innere	w5052
Theil	w5053
des	w5054
Gartens	w5055
<g/>
,
Cytherens	w5057
<g/>
.
</p>
<p id="p63">
zu	w5059
zeigen	w5060
die	w5061
Ehre	w5062
haben	w5063
<g/>
:
mein	w5065
Unternehmen	w5066
ist	w5067
groß	w5068
<g/>
,
und	w5070
wenn	w5071
je	w5072
ein	w5073
Feuer	w5074
von	w5075
mir	w5076
ver=dient	w5077
<g/>
=
hat	w5079
gesehen	w5080
zu	w5081
werden	w5082
<g/>
,
so	w5084
ist	w5085
es	w5086
gewiß	w5087
dieses	w5088
<g/>
.
</p>
<p id="p64">
Johann	w5090
Georg	w5091
Stuwer	w5092
k	w5093
<g/>
.
k	w5095
<g/>
.
privileg	w5097
<g/>
.
Kunst	w5099
<g/>
=
und	w5101
Lust=feuerwerker	w5102
<g/>
=
im	w5104
Prater	w5105
<g/>
.
</p>
<head id="hl21">
Aus	w5124
England	w5125
den	w5126
10	w5127
<g/>
.
May	w5129
<g/>
.
</head>
<p id="p65">
Unmittelbar	w5131
nach	w5132
der	w5133
Ankunft	w5134
des	w5135
Ex=pressen	w5136
<g/>
=
<g/>
,
welcher	w5139
am	w5140
2	w5141
<g/>
.
dieses	w5143
die	w5144
Nach=richt	w5145
<g/>
=
von	w5147
dem	w5148
Abzuge	w5149
der	w5150
Armee	w5151
des	w5152
Ge=nerals	w5153
<g/>
=
Howe	w5155
aus	w5156
Boston	w5157
überbrachte	w5158
<g/>
,
wurde	w5160
bis	w5161
Mitternacht	w5162
Staatsrath	w5163
ge=halten	w5164
<g/>
=
<g/>
.
Die	w5167
nach	w5168
Amerika	w5169
bestimmte	w5170
Flot=te	w5171
<g/>
=
zu	w5173
Portsmouth	w5174
erhielt	w5175
hierauf	w5176
Befehl	w5177
<g/>
,
ihre	w5179
Abfahrt	w5180
bis	w5181
auf	w5182
weitere	w5183
Ordre	w5184
zu	w5185
verschieben	w5186
<g/>
.
Am	w5188
6	w5189
<g/>
.
war	w5191
abermals	w5192
Raths=versammlung	w5193
<g/>
=
in	w5195
dem	w5196
Amte	w5197
des	w5198
Vicomte	w5199
von	w5200
Weymouth	w5201
<g/>
,
welcher	w5203
alle	w5204
Kabinetsmi=nisters	w5205
<g/>
=
beywohnten	w5207
<g/>
.
Die	w5209
Berathschlagun=gen	w5210
<g/>
=
dauerten	w5212
lange	w5213
<g/>
,
und	w5215
nun	w5216
wurde	w5217
der	w5218
Befehl	w5219
an	w5220
die	w5221
Flotte	w5222
gefertigt	w5223
<g/>
,
unter	w5225
Se=gel	w5226
<g/>
=
zu	w5228
gehen	w5229
<g/>
.
Die	w5231
Krone	w5232
scheint	w5233
<g/>
,
auf	w5235
die	w5236
Dauer	w5237
dieses	w5238
Krieges	w5239
zu	w5240
denken	w5241
<g/>
;
dann	w5243
es	w5244
ist	w5245
abermal	w5246
eine	w5247
kön	w5248
<g/>
.
Proklamation	w5250
er=gangen	w5251
<g/>
=
<g/>
,
darinn	w5254
jedem	w5255
erfahrnen	w5256
Matro=sen	w5257
<g/>
=
bis	w5259
auf	w5260
den	w5261
30	w5262
<g/>
.
Brachm	w5264
<g/>
.
eine	w5266
Schan=kung	w5267
<g/>
=
von	w5269
3	w5270
Pf	w5271
<g/>
.
Sterl	w5273
<g/>
.
jedem	w5275
andern	w5276
aber	w5277
eine	w5278
von	w5279
2	w5280
Pf	w5281
<g/>
.
St	w5283
<g/>
.
zugedacht	w5285
wird	w5286
<g/>
.
</p>
<p id="p66">
Unser	w5288
Krieg	w5289
mit	w5290
den	w5291
Amerikanern	w5292
ge=winnt	w5293
<g/>
=
sehr	w5295
bedenkliche	w5296
Aussichten	w5297
<g/>
.
Sie	w5299
haben	w5300
sich	w5301
durch	w5302
ihre	w5303
in	w5304
den	w5305
Gewässern	w5306
von	w5307
Jamaika	w5308
kreuzenden	w5309
schweren	w5310
Ka=pers	w5311
<g/>
=
so	w5313
fürchterlich	w5314
gemacht	w5315
<g/>
,
daß	w5317
der	w5318
