<doc id="edoc_wd_1768-02-27" attrs="word" year="1768" month="02" day="27" corpus="1">
<head id="hl1">
Londen	w35
,
wann	w3606
sie	w3607
bedeckt	w3608
ist	w3609
<g/>
,
macht	w3611
ein	w3612
leichter	w3613
Spaziergang	w3614
schwitzen	w3615
<g/>
.
Mit	w3617
Vergnügen	w3618
besieht	w3619
man	w3620
unterdessen	w3621
doch	w3622
die	w3623
Gärten	w3624
und	w3625
Felder	w3626
<g/>
,
weil	w3628
sie	w3629
von	w3630
diesem	w3631
harten	w3632
Winter	w3633
gar	w3634
keinen	w3635
Schaden	w3636
gelitten	w3637
haben	w3638
<g/>
.
Man	w3640
glaubt	w3641
sogar	w3642
<g/>
,
daß	w3644
sie	w3645
dabey	w3646
gewonnen	w3647
haben	w3648
werden	w3649
<g/>
,
weil	w3651
die	w3652
Kälte	w3653
alles	w3654
Ungeziefer	w3655
vertilgt	w3656
hat	w3657
<g/>
.
Alle	w3659
Oelbäume	w3660
<g/>
,
die	w3662
der	w3663
vorher=gehende	w3664
<g/>
=
Winter	w3666
am	w3667
Leben	w3668
gelassen	w3669
hatte	w3670
<g/>
,
sind	w3672
es	w3673
noch	w3674
<g/>
.
Eben	w3676
so	w3677
steht	w3678
es	w3679
mit	w3680
andern	w3681
Bäumen	w3682
und	w3683
Gewächsen	w3684
<g/>
;
nichts	w3686
ist	w3687
beschädiget	w3688
<g/>
.
</p>
<p id="p48">
Zu	w3690
Londen	w3691
will	w3692
der	w3693
berühmte	w3694
Herr	w3695
Pitt	w3696
<g/>
,
so	w3698
die	w3699
bekannte	w3700
Maschine	w3701
oder	w3702
Phaeton	w3703
mobile	w3704
er=funden	w3705
<g/>
=
<g/>
,
welche	w3708
ohne	w3709
Pferd	w3710
lauft	w3711
<g/>
,
eine	w3713
neue	w3714
Erfindung	w3715
eines	w3716
Pflugs	w3717
zeigen	w3718
<g/>
,
womit	w3720
man	w3721
pflügen	w3722
<g/>
,
säen	w3724
und	w3725
eggen	w3726
kann	w3727
<g/>
,
ohne	w3729
daß	w3730
man	w3731
ein	w3732
Pferd	w3733
oder	w3734
sonst	w3735
ein	w3736
Vieh	w3737
dabey	w3738
nöthig	w3739
hat	w3740
<g/>
,
sondern	w3742
nur	w3743
ein	w3744
Mann	w3745
oder	w3746
Knab	w3747
dazu	w3748
erfordert	w3749
wird	w3750
<g/>
.
Auch	w3752
gedenket	w3753
er	w3754
eine	w3755
Dreschmaschine	w3756
zu	w3757
ver=fertigen	w3758
<g/>
=
<g/>
,
mit	w3761
welcher	w3762
ein	w3763
Knab	w3764
von	w3765
14	w3766
Jahren	w3767
in	w3768
ei=nem	w3769
<g/>
=
Tag	w3771
eben	w3772
so	w3773
viel	w3774
ausrichten	w3775
soll	w3776
<g/>
,
als	w3778
zehen	w3779
son=sten	w3780
<g/>
=
haben	w3782
thun	w3783
könen	w3784
<g/>
.
Allein	w3786
beydes	w3787
ist	w3788
nicht	w3789
neu	w3790
<g/>
.
</p>
<p id="p49">
Aus	w3792
Eccles	w3793
in	w3794
Norfolk	w3795
wird	w3796
folgendes	w3797
berich=tet	w3798
<g/>
=
<g/>
:
Es	w3801
war	w3802
daselbst	w3803
über	w3804
einen	w3805
tiefen	w3806
Brunnen	w3807
<g/>
,
dessen	w3809
Wasser	w3810
nichts	w3811
taugte	w3812
<g/>
,
und	w3814
ungesund	w3815
war	w3816
<g/>
,
ein	w3818
heimliches	w3819
Gemach	w3820
erbauet	w3821
worden	w3822
<g/>
.
Ein	w3824
Bedienter	w3825
<g/>
,
der	w3827
den	w3828
Ort	w3829
besuchte	w3830
<g/>
,
hörte	w3832
ein	w3833
Ge=heul	w3834
<g/>
=
in	w3836
der	w3837
Tiefe	w3838
<g/>
.
Es	w3840
hatte	w3841
sich	w3842
ein	w3843
paar	w3844
Tage	w3845
vorher	w3846
ein	w3847
Spürhund	w3848
verlohren	w3849
<g/>
;
und	w3851
daher	w3852
ge=rieth	w3853
<g/>
=
er	w3855
auf	w3856
die	w3857
Gedanken	w3858
<g/>
,
der	w3860
Hund	w3861
möchte	w3862
hinein	w3863
gefallen	w3864
seyn	w3865
<g/>
.
Zween	w3867
Bediente	w3868
giengen	w3869
hierauf	w3870
<g/>
,
einer	w3872
mit	w3873
einer	w3874
Leuchte	w3875
<g/>
,
der	w3877
andere	w3878
mit	w3879
einer	w3880
langen	w3881
Stange	w3882
<g/>
,
hin	w3884
<g/>
.
Der	w3886
eine	w3887
ließ	w3888
die	w3889
Leuchte	w3890
durch	w3891
ein	w3892
Loch	w3893
an	w3894
einem	w3895
Seile	w3896
hin=unter	w3897
<g/>
=
<g/>
;
der	w3900
andere	w3901
sah	w3902
durch	w3903
das	w3904
zweyte	w3905
nach	w3906
dem	w3907
Hunde	w3908
<g/>
.
Wie	w3910
er	w3911
ihn	w3912
nicht	w3913
erblicken	w3914
konnte	w3915
<g/>
,
bediente	w3917
er	w3918
sich	w3919
der	w3920
Stange	w3921
<g/>
,
und	w3923
bewegte	w3924
den	w3925
Unrath	w3926
<g/>
.
Sogleich	w3928
fuhr	w3929
ein	w3930
Feuerball	w3931
heraus	w3932
<g/>
,
und	w3934
schlug	w3935
dem	w3936
einen	w3937
Bedienten	w3938
mit	w3939
solcher	w3940
Heftigkeit	w3941
ins	w3942
Gesicht	w3943
<g/>
,
daß	w3945
er	w3946
betäubt	w3947
zurück	w3948
fiel	w3949
<g/>
.
Der	w3951
Ball	w3952
nahm	w3953
seinen	w3954
Weg	w3955
in	w3956
den	w3957
Hof	w3958
<g/>
,
und	w3960
zerplatzte	w3961
daselbst	w3962
mit	w3963
einem	w3964
solchen	w3965
Getöse	w3966
<g/>
,
als	w3968
wenn	w3969
eine	w3970
Kanone	w3971
wäre	w3972
gelöset	w3973
worden	w3974
<g/>
.
</p>
<p id="p50">
Jn	w3976
Schwerin	w3977
hat	w3978
ein	w3979
Schneider	w3980
sein	w3981
Eheweib	w3982
umgebracht	w3983
<g/>
,
er	w3985
ist	w3986
so	w3987
dreist	w3988
gewesen	w3989
<g/>
,
daß	w3991
er	w3992
von	w3993
den	w3994
Zunftvorstehern	w3995
erst	w3996
14	w3997
<g/>
.
Rthlr	w3999
<g/>
.
zum	w4001
Begräb=niß	w4002
<g/>
=
gefodert	w4004
<g/>
,
und	w4006
sich	w4007
damit	w4008
alsdann	w4009
erst	w4010
auf	w4011
flüchtigen	w4012
Fuß	w4013
gesetzet	w4014
hat	w4015
<g/>
.
Man	w4017
hat	w4018
ihn	w4019
aber	w4020
gleich	w4021
verfolgt	w4022
<g/>
,
und	w4024
bey	w4025
Dömitz	w4026
wieder	w4027
ertappet	w4028
<g/>
.
</p>
<p id="p51">
Man	w4030
kann	w4031
zur	w4032
Aufklärung	w4033
der	w4034
Historie	w4035
<g/>
,
und	w4037
anderer	w4038
dahin	w4039
einschlagenden	w4040
Umstände	w4041
<g/>
,
dem	w4043
Publico	w4044
folgende	w4045
Nachricht	w4046
nicht	w4047
unangezeigt	w4048
lassen	w4049
<g/>
:
Bisher	w4051
sind	w4052
die	w4053
Geschichtschreiber	w4054
sowohl	w4055
wegen	w4056
der	w4057
Lage	w4058
der	w4059
ehemaligen	w4060
Stadt	w4061
Rhetra	w4062
<g/>
,
als	w4064
wegen	w4065
des	w4066
daselbst	w4067
vorhandenen	w4068
Götzen	w4069
RaRadegast	w4070
<g/>
=
</p>
<p id="p52">
degast	w4074
<g/>
,
uneinig	w4076
gewesen	w4077
<g/>
.
Nunmehr	w4079
aber	w4080
lassen	w4081
sich	w4082
diese	w4083
Verschiedenheiten	w4084
deutlich	w4085
bestimmen	w4086
<g/>
.
Auf	w4088
einem	w4089
in	w4090
Mecklenburg	w4091
<g/>
=
Strelitzischen	w4093
<g/>
,
hart	w4095
an	w4096
dem	w4097
großen	w4098
See	w4099
Tollensee	w4100
gelegenen	w4101
Guthe	w4102
<g/>
,
ist	w4104
auf	w4105
einem	w4106
hohen	w4107
mit	w4108
alten	w4109
Graben	w4110
versehenen	w4111
Berge	w4112
ein	w4113
kupferner	w4114
Grapen	w4115
gefunden	w4116
worden	w4117
<g/>
.
Es	w4119
befanden	w4120
sich	w4121
in	w4122
demselben	w4123
an	w4124
die	w4125
30	w4126
<g/>
.
Götzen	w4128
<g/>
,
nebst	w4130
den	w4131
dazu	w4132
gehörigen	w4133
Opferschaalen	w4134
<g/>
.
Von	w4136
diesen	w4137
Geistlichen	w4138
sind	w4139
gedachte	w4140
Stücke	w4141
durch	w4142
Erbschaft	w4143
an	w4144
einen	w4145
Bürger	w4146
hier	w4147
in	w4148
Neu	w4149
<g/>
=
Bran=denburg	w4151
<g/>
=
gekommen	w4153
<g/>
,
der	w4155
sie	w4156
<g/>
,
weil	w4158
er	w4159
diesen	w4160
Schatz	w4161
nicht	w4162
kannte	w4163
<g/>
,
dem	w4165
in	w4166
den	w4167
Alterthümern	w4168
erfahrnen	w4169
Herrn	w4170
Hempel	w4171
<g/>
,
der	w4173
Arzeneykunst	w4174
Doctoren	w4175
<g/>
,
zeigte	w4177
<g/>
.
Der	w4179
Herr	w4180
Doctor	w4181
kaufte	w4182
ohne	w4183
Anstand	w4184
alle	w4185
Stücke	w4186
an	w4187
sich	w4188
<g/>
.
Der	w4190
größte	w4191
darunter	w4192
befindliche	w4193
Götze	w4194
ist	w4195
der	w4196
Radegast	w4197
von	w4198
einer	w4199
ziemlichen	w4200
Höhe	w4201
<g/>
,
auf	w4203
dessen	w4204
Rücken	w4205
mit	w4206
Rhunischen	w4207
Buchstaben	w4208
ganz	w4209
deutlich	w4210
zu	w4211
lesen	w4212
<g/>
:
Radegast	w4214
Rhetra	w4215
<g/>
.
An	w4217
den	w4218
vielen	w4219
andern	w4220
Götzen	w4221
<g/>
,
worunter	w4223
die	w4224
Nemesis	w4225
<g/>
,
Pan	w4227
<g/>
,
Zernebock	w4229
und	w4230
der	w4231
Drache	w4232
<g/>
,
ꝛc	w4234
<g/>
.
gleichfalls	w4236
mit	w4237
vielen	w4238
Rhunischen	w4239
Buchstaben	w4240
bezeichnet	w4241
<g/>
,
ist	w4243
das	w4244
Wort	w4245
Rhetra	w4246
gleichfalls	w4247
ganz	w4248
deutlich	w4249
zu	w4250
sehen	w4251
<g/>
.
Kenner	w4253
der	w4254
Aelterthümer	w4255
können	w4256
diese	w4257
Originalstücke	w4258
<g/>
,
welche	w4260
noch	w4261
alle	w4262
die	w4263
eruginem	w4264
nobilem	w4265
an	w4266
sich	w4267
haben	w4268
<g/>
,
nicht	w4270
genug	w4271
bewundern	w4272
<g/>
.
Alle	w4274
Stücke	w4275
halten	w4276
bey=nahe	w4277
<g/>
=
den	w4279
Strich	w4280
von	w4281
Kronengold	w4282
<g/>
,
und	w4284
wiegen	w4285
zusammen	w4286
15	w4287
<g/>
.
Pfund	w4289
<g/>
.
Es	w4291
ist	w4292
hiebey	w4293
zu	w4294
bemer=ken	w4295
<g/>
=
<g/>
,
daß	w4298
die	w4299
Beschreibung	w4300
des	w4301
Radegast	w4302
von	w4303
den	w4304
Geschichtschreibern	w4305
nicht	w4306
getroffen	w4307
worden	w4308
<g/>
.
Er	w4310
hat	w4311
eine	w4312
ganz	w4313
andere	w4314
Figur	w4315
<g/>
,
wiewohl	w4317
es	w4318
mit	w4319
der	w4320
Gans	w4321
auf	w4322
dem	w4323
Kopfe	w4324
<g/>
,
jedoch	w4326
ohne	w4327
aus=gebreitete	w4328
<g/>
=
Flügel	w4330
<g/>
,
seine	w4332
Richtigkeit	w4333
hat	w4334
<g/>
.
</p>
<p id="p53">
Der	w4336
Herr	w4337
Doctor	w4338
Hempel	w4339
wird	w4340
ehestens	w4341
eine	w4342
vollständige	w4343
Beschreibung	w4344
von	w4345
dieser	w4346
wichtigen	w4347
Entdeckung	w4348
<g/>
,
die	w4350
so	w4351
viele	w4352
Aufklärung	w4353
in	w4354
den	w4355
Al=terthümern	w4356
<g/>
=
macht	w4358
<g/>
,
mittheilen	w4360
<g/>
;
und	w4362
es	w4363
ist	w4364
zu	w4365
wünschen	w4366
<g/>
,
daß	w4368
beregte	w4369
Stücke	w4370
<g/>
,
als	w4372
die	w4373
einzigen	w4374
Monumenta	w4375
in	w4376
ihrer	w4377
Art	w4378
<g/>
,
allgemein	w4380
bekannt	w4381
<g/>
,
und	w4383
auf	w4384
immer	w4385
aufbehalten	w4386
werden	w4387
<g/>
.
</p>
<head id="hl10">
Wien	w4389
den	w4390
27	w4391
<g/>
.
Hornung	w4393
1768	w4394
<g/>
.
</head>
<p id="p54">
Donnerstags	w4396
Nachmittag	w4397
gegen	w4398
1	w4399
<g/>
.
Uhr	w4401
ist	w4402
das	w4403
Eiß	w4404
auf	w4405
den	w4406
kleinen	w4407
Donauarm	w4408
mit	w4409
solcher	w4410
Gewalt	w4411
gebrochen	w4412
<g/>
,
daß	w4414
es	w4415
die	w4416
Schlag=brücke	w4417
<g/>
=
völlig	w4419
bis	w4420
auf	w4421
das	w4422
letzte	w4423
Joch	w4424
an	w4425
der	w4426
Leopoldstadt	w4427
auf	w4428
einem	w4429
Stoß	w4430
zugleich	w4431
hin=wegenommen	w4432
<g/>
=
<g/>
,
und	w4435
da	w4436
der	w4437
Arm	w4438
unter	w4439
der	w4440
Brücke	w4441
schon	w4442
offen	w4443
war	w4444
<g/>
,
ist	w4446
das	w4447
Eiß	w4448
nicht	w4449
sonderlich	w4450
hoch	w4451
an	w4452
die	w4453
beyden	w4454
Ufer	w4455
ausge=schoben	w4456
<g/>
=
worden	w4458
<g/>
,
auch	w4460
den	w4461
Schiffen	w4462
kein	w4463
Schaden	w4464
geschehen	w4465
<g/>
:
hingegen	w4467
hat	w4468
das	w4469
Ge=wässer	w4470
<g/>
=
die	w4472
nächst	w4473
liegenden	w4474
Auen	w4475
<g/>
,
und	w4477
die	w4478
</p>
<p id="p55">
Jägerzeil	w4479
<g/>
,
einen	w4481
Theil	w4482
der	w4483
Leopoldstadt	w4484
über=schwemmet	w4485
<g/>
=
<g/>
,
so	w4488
<g/>
,
daß	w4490
die	w4491
dortigen	w4492
Einwoh=ner	w4493
<g/>
=
nicht	w4495
aus	w4496
den	w4497
Häusern	w4498
tretten	w4499
können	w4500
<g/>
.
</p>
<p id="p56">
Seit	w4502
gestern	w4503
aber	w4504
hat	w4505
das	w4506
Wasser	w4507
die	w4508
Schranken	w4509
seiner	w4510
Ufer	w4511
weit	w4512
überstiegen	w4513
<g/>
,
und	w4515
ist	w4516
zu	w4517
beyden	w4518
Seiten	w4519
ausgetretten	w4520
<g/>
,
auch	w4522
so=gar	w4523
<g/>
=
bey	w4525
dem	w4526
rothen	w4527
Thurm	w4528
in	w4529
die	w4530
Stadt	w4531
hereingedrungen	w4532
<g/>
:
wie	w4534
denn	w4535
auch	w4536
die	w4537
Leo=poldstadt	w4538
<g/>
=
gutentheils	w4540
unter	w4541
Wasser	w4542
steht	w4543
<g/>
.
Das	w4545
Eiß	w4546
auf	w4547
dem	w4548
großen	w4549
Strohm	w4550
ist	w4551
eben=fals	w4552
<g/>
=
gebrochen	w4554
<g/>
,
ohne	w4556
daß	w4557
man	w4558
noch	w4559
weiß	w4560
<g/>
,
wie	w4562
es	w4563
der	w4564
großen	w4565
Donaubrücke	w4566
gegangen	w4567
<g/>
,
und	w4569
ob	w4570
die	w4571
benachbarten	w4572
Flecken	w4573
gelitten	w4574
haben	w4575
<g/>
.
Jnmittelst	w4577
ist	w4578
die	w4579
Communication	w4580
auf	w4581
dieser	w4582
Strasse	w4583
gesperrt	w4584
<g/>
;
man	w4586
ist	w4587
aber	w4588
auf	w4589
Ueber=fahrten	w4590
<g/>
=
in	w4592
Schiffen	w4593
bedacht	w4594
<g/>
,
so	w4596
bald	w4597
das	w4598
noch	w4599
stark	w4600
treibende	w4601
Eiß	w4602
sich	w4603
verlohren	w4604
haben	w4605
wird	w4606
<g/>
,
gleichwie	w4608
auch	w4609
zur	w4610
Herstellung	w4611
der	w4612
Brücke	w4613
sogleich	w4614
Hand	w4615
angeleget	w4616
werden	w4617
wird	w4618
<g/>
,
wozu	w4620
das	w4621
Holz	w4622
schon	w4623
voraus	w4624
gerichtet	w4625
ist	w4626
<g/>
.
</p>
<head id="hl11">
Verzeichniß	w4628
der	w4629
Verstorbenen	w4630
zu	w4631
Wien	w4632
in	w4633
<g/>
,
und	w4635
vor	w4636
der	w4637
Stadt	w4638
<g/>
.
</head>
<head id="hl12">
Den	w4640
22	w4641
<g/>
.
Horn	w4643
<g/>
.
Jn	w4645
der	w4646
Stadt	w4647
<g/>
.
</head>
<list id="li3">
Dem	w4649
Ant	w4650
<g/>
.
Weltinger	w4652
<g/>
,
Burgl	w4654
<g/>
.
Bierw	w4656
<g/>
.
s	w4658
<g/>
.
K	w4660
<g/>
.
Bened	w4662
<g/>
.
im	w4664
tief	w4665
<g/>
.
Bierh	w4667
<g/>
.
in	w4669
der	w4670
Schullerstr	w4671
<g/>
.
alt	w4673
3	w4674
<g/>
.
J	w4676
<g/>
.
</list>
<head id="hl13">
Vor	w4678
der	w4679
Stadt	w4680
<g/>
.
</head>
<list id="li4">
Der	w4682
wohlehrw	w4683
<g/>
.
in	w4685
Gott	w4686
geistl	w4687
<g/>
.
Hr	w4689
<g/>
.
P	w4691
<g/>
.
Josephus	w4693
ab	w4694
Ascens	w4695
<g/>
.
Exminist	w4697
<g/>
.
General	w4699
<g/>
.
des	w4701
Ord	w4702
<g/>
.
der	w4704
Heil	w4705
<g/>
.
Dreyf	w4707
<g/>
.
in	w4709
ihrem	w4710
Klost	w4711
<g/>
.
in	w4713
der	w4714
Alsterg	w4715
<g/>
.
alt	w4717
81	w4718
<g/>
.
J	w4720
<g/>
.
Dem	w4722
Andr	w4723
<g/>
.
Lidl	w4725
<g/>
,
Lehnlaq	w4727
<g/>
.
s	w4729
<g/>
.
W	w4731
<g/>
.
Mar	w4733
<g/>
.
An	w4735
<g/>
.
beyn	w4737
3	w4738
<g/>
.
Kränln	w4740
am	w4741
Neub	w4742
<g/>
.
alt	w4744
48	w4745
<g/>
.
J	w4747
<g/>
.
Joh	w4749
<g/>
.
Salveti	w4751
<g/>
,
vac	w4753
<g/>
.
Laq	w4755
<g/>
.
b	w4757
<g/>
.
der	w4759
bl	w4760
<g/>
.
Weintr	w4762
<g/>
.
auf	w4764
der	w4765
Wieden	w4766
<g/>
,
alt	w4768
44	w4769
<g/>
.
J	w4771
<g/>
.
Dem	w4773
Mich	w4774
<g/>
.
Salomon	w4776
<g/>
,
Kuts	w4778
<g/>
.
s	w4780
<g/>
.
K	w4782
<g/>
.
Franc	w4784
<g/>
.
im	w4786
Vieh=mayeris	w4787
<g/>
=
<g/>
.
H	w4790
<g/>
.
in	w4792
der	w4793
Leop	w4794
<g/>
.
alt	w4796
3	w4797
<g/>
.
J	w4799
<g/>
.
August	w4801
<g/>
.
Kares	w4803
<g/>
,
Schnürmachergs	w4805
<g/>
.
beym	w4807
gr	w4808
<g/>
.
Baum	w4810
am	w4811
Hungelbr	w4812
<g/>
.
alt	w4814
60	w4815
<g/>
.
J	w4817
<g/>
.
Dem	w4819
Christ	w4820
<g/>
.
Schneider	w4822
<g/>
,
Hausmeist	w4824
<g/>
.
s	w4826
<g/>
.
W	w4828
<g/>
.
Rosina	w4830
<g/>
,
b	w4832
<g/>
.
gold	w4834
<g/>
.
Adl	w4836
<g/>
.
an	w4838
der	w4839
Wien	w4840
<g/>
,
alt	w4842
58	w4843
<g/>
.
J	w4845
<g/>
.
Eva	w4847
Wangerin	w4848
<g/>
,
Witt	w4850
<g/>
.
beym	w4852
weiß	w4853
<g/>
.
Lam	w4855
<g/>
.
im	w4857
Liech=tenth	w4858
<g/>
=
<g/>
.
alt	w4861
75	w4862
<g/>
.
J	w4864
<g/>
.
Georg	w4866
Dutermann	w4867
<g/>
,
Armer	w4869
<g/>
,
im	w4871
Grundsp	w4872
<g/>
.
bey	w4874
Ma=riah	w4875
<g/>
=
<g/>
.
alt	w4878
80	w4879
<g/>
.
J	w4881
<g/>
.
Dem	w4883
Christ	w4884
<g/>
.
Meixner	w4886
<g/>
,
Büchsenmachergs	w4888
<g/>
.
s	w4890
<g/>
.
K	w4892
<g/>
.
Ros	w4894
<g/>
.
beym	w4896
weiß	w4897
<g/>
.
Kreutz	w4899
in	w4900
der	w4901
Leop	w4902
<g/>
.
alt	w4904
8	w4905
<g/>
.
J	w4907
<g/>
.
</list>
<p id="p57">
Summa	w4909
10	w4910
<g/>
.
Person	w4912
<g/>
.
darunter	w4914
3	w4915
<g/>
.
Kind	w4917
<g/>
.
</p>
<head id="hl15">
Den	w4919
23	w4920
<g/>
.
Horn	w4922
<g/>
.
Jn	w4924
der	w4925
Stadt	w4926
<g/>
.
</head>
<list id="li5">
Hr	w4928
<g/>
.
Mart	w4930
<g/>
.
Christ	w4932
<g/>
.
Echinger	w4934
<g/>
,
Buchhalt	w4936
<g/>
.
im	w4938
Hart=mannis	w4939
<g/>
=
<g/>
.
H	w4942
<g/>
.
in	w4944
der	w4945
unt	w4946
<g/>
.
Beckenstr	w4948
<g/>
.
alt	w4950
69	w4951
<g/>
.
J	w4953
<g/>
.
Dem	w4955
Hrn	w4956
Franz	w4957
Wührer	w4958
<g/>
,
Burgl	w4960
<g/>
.
Handelsm	w4962
<g/>
.
s	w4964
<g/>
.
Fr	w4966
<g/>
.
Magd	w4968
<g/>
.
im	w4970
Sulzer	w4971
<g/>
.
H	w4973
<g/>
.
in	w4975
der	w4976
ob	w4977
<g/>
.
Breuner	w4979
<g/>
.
40	w4981
<g/>
.
J	w4983
<g/>
.
</list>
<list id="li6">
Jos	w4985
<g/>
.
Schuegmann	w4987
<g/>
,
Burgl	w4989
<g/>
.
Nadlermei	w4991
<g/>
.
in	w4993
s	w4994
<g/>
.
H	w4996
<g/>
.
in	w4998
der	w4999
Naglerg	w5000
<g/>
.
alt	w5002
74	w5003
<g/>
.
J	w5005
<g/>
.
Elis	w5007
<g/>
.
Schenklin	w5009
<g/>
,
Witt	w5011
<g/>
.
im	w5013
Graf	w5014
Trautmanstorf	w5015
<g/>
.
H	w5017
<g/>
.
in	w5019
der	w5020
Herreng	w5021
<g/>
.
alt	w5023
63	w5024
<g/>
.
J	w5026
<g/>
.
Christ	w5028
<g/>
.
Maudl	w5030
<g/>
,
gew	w5032
<g/>
.
Burgl	w5034
<g/>
.
Fütter	w5036
<g/>
.
im	w5038
Malleris	w5039
<g/>
.
H	w5041
<g/>
.
in	w5043
der	w5044
Singerstr	w5045
<g/>
.
alt	w5047
58	w5048
<g/>
.
J	w5050
<g/>
.
</list>
<head id="hl16">
Vor	w5052
der	w5053
Stadt	w5054
<g/>
.
</head>
<list id="li7">
Simon	w5056
Hagen	w5057
<g/>
,
Maurergs	w5059
<g/>
.
b	w5061
<g/>
.
grün	w5063
<g/>
.
Nußbaum	w5065
auf	w5066
der	w5067
Wied	w5068
<g/>
.
alt	w5070
78	w5071
<g/>
.
J	w5073
<g/>
.
Mar	w5075
<g/>
.
Anna	w5077
Hellin	w5078
<g/>
,
Wittw	w5080
<g/>
.
bey	w5082
der	w5083
Kohlkreutz	w5084
<g/>
.
am	w5086
Spitalb	w5087
<g/>
.
alt	w5089
65	w5090
<g/>
.
J	w5092
<g/>
.
Dem	w5094
Joh	w5095
<g/>
.
Mich	w5097
<g/>
.
Schwester	w5099
<g/>
,
Burgl	w5101
<g/>
.
Bandma	w5103
<g/>
.
s	w5105
<g/>
.
K	w5107
<g/>
.
Ther	w5109
<g/>
.
b	w5111
<g/>
.
3	w5113
<g/>
.
gol	w5115
<g/>
.
Spullen	w5117
am	w5118
Spit	w5119
<g/>
.
alt	w5121
7	w5122
<g/>
.
v	w5124
<g/>
.
J	w5126
<g/>
.
Summa	w5128
8	w5129
<g/>
.
Person	w5131
<g/>
.
darunter	w5133
1	w5134
<g/>
.
Kind	w5136
<g/>
.
</list>
<head id="hl17">
Den	w5138
24	w5139
<g/>
.
Horn	w5141
<g/>
.
Jn	w5143
der	w5144
Stadt	w5145
<g/>
.
</head>
<list id="li8">
Dem	w5147
Christ	w5148
<g/>
.
Putz	w5150
<g/>
,
Burgl	w5152
<g/>
.
Schneid	w5154
<g/>
.
s	w5156
<g/>
.
S	w5158
<g/>
.
Mart	w5160
<g/>
.
b	w5162
<g/>
.
stein	w5164
<g/>
.
Kleebl	w5166
<g/>
.
unt	w5168
<g/>
.
Tuchl	w5170
<g/>
.
alt	w5172
11	w5173
<g/>
.
J	w5175
<g/>
.
</list>
<head id="hl18">
Vor	w5177
der	w5178
Stadt	w5179
<g/>
.
</head>
<list id="li9">
Hr	w5181
<g/>
.
Joh	w5183
<g/>
.
Gottl	w5185
<g/>
.
Mezler	w5187
<g/>
,
Jnspect	w5189
<g/>
.
im	w5191
kön	w5192
<g/>
.
ungaris	w5194
<g/>
.
adel	w5196
<g/>
.
Guardeb	w5198
<g/>
.
vorm	w5200
Burgth	w5201
<g/>
.
alda	w5203
<g/>
,
alt	w5205
59	w5206
<g/>
.
J	w5208
<g/>
.
Dem	w5210
Joh	w5211
<g/>
.
Dreyan	w5213
<g/>
,
Burgl	w5215
<g/>
.
Schwerdf	w5217
<g/>
.
s	w5219
<g/>
.
K	w5221
<g/>
.
Anna	w5223
<g/>
,
im	w5225
Bruckh	w5226
<g/>
.
in	w5228
der	w5229
Leop	w5230
<g/>
.
alt	w5232
3	w5233
<g/>
.
J	w5235
<g/>
.
Jac	w5237
<g/>
.
Meyröder	w5239
<g/>
,
vac	w5241
<g/>
.
Laq	w5243
<g/>
.
b	w5245
<g/>
.
der	w5247
gol	w5248
<g/>
.
Ros	w5250
<g/>
.
am	w5252
Spit	w5253
<g/>
.
alt	w5255
38	w5256
<g/>
.
J	w5258
<g/>
.
Dem	w5260
Joh	w5261
<g/>
.
Mich	w5263
<g/>
.
Kirschner	w5265
<g/>
,
Burgl	w5267
<g/>
.
Schuhm	w5269
<g/>
.
s	w5271
<g/>
.
S	w5273
<g/>
.
Andr	w5275
<g/>
.
im	w5277
unt	w5278
<g/>
.
Freyh	w5280
<g/>
.
auf	w5282
der	w5283
Laimg	w5284
<g/>
.
alt	w5286
17	w5287
<g/>
.
J	w5289
<g/>
.
Dem	w5291
Joh	w5292
<g/>
.
Adam	w5294
Greugel	w5295
<g/>
,
Burgl	w5297
<g/>
.
Posament	w5299
<g/>
.
s	w5301
<g/>
.
K	w5303
<g/>
.
Leop	w5305
<g/>
.
b	w5307
<g/>
.
3	w5309
<g/>
.
gol	w5311
<g/>
.
Kron	w5313
<g/>
.
am	w5315
Spit	w5316
<g/>
.
alt	w5318
1	w5319
<g/>
.
J	w5321
<g/>
.
Dem	w5323
Jos	w5324
<g/>
.
Fuxeder	w5326
<g/>
,
Wäderlmah	w5328
<g/>
.
s	w5330
<g/>
.
K	w5332
<g/>
.
Magd	w5334
<g/>
.
beym	w5336
rot	w5337
<g/>
.
Kreutz	w5339
am	w5340
Spit	w5341
<g/>
.
alt	w5343
1	w5344
<g/>
.
J	w5346
<g/>
.
Joh	w5348
<g/>
.
Mich	w5350
<g/>
.
Daureck	w5352
<g/>
,
Schutzverw	w5354
<g/>
.
Hutma	w5356
<g/>
.
im	w5358
La=zareth	w5359
<g/>
=
in	w5361
der	w5362
Währingg	w5363
<g/>
.
als	w5365
50	w5366
<g/>
.
J	w5368
<g/>
.
Math	w5370
<g/>
.
Ratanisch	w5372
<g/>
,
Büchsenmann	w5374
<g/>
,
welcher	w5376
in	w5377
dem	w5378
Ottogrünerbach	w5379
am	w5380
alt	w5381
<g/>
.
Lerchf	w5383
<g/>
.
ertrunken	w5385
<g/>
,
und	w5387
vom	w5388
k	w5389
<g/>
.
k	w5391
<g/>
.
Stadt	w5393
<g/>
=
u	w5395
<g/>
.
Landger	w5397
<g/>
.
b	w5399
<g/>
