<doc id="edoc_wd_1779-05-22" attrs="word" year="1779" month="05" day="22" corpus="1">
<head id="hl1">
Paris	w6
heimgeschlagen	w9684
<g/>
.
Wer	w9686
demnach	w9687
an	w9688
bemeldten	w9689
Caspar	w9690
Graimet	w9691
Fode=rungen	w9692
<g/>
=
zu	w9694
stellen	w9695
hat	w9696
<g/>
,
wird	w9698
diese	w9699
seine	w9700
Fode=rungen	w9701
<g/>
=
inner	w9703
den	w9704
gerichtsbräuchigen	w9705
Termin	w9706
der	w9707
9	w9708
Wochen	w9709
und	w9710
3	w9711
Tägen	w9712
<g/>
,
und	w9714
zwar	w9715
längstens	w9716
bis	w9717
17	w9718
<g/>
.
Juli	w9720
d	w9721
<g/>
.
J	w9723
<g/>
.
als	w9725
an	w9726
welchen	w9727
Tag	w9728
fruh	w9729
um	w9730
9	w9731
Uhr	w9732
dasig	w9733
aufgestellte	w9734
Commißion	w9735
ad	w9736
li-quidandum	w9737
<g/>
-
zusammentretten	w9739
wird	w9740
<g/>
,
um	w9742
so	w9743
ver=läßlicher	w9744
<g/>
=
anmelden	w9746
<g/>
,
und	w9748
der	w9749
Ordnung	w9750
nach	w9751
li=quidiren	w9752
<g/>
=
<g/>
,
wie	w9755
im	w9756
widrigen	w9757
und	w9758
nach	w9759
Verlauf	w9760
dieses	w9761
Termins	w9762
niemand	w9763
mehr	w9764
angehöret	w9765
<g/>
,
son=dern	w9767
<g/>
=
mit	w9769
Formirung	w9770
der	w9771
Claßifikation	w9772
ohne	w9773
weitern	w9774
fürgeschritten	w9775
werde	w9776
wurde	w9777
<g/>
.
</p>
<head id="hl29">
Obersthofmarschall	w9779
rc	w9780
<g/>
.
</head>
<p id="p105">
Geben	w9782
mit	w9783
gegenwärtigen	w9784
Edikt	w9785
hiemit	w9786
zu	w9787
vernehmen	w9788
<g/>
:
wasmassen	w9790
uns	w9791
die	w9792
Leopoldina	w9793
<g/>
,
und	w9795
Theresia	w9796
Edle	w9797
von	w9798
Hauer	w9799
mittels	w9800
eines	w9801
unter	w9802
heutigem	w9803
Dato	w9804
überreichten	w9805
Anbringens	w9806
de=müthigst	w9807
<g/>
=
gebeten	w9809
<g/>
,
womit	w9811
wir	w9812
zu	w9813
Erfindung	w9814
des	w9815
wahren	w9816
Æris	w9817
alieni	w9818
des	w9819
letzthin	w9820
allhier	w9821
ab	w9822
in-testato	w9823
<g/>
-
verstorbenen	w9825
Herrn	w9826
Johann	w9827
Joseph	w9828
E	w9829
<g/>
.
von	w9831
Hauer	w9832
<g/>
,
gewest	w9834
<g/>
.
k	w9836
<g/>
.
k	w9838
<g/>
.
Hofraths	w9840
und	w9841
Truch	w9842
<g/>
=
</p>
<p id="p106">
seß	w9844
<g/>
,
dann	w9846
sicherer	w9847
Abhandlung	w9848
dessen	w9849
rückgelas=sener	w9850
<g/>
=
Verlassenschaft	w9852
seine	w9853
sowohl	w9854
in	w9855
als	w9856
ausser	w9857
Land	w9858
befindliche	w9859
Gläubiger	w9860
zu	w9861
Anmeld	w9862
und	w9863
Li=quidirung	w9864
<g/>
=
ihrer	w9866
<g/>
,
an	w9868
ersagten	w9869
Herrn	w9870
Hofrath	w9871
E	w9872
<g/>
.
von	w9874
Hauer	w9875
<g/>
,
oder	w9877
nunmehr	w9878
dessen	w9879
Verlassen=schaftsmassam	w9880
<g/>
=
zu	w9882
stellen	w9883
habenden	w9884
Sprüch	w9885
und	w9886
Foderungen	w9887
vorladen	w9888
und	w9889
einberuffen	w9890
<g/>
,
sohin	w9892
die	w9893
gewöhnliche	w9894
Convocationsedikta	w9895
ausfertigen	w9896
lassen	w9897
möchten	w9898
<g/>
.
Wenn	w9900
wir	w9901
nun	w9902
in	w9903
dieses	w9904
der	w9905
Supplicantinen	w9906
so	w9907
billig	w9908
als	w9909
rechtliches	w9910
Gesuch	w9911
ge=williget	w9912
<g/>
=
<g/>
,
und	w9915
zu	w9916
obbemeldtem	w9917
Ende	w9918
den	w9919
21	w9920
<g/>
.
August	w9922
d	w9923
<g/>
.
J	w9925
<g/>
.
Nachmittag	w9927
um	w9928
4	w9929
Uhr	w9930
zur	w9931
ge=wöhnlichen	w9932
<g/>
=
Tagsatzung	w9934
für	w9935
die	w9936
erst	w9937
<g/>
=
andert	w9939
<g/>
=
und	w9941
dritte	w9942
<g/>
,
auch	w9944
allendliche	w9945
Frist	w9946
sub	w9947
clausula	w9948
præ-clusi	w9949
<g/>
-
&	w9951
perpetui	w9952
silentii	w9953
anmit	w9954
anberaunt	w9955
ha=ben	w9956
<g/>
=
wollen	w9958
<g/>
.
Als	w9960
werden	w9961
all	w9962
und	w9963
jede	w9964
<g/>
,
welche	w9966
bey	w9967
besagt	w9968
Jos	w9969
<g/>
.
von	w9971
Hauerischen	w9972
Verlassenschaft	w9973
um	w9974
rechtmäßiger	w9975
Foderung	w9976
willen	w9977
einige	w9978
Sprü=che	w9979
<g/>
=
haben	w9981
<g/>
,
oder	w9983
zu	w9984
haben	w9985
vermeinen	w9986
an	w9987
obbe=stimmten	w9988
<g/>
=
Tag	w9990
und	w9991
Stund	w9992
vor	w9993
der	w9994
Amtskanz=ley	w9995
<g/>
=
in	w9997
dem	w9998
sogenannten	w9999
Regierungshaus	w10000
in	w10001
der	w10002
Herrngasse	w10003
im	w10004
1ten	w10005
Stock	w10006
<g/>
,
entweder	w10008
selbst	w10009
<g/>
,
oder	w10011
durch	w10012
hiezu	w10013
genugsam	w10014
Bevollmächtigte	w10015
al=sogewiß	w10016
<g/>
=
zu	w10018
erscheinen	w10019
<g/>
,
und	w10021
ihre	w10022
an	w10023
sothane	w10024
Verlassenschaft	w10025
habende	w10026
Foderungen	w10027
anzumel=den	w10028
<g/>
=
<g/>
,
auch	w10031
zu	w10032
Herstellung	w10033
des	w10034
erfoderlich	w10035
recht=lichen	w10036
<g/>
=
Beweisthum	w10038
ihre	w10039
Schuld	w10040
<g/>
,
oder	w10042
ansonst	w10043
habende	w10044
Liquidationsurkunden	w10045
und	w10046
rechtliche	w10047
Be=helfe	w10048
<g/>
=
in	w10050
beglaubten	w10051
Abschriften	w10052
einzulegen	w10053
ha=ben	w10054
<g/>
=
<g/>
,
wie	w10057
im	w10058
widrigen	w10059
die	w10060
Verlassenschaft	w10061
den	w10062
obhandenen	w10063
Jntestaterben	w10064
mit	w10065
Vortheil	w10066
und	w10067
Last	w10068
eingeantwortet	w10069
<g/>
,
oder	w10071
aber	w10072
falls	w10073
die	w10074
Massa	w10075
zu	w10076
Befriedigung	w10077
der	w10078
sich	w10079
hervorthuend	w10080
liquidirten	w10081
Foderungen	w10082
nicht	w10083
hinlänglich	w10084
<g/>
,
folglich	w10086
keine	w10087
Erb=schaftsmassa	w10088
<g/>
=
vorhanden	w10090
wäre	w10091
<g/>
,
das	w10093
Vermögen	w10094
unter	w10095
die	w10096
angemeldt	w10097
liquidirende	w10098
Gläubiger	w10099
ver=theilet	w10100
<g/>
=
<g/>
,
die	w10103
ausbleibende	w10104
Creditores	w10105
aber	w10106
hie=von	w10107
<g/>
=
ausgeschlossen	w10109
und	w10110
ihnen	w10111
das	w10112
ewige	w10113
Still=schweigen	w10114
<g/>
=
auferlegt	w10116
<g/>
,
auch	w10118
ansonst	w10119
ex	w10120
officio	w10121
fürgekehret	w10122
werden	w10123
wurde	w10124
<g/>
,
was	w10126
Rechtens	w10127
ist	w10128
<g/>
.
</p>
<p id="p107">
Von	w10130
der	w10131
röm	w10132
<g/>
.
k	w10134
<g/>
.
k	w10136
<g/>
.
Majestät	w10138
ni	w10139
<g/>
.
öst	w10141
<g/>
.
Land=recht	w10143
<g/>
=
wegen	w10145
wird	w10146
hiemit	w10147
zu	w10148
wissen	w10149
gemacht	w10150
<g/>
:
es	w10152
habe	w10153
die	w10154
Fran	w10155
Antonia	w10156
verwittibte	w10157
Gräfin	w10158
von	w10159
Harrach	w10160
<g/>
,
und	w10162
Herr	w10163
Johann	w10164
Stephan	w10165
Graf	w10166
von	w10167
Meraviglia	w10168
als	w10169
gräfl	w10170
<g/>
.
Harrachische	w10172
Vor=mundschaft	w10173
<g/>
=
schriftlich	w10175
angezeigt	w10176
<g/>
,
wie	w10178
daß	w10179
dem	w10180
verstorbenen	w10181
Herrn	w10182
Franz	w10183
Grafen	w10184
von	w10185
Harrach	w10186
sel	w10187
<g/>
.
zu	w10189
Herstellung	w10190
der	w10191
bey	w10192
der	w10193
Majoratherr=schaft	w10194
<g/>
=
Rohrau	w10196
nothwendig	w10197
befundenen	w10198
Repara=tionen	w10199
<g/>
=
vermög	w10201
eines	w10202
unterm	w10203
11	w10204
<g/>
.
März	w10206
1761	w10207
<g/>
.
erhaltenen	w10209
Hofkonsens	w10210
10000	w10211
fl	w10212
<g/>
.
aufzunehmen	w10214
<g/>
,
und	w10216
solche	w10217
auf	w10218
gedachte	w10219
Majoratherrschaft	w10220
ge=gen	w10221
<g/>
=
dem	w10223
intabuliren	w10224
zu	w10225
lassen	w10226
verwilliget	w10227
wor=den	w10228
<g/>
=
<g/>
,
daß	w10231
hieran	w10232
alljährlich	w10233
500	w10234
fl	w10235
<g/>
.
deponiret	w10237
werden	w10238
sollen	w10239
<g/>
;
auf	w10241
diesen	w10242
Konsens	w10243
hat	w10244
Herr	w10245
Ferdinand	w10246
Bonaventura	w10247
Graf	w10248
von	w10249
Harrach	w10250
zu	w10251
Herstellung	w10252
gedachter	w10253
Reparationen	w10254
auf	w10255
eine	w10256
unterm	w10257
10	w10258
<g/>
.
Juni	w10260
1761	w10261
<g/>
.
von	w10263
Herrn	w10264
Franz	w10265
Gra	w10266
<g/>
=
</p>
<p id="p108">
fen	w10268
von	w10269
Harrach	w10270
an	w10271
besagten	w10272
Herrn	w10273
Grafen	w10274
ausgestellten	w10275
Obligation	w10276
pr	w10277
<g/>
.
5000	w10279
fl	w10280
hergelie=hen	w10281
<g/>
=
<g/>
,
welche	w10284
auf	w10285
die	w10286
Majoratherrschaft	w10287
Rohrau	w10288
intabuliret	w10289
worden	w10290
<g/>
,
gedachte	w10292
5000	w10293
fl	w10294
cum	w10295
sua	w10296
causa	w10297
seyen	w10298
<g/>
,
dann	w10300
auch	w10301
dem	w10302
Herrn	w10303
Ferdinand	w10304
Bonaventura	w10305
Grafen	w10306
von	w10307
Harrach	w10308
vermög	w10309
der	w10310
in	w10311
den	w10312
von	w10313
Zeit	w10314
zu	w10315
Zeit	w10316
gelegten	w10317
Rechnungen	w10318
obligirten	w10319
Quittungen	w10320
bezahlet	w10321
worden	w10322
<g/>
,
und	w10324
kommet	w10325
also	w10326
nur	w10327
darauf	w10328
an	w10329
<g/>
,
daß	w10331
die	w10332
Origi=nalobligation	w10333
<g/>
=
ad	w10335
extabulandum	w10336
und	w10337
respektive	w10338
cassandum	w10339
bey	w10340
der	w10341
ni	w10342
<g/>
.
öst	w10344
<g/>
.
Landtafel	w10346
eingelegt	w10347
würde	w10348
<g/>
,
da	w10350
aber	w10351
solche	w10352
in	w10353
Verstoß	w10354
gerathen	w10355
<g/>
,
und	w10357
solche	w10358
ungeachtet	w10359
alles	w10360
fleißigen	w10361
Nachsu=chens	w10362
<g/>
=
nicht	w10364
hat	w10365
können	w10366
ausfindig	w10367
gemacht	w10368
wer=den	w10369
<g/>
=
<g/>
,
daher	w10372
baten	w10373
selbe	w10374
wegen	w10375
Kaßir	w10376
<g/>
=
und	w10378
An=nullirung	w10379
<g/>
=
gedachter	w10381
Obligation	w10382
das	w10383
in	w10384
derley	w10385
Fällen	w10386
gewöhnliche	w10387
Amortisationsedikt	w10388
ausfer=tigen	w10389
<g/>
=
zu	w10391
lassen	w10392
<g/>
:
wann	w10394
nun	w10395
hierinfalls	w10396
ohne	w10397
Anstand	w10398
gewilliget	w10399
worden	w10400
ist	w10401
<g/>
.
Als	w10403
ist	w10404
im	w10405
Namen	w10406
Jhrer	w10407
k	w10408
<g/>
.
k	w10410
<g/>
.
Majestät	w10412
unser	w10413
allergnä=digsten	w10414
<g/>
=
Frauen	w10416
der	w10417
Befehl	w10418
hiemit	w10419
<g/>
,
daß	w10421
der	w10422
oder	w10423
diejenige	w10424
so	w10425
obbemeldte	w10426
gräfl	w10427
<g/>
.
Franz	w10429
Harra=chische	w10430
<g/>
=
Obligation	w10432
de	w10433
dato	w10434
10	w10435
<g/>
.
Juni	w10437
1761	w10438
<g/>
.
pr	w10440
<g/>
.
5000	w10442
fl	w10443
<g/>
.
bereits	w10445
in	w10446
Handen	w10447
haben	w10448
<g/>
,
oder	w10450
annoch	w10451
überkommen	w10452
möchten	w10453
<g/>
,
wie	w10455
auch	w10456
jene	w10457
<g/>
,
welche	w10459
ansonsten	w10460
einige	w10461
Sprüch	w10462
und	w10463
Foderung	w10464
hierauf	w10465
haben	w10466
<g/>
,
oder	w10468
zu	w10469
haben	w10470
vermeinen	w10471
<g/>
,
sich	w10473
inner=halb	w10474
<g/>
=
1	w10476
Jahr	w10477
6	w10478
Wochen	w10479
und	w10480
3	w10481
Täg	w10482
hierorts	w10483
alsogewiß	w10484
behörig	w10485
melden	w10486
<g/>
,
und	w10488
hiezu	w10489
legitimi=ren	w10490
<g/>
=
<g/>
,
wie	w10493
im	w10494
widrigen	w10495
nach	w10496
Verfliessung	w10497
dieses	w10498
Termins	w10499
niemand	w10500
mehr	w10501
gehört	w10502
<g/>
,
sondern	w10504
wi=derholte	w10505
<g/>
=
Obligation	w10507
eo	w10508
ipso	w10509
amortisirt	w10510
<g/>
,
kaßirt	w10512
und	w10513
annullirt	w10514
seyn	w10515
soll	w10516
<g/>
.
</p>
<p id="p109">
Wir	w10518
Stadtrichter	w10519
und	w10520
Rath	w10521
der	w10522
kön	w10523
<g/>
.
Gränz=festung	w10525
<g/>
=
Temeswar	w10527
in	w10528
Ungarn	w10529
machen	w10530
hiemit	w10531
zu	w10532
wissen	w10533
<g/>
:
Es	w10535
sey	w10536
eine	w10537
sichere	w10538
82jährige	w10539
Wit=tib	w10540
<g/>
=
<g/>
,
Anna	w10543
Maria	w10544
Bauerin	w10545
<g/>
,
in	w10547
hierortiger	w10548
Jo=sephstadt	w10549
<g/>
=
ohne	w10551
Errichtung	w10552
eines	w10553
letzten	w10554
Willens	w10555
mit	w10556
Tode	w10557
abgegangen	w10558
<g/>
;
da	w10560
sich	w10561
nun	w10562
zu	w10563
dersel=ben	w10564
<g/>
=
Verlassenschaft	w10566
niemand	w10567
anderer	w10568
<g/>
,
als	w10570
eine	w10571
vorgebliche	w10572
Geschwistertenklin	w10573
<g/>
,
Theresia	w10575
Kuns=dorferin	w10576
<g/>
=
<g/>
,
von	w10579
Sent	w10580
Andrasch	w10581
<g/>
,
bisher	w10583
gemel=det	w10584
<g/>
=
<g/>
,
somit	w10587
die	w10588
rechtliche	w10589
Nothdurft	w10590
seyn	w10591
will	w10592
<g/>
,
die	w10594
allenfalls	w10595
noch	w10596
lebende	w10597
nähere	w10598
Anverwandte	w10599
der	w10600
bemeldten	w10601
Erblasserin	w10602
auszufindigen	w10603
<g/>
;
als	w10605
haben	w10606
hiemit	w10607
all	w10608
jene	w10609
<g/>
,
die	w10611
auf	w10612
obige	w10613
Verlas=senschaft	w10614
<g/>
=
titulo	w10616
hæreditatis	w10617
einigen	w10618
Anspruch	w10619
haben	w10620
oder	w10621
zu	w10622
haben	w10623
vermein	w10624
<g/>
,
binnen	w10626
1	w10627
Jahr	w10628
<g/>
,
6	w10630
Wochen	w10631
<g/>
,
3	w10633
Täg	w10634
alsogewiß	w10635
<g/>
,
entweder	w10637
per=söhnlich	w10638
<g/>
=
oder	w10640
durch	w10641
genugsam	w10642
Bevollmächtigte	w10643
<g/>
,
hierorts	w10645
zu	w10646
erscheinen	w10647
<g/>
,
und	w10649
ihre	w10650
vermeintliche	w10651
Ansprüche	w10652
der	w10653
Ordnung	w10654
nach	w10655
zu	w10656
liquidiren	w10657
<g/>
,
wie	w10659
im	w10660
widrigen	w10661
nach	w10662
Verfliessung	w10663
dieser	w10664
Zeit	w10665
obige	w10666
Verlassenschaft	w10667
der	w10668
Theresia	w10669
Kunsdorferin	w10670
ge=gen	w10671
<g/>
=
Einlegung	w10673
der	w10674
gewöhnlichen	w10675
Schadloshal=tungsreversalien	w10676
<g/>
=
eingeantwortet	w10678
werden	w10679
wurde	w10680
<g/>
.
Temeswar	w10682
den	w10683
18	w10684
<g/>
.
März	w10686
1779	w10687
<g/>
.
</p>
<head id="hl30">
Jn	w10689
der	w10690
von	w10691
Ghelenschen	w10692
Buchhandlung	w10693
in	w10694
der	w10695
Singerstrasse	w10696
dem	w10697
St	w10698
<g/>
.
Stephansthore	w10700
über	w10701
im	w10702
v	w10703
<g/>
.
Mannerischen	w10705
Hause	w10706
Nr	w10707
<g/>
.
931	w10709
sind	w10710
nebst	w10711
vielen	w10712
andern	w10713
Büchern	w10714
<g/>
,
Landkarten	w10716
und	w10717
Kupferstichen	w10718
<g/>
,
auch	w10720
folgende	w10721
zu	w10722
haben	w10723
<g/>
:
</head>
<p id="p110">
Friedenslieder	w10725
von	w10726
Franz	w10727
Steininger	w10728
<g/>
,
8	w10730
<g/>
.
1779	w10732
<g/>
.
7	w10734
kr	w10735
<g/>
.
</p>
<p id="p111">
Seyboldi	w10737
<g/>
(
Dav	w10739
<g/>
.
Christ	w10741
<g/>
.
<g/>
)
Anthologia	w10744
Romana	w10745
poetica	w10746
eaque	w10747
parallelos	w10748
<g/>
,
in	w10750
usum	w10751
Juventutis	w10752
<g/>
,
8	w10754
<g/>
.
Lipsiæ	w10756
1778	w10757
<g/>
.
45	w10759
<g/>
.
kr	w10761
<g/>
.
</p>
<p id="p112">
Eisenharts	w10763
<g/>
.
<g/>
(
Johann	w10766
Friedr	w10767
<g/>
.
<g/>
)
Erzählungen	w10770
von	w10771
besondern	w10772
Rechtshändeln	w10773
<g/>
,
9	w10775
Theile	w10776
<g/>
,
8	w10778
<g/>
.
Halle	w10780
1767	w10781
<g/>
—
76	w10783
<g/>
.
12	w10785
fl	w10786
<g/>
.
45	w10788
kr	w10789
<g/>
.
</p>
<p id="p113">
Capacelli	w10791
<g/>
(
des	w10793
Herrn	w10794
Marquis	w10795
Franz	w10796
Albergati	w10797
<g/>
)
neues	w10799
komisches	w10800
Theater	w10801
<g/>
,
1ter	w10803
Theil	w10804
<g/>
,
8	w10806
<g/>
.
Breslau	w10808
1778	w10809
1	w10810
fl	w10811
<g/>
.
</p>
<p id="p114">
Anwendung	w10813
<g/>
(
die	w10815
<g/>
)
der	w10817
Arithmetik	w10818
auf	w10819
die	w10820
mathematische	w10821
und	w10822
besonders	w10823
militarische	w10824
Wissenschaf=ten	w10825
<g/>
=
den	w10827
Anfängern	w10828
zu	w10829
bequemen	w10830
Gebrauch	w10831
ans	w10832
Licht	w10833
gestellt	w10834
<g/>
,
8	w10836
<g/>
.
Hanover	w10838
1771	w10839
<g/>
.
30	w10841
kr	w10842
<g/>
.
</p>
<p id="p115">
Das	w10844
Nordamerika	w10845
historisch	w10846
und	w10847
geographisch	w10848
beschrieben	w10849
<g/>
,
4	w10851
Theile	w10852
<g/>
,
mit	w10854
Kupfern	w10855
<g/>
,
8	w10857
<g/>
.
Hamburg	w10859
<g/>
,
1778	w10861
<g/>
.
5	w10863
fl	w10864
<g/>
.
45	w10866
kr	w10867
<g/>
.
</p>
<p id="p116">
Grundriß	w10869
von	w10870
Nordamerika	w10871
<g/>
,
entworfen	w10873
von	w10874
J	w10875
<g/>
.
N	w10877
<g/>
.
C	w10879
<g/>
.
B***	w10881
<g/>
,
mit	w10883
Charten	w10884
<g/>
,
8	w10886
<g/>
.
Hamburg	w10888
<g/>
,
1778	w10890
<g/>
.
42	w10892
kr	w10893
<g/>
.
</p>
<p id="p117">
Ploucquet	w10895
<g/>
(
W	w10897
<g/>
.
G	w10899
<g/>
)
über	w10901
die	w10902
physische	w10903
Erfodernisse	w10904
der	w10905
Erbfähigkeit	w10906
der	w10907
Kinder	w10908
<g/>
,
8	w10910
<g/>
.
Tübingen	w10912
1779	w10913
<g/>
.
34	w10915
kr	w10916
<g/>
.
</p>
<p id="p118">
Xenophon	w10918
von	w10919
der	w10920
Oekonomie	w10921
<g/>
,
oder	w10923
dem	w10924
Hauswesen	w10925
ins	w10926
Deutsche	w10927
übersetzt	w10928
<g/>
,
und	w10930
mit	w10931
histori=schen	w10932
<g/>
=
Anmerkungen	w10934
erläutert	w10935
<g/>
,
8	w10937
<g/>
.
Tübingen	w10939
1778	w10940
<g/>
.
30	w10942
kr	w10943
<g/>
.
</p>
<p id="p119">
Lange	w10945
<g/>
(
Heinr	w10947
<g/>
.
Arnold	w10949
<g/>
)
kurze	w10951
Abhandlung	w10952
von	w10953
Zerschlagung	w10954
der	w10955
Domainen	w10956
und	w10957
Bauern	w10958
Gü=ter	w10959
<g/>
=
<g/>
,
4	w10962
<g/>
.
Bayreuth	w10964
<g/>
.
1778	w10966
<g/>
.
24	w10968
kr	w10969
<g/>
.
</p>
<p id="p120">
Dillenii	w10971
<g/>
(
Frid	w10973
<g/>
.
Guil	w10975
<g/>
.
Jonathan	w10977
<g/>
)
Specimen	w10979
academicum	w10980
de	w10981
studio	w10982
linguæ	w10983
græcæ	w10984
cum	w10985
Theo-logia	w10986
<g/>
-
<g/>
,
Jurisprudentia	w10989
<g/>
,
Medicina	w10991
<g/>
,
Philosophia	w10993
<g/>
,
Historia	w10995
&	w10996
litteris	w10997
elegantioribus	w10998
con-jungendo	w10999
<g/>
-
<g/>
.
8	w11002
<g/>
.
Tubingæ	w11004
24	w11005
kr	w11006
<g/>
.
</p>
<p id="p121">
Schröders	w11008
<g/>
(
Dr	w11010
<g/>
.
Fr	w11012
<g/>
.
Jos	w11014
<g/>
.
Wilh	w11016
<g/>
.
<g/>
)
neue	w11019
Sammlung	w11020
der	w11021
Bibliothek	w11022
für	w11023
höhere	w11024
Naturwissen=schaft	w11025
<g/>
=
und	w11027
Chemie	w11028
<g/>
,
2ter	w11030
Band	w11031
<g/>
,
8	w11033
<g/>
.
Marburg	w11035
1776	w11036
<g/>
.
1	w11038
fl	w11039
<g/>
.
8	w11041
kr	w11042
<g/>
.
</p>
<p id="p122">
Vater	w11044
<g/>
(
der	w11046
unnatürliche	w11047
<g/>
)
ein	w11049
Trauerspiel	w11050
in	w11051
drey	w11052
Aufzügen	w11053
<g/>
,
8	w11055
<g/>
.
Erfurt	w11057
1778	w11058
<g/>
.
15	w11060
kr	w11061
<g/>
.
</p>
<p id="p123">
Charpentier	w11063
<g/>
(
Johann	w11065
Fridr	w11066
<g/>
.
Wilhelm	w11068
<g/>
)
mineralogische	w11070
Geographie	w11071
der	w11072
kuhrsächsischen	w11073
Lande	w11074
<g/>
,
gr	w11076
<g/>
.
4	w11078
<g/>
.
Leipz	w11080
<g/>
.
1778	w11082
<g/>
.
6	w11084
fl	w11085
<g/>
.
45	w11087
kr	w11088
</p>
<p id="p124">
Ackerkatechismus	w11089
<g/>
(
allgemeiner	w11091
vollständiger	w11092
<g/>
)
zum	w11094
Gebrauch	w11095
angehender	w11096
Wirthschaftsbedienten	w11097
<g/>
,
und	w11099
des	w11100
gemeinen	w11101
Landmanns	w11102
<g/>
,
auch	w11104
allenfalls	w11105
zur	w11106
Unterweisung	w11107
der	w11108
Jugend	w11109
in	w11110
den	w11111
Land=schulen	w11112
<g/>
=
von	w11114
dem	w11115
Verfasser	w11116
dey	w11117
Berliner	w11118
Beyträge	w11119
<g/>
,
gr	w11121
<g/>
.
8	w11123
<g/>
.
Breslau	w11125
1776	w11126
<g/>
.
1	w11128
fl	w11129
<g/>
.
30	w11131
kr	w11132
<g/>
.
</p>
<p id="p125">
Felbiger	w11134
<g/>
(
Johann	w11136
Jgnatz	w11137
von	w11138
<g/>
)
die	w11140
Kunst	w11141
Thürme	w11142
<g/>
,
oder	w11144
andere	w11145
Gebäude	w11146
vor	w11147
den	w11148
schädlichen	w11149
Wirkungen	w11150
des	w11151
Blitzes	w11152
durch	w11153
Ableitungen	w11154
zu	w11155
bewahren	w11156
<g/>
,
gr	w11158
<g/>
.
8	w11160
<g/>
.
Breslau	w11162
1771	w11163
<g/>
.
40	w11165
kr	w11166
<g/>
.
</p>
<p id="p126">
Vorschlag	w11168
zu	w11169
einer	w11170
neuen	w11171
Lehrart	w11172
in	w11173
der	w11174
freyen	w11175
Handzeichenkunst	w11176
<g/>
,
g	w11178
<g/>
.
8	w11180
<g/>
.
Bresl	w11182
<g/>
.
1774	w11184
<g/>
.
20	w11186
kr	w11187
<g/>
.
</p>
<p id="p127">
Theaterjournal	w11189
für	w11190
Deutschland	w11191
<g/>
,
9tes	w11193
Stück	w11194
<g/>
,
gr	w11196
<g/>
.
8	w11198
<g/>
.
Gotha	w11200
<g/>
.
1778	w11202
<g/>
.
30	w11204
kr	w11205
<g/>
.
</p>
<p id="p128">
<g/>
——
dasselbe	w11208
alle	w11209
9	w11210
Stücke	w11211
4	w11212
fl	w11213
<g/>
.
30	w11215
kr	w11216
<g/>
.
</p>
<p id="p129">
Harles	w11218
<g/>
(
Theoph	w11220
<g/>
.
Christoph	w11222
<g/>
.
<g/>
)
Introductio	w11225
in	w11226
historiam	w11227
linguæ	w11228
græcæ	w11229
<g/>
,
8	w11231
<g/>
.
maj	w11233
<g/>
.
Altenb	w11235
<g/>
.
1778	w11237
<g/>
.
2	w11239
fl	w11240
<g/>
.
15	w11242
<g/>
.
kr	w11244
<g/>
.
</p>
<p id="p130">
Stefferts	w11246
<g/>
(
Ambros	w11248
<g/>
.
Michael	w11250
<g/>
)
Versuche	w11252
mit	w11253
einheimischen	w11254
Farbematerien	w11255
<g/>
,
zum	w11257
Nutzen	w11258
der	w11259
Fär=berey	w11260
<g/>
=
<g/>
,
2	w11263
Stücke	w11264
<g/>
,
gr	w11266
<g/>
.
8	w11268
<g/>
.
Altenb	w11270
<g/>
.
1775	w11272
<g/>
—
76	w11274
<g/>
.
1	w11276
fl	w11277
<g/>
.
54	w11279
kr	w11280
<g/>
.
</p>
<p id="p131">
Gatterer	w11282
<g/>
(
Johann	w11284
Christoph	w11285
<g/>
)
historisches	w11287
Journal	w11288
<g/>
,
12	w11290
<g/>
.
Theile	w11292
<g/>
,
gr	w11294
<g/>
.
8	w11296
<g/>
.
Gött	w11298
<g/>
.
1772	w11300
<g/>
—
78	w11302
<g/>
.
15	w11304
fl	w11305
<g/>
.
</p>
<p id="p132">
Jars	w11307
<g/>
(
Gabriel	w11309
<g/>
)
metallurgische	w11311
Reisen	w11312
zur	w11313
Untersuchung	w11314
und	w11315
Beobachtung	w11316
der	w11317
vornehmsten	w11318
Ei=sen	w11319
<g/>
=
<g/>
=
Stahl	w11322
<g/>
=
Blech	w11324
<g/>
=
und	w11326
Steinkohlen	w11327
Werke	w11328
in	w11329
Deutschland	w11330
<g/>
,
Schweden	w11332
<g/>
,
Norwegen	w11334
<g/>
,
England	w11336
und	w11337
Schottland	w11338
vom	w11339
Jahr	w11340
1757	w11341
<g/>
.
bis	w11343
1769	w11344
<g/>
.
aus	w11346
dem	w11347
Französischen	w11348
übers	w11349
<g/>
.
und	w11351
mit	w11352
Anmer=kungen	w11353
<g/>
=
begleitet	w11355
von	w11356
D	w11357
<g/>
.
Karl	w11359
Abraham	w11360
Gerhard	w11361
<g/>
,
2	w11363
Bände	w11364
<g/>
,
gr	w11366
<g/>
.
8	w11368
<g/>
.
Berlin	w11370
1777	w11371
<g/>
.
4	w11373
fl	w11374
<g/>
.
</p>
<p id="p133">
Pfeiffers	w11376
Grundriß	w11377
der	w11378
wahren	w11379
und	w11380
falschen	w11381
Staatskunst	w11382
<g/>
,
1er	w11384
Band	w11385
<g/>
,
gr	w11387
<g/>
.
8	w11389
<g/>
.
Berlin	w11391
1778	w11392
<g/>
.
1	w11394
fl	w11395
<g/>
.
45	w11397
kr	w11398
