<doc id="edoc_wd_1776-12-18" attrs="word" year="1776" month="12" day="18" corpus="1">
<head id="hl1">
Madrid	w38
anmit	w9293
allen	w9294
und	w9295
jeden	w9296
<g/>
,
wel=che	w9298
<g/>
=
an	w9300
dem	w9301
Eingangsbemeldten	w9302
Herrn	w9303
Medici- næ Medicinae	w9304
<g/>
-
Doctorem	w9306
Pösmayr	w9307
crediti	w9308
<g/>
,
aut	w9310
alio	w9311
quocunque	w9312
einige	w9313
Sprüche	w9314
und	w9315
Foderun=gen	w9316
<g/>
=
zu	w9318
stellen	w9319
<g/>
.
vermeinen	w9321
<g/>
,
erinnert	w9323
<g/>
,
daß	w9325
selbe	w9326
pro	w9327
1mo	w9328
2do	w9329
<g/>
,
<g/>
&
3tio	w9332
termino	w9333
den	w9334
30	w9335
<g/>
.
Jän	w9337
<g/>
.
1777	w9339
Nachmittag	w9340
um	w9341
2	w9342
Uhr	w9343
sub	w9344
clausula	w9345
præ- clusi praeclusi	w9346
<g/>
-
<g/>
,
<g/>
&
perpetui	w9350
silentii	w9351
in	w9352
der	w9353
Universitäts=kanzley	w9354
<g/>
=
erscheinen	w9356
<g/>
,
allda	w9358
ihre	w9359
Foderungen	w9360
an=melden	w9361
<g/>
=
<g/>
,
untereinstens	w9364
auch	w9365
alsogewiß	w9366
rechtsbe=ständig	w9367
<g/>
=
liquidiren	w9369
sollen	w9370
<g/>
,
als	w9372
im	w9373
widrigen	w9374
mit	w9375
den	w9376
Anwesenden	w9377
liquidirt	w9378
<g/>
,
sodann	w9380
unter	w9381
selbe	w9382
die	w9383
vorhandene	w9384
Cridämassa	w9385
vertheilt	w9386
<g/>
,
auch	w9388
an=sonst	w9389
<g/>
=
<g/>
,
was	w9392
Rechtens	w9393
<g/>
,
ist	w9395
<g/>
,
fürgekehrt	w9397
werden	w9398
würde	w9399
<g/>
.
</p>
<p id="p168">
Blüschczau	w9401
den	w9402
29	w9403
November	w9404
1776	w9405
<g/>
.
</p>
<p id="p169">
Von	w9407
dem	w9408
<g/>
.
gräflich	w9410
von	w9411
Larischischen	w9412
Blüsch=czauer	w9413
<g/>
=
Justitzamte	w9415
im	w9416
Rattiborischen	w9417
Kreise	w9418
<g/>
,
preußisch	w9420
schlesischen	w9421
Antheils	w9422
<g/>
,
werden	w9424
die	w9425
seit	w9426
vielen	w9427
Jahren	w9428
emigrirten	w9429
Söhne	w9430
des	w9431
verstorbe=nen	w9432
<g/>
=
Andreas	w9434
Lorenz	w9435
<g/>
,
Eisenschmidts	w9437
daselbst	w9438
<g/>
,
Namens	w9440
<g/>
,
Paul	w9442
<g/>
,
Joseph	w9444
und	w9445
Georg	w9446
öffentlich	w9447
vorgeladen	w9448
<g/>
,
in	w9450
termino	w9451
peremptorio	w9452
den	w9453
28	w9454
<g/>
.
Februar	w9456
1777	w9457
entweder	w9458
zu	w9459
revertirten	w9460
<g/>
,
und	w9462
sowohl	w9463
über	w9464
ihre	w9465
Entweichung	w9466
Red	w9467
und	w9468
Ant=wort	w9469
<g/>
=
zu	w9471
geben	w9472
<g/>
,
als	w9474
auch	w9475
ihre	w9476
etwaige	w9477
Ansprü=che	w9478
<g/>
=
ex	w9480
jure	w9481
hæreditario haereditario	w9482
<g/>
,
seu	w9484
ex	w9485
quocunque	w9486
alio	w9487
juris	w9488
capite	w9489
geltend	w9490
zu	w9491
machen	w9492
<g/>
,
oder	w9494
aber	w9495
zu	w9496
gewärtigen	w9497
<g/>
:
daß	w9499
sie	w9500
im	w9501
Ausbleibungsfall	w9502
pro	w9503
mortuis	w9504
declarirt	w9505
<g/>
,
ihnen	w9507
ein	w9508
ewiges	w9509
Still=schweigen	w9510
<g/>
=
auferlegt	w9512
<g/>
,
und	w9514
die	w9515
Erbschaft	w9516
den	w9517
näch=sten	w9518
<g/>
=
Verwandten	w9520
eigenthümlich	w9521
überlassen	w9522
werde	w9523
<g/>
.
</p>
<p id="p170">
Von	w9525
der	w9526
röm	w9527
<g/>
.
k	w9529
<g/>
.
k	w9531
<g/>
.
apost	w9533
<g/>
.
Majestät	w9535
ni	w9536
<g/>
.
öst	w9538
<g/>
.
Landrecht	w9540
wegen	w9541
<g/>
,
wird	w9543
hiemit	w9544
kund	w9545
gemacht	w9546
<g/>
:
es	w9548
habe	w9549
bey	w9550
diesem	w9551
k	w9552
k	w9553
<g/>
.
ni	w9555
<g/>
.
öst	w9557
<g/>
.
Landrecht	w9559
der	w9560
hoch	w9561
<g/>
=
und	w9563
wohlgebohrne	w9564
Herr	w9565
Eugen	w9566
Erwein	w9567
<g/>
,
Graf	w9569
von	w9570
Schönborn	w9571
<g/>
,
als	w9573
Herrschaft	w9574
Göllers=dorf	w9575
<g/>
=
und	w9577
Obervellabrunn	w9578
schriftlich	w9579
angezeigt	w9580
<g/>
,
welchergestalten	w9582
auf	w9583
der	w9584
ihm	w9585
angehörigen	w9586
Fi=deikommißherrschaft	w9587
<g/>
=
Göllersdorf	w9589
vermög	w9590
<g/>
.
Tabu=larextrakt	w9592
<g/>
=
Leopold	w9594
Winkler	w9595
U	w9596
<g/>
.
J	w9598
<g/>
.
D	w9600
<g/>
.
fl	w9602
<g/>
.
Kapital	w9604
unterm	w9605
3	w9606
<g/>
.
August	w9608
1670	w9609
als	w9610
und	w9611
ver=mög	w9612
<g/>
=
weitern	w9614
Tabularextrakt	w9615
Herr	w9616
Christoph	w9617
v	w9618
<g/>
.
Gudenus	w9620
auf	w9621
der	w9622
Fideikommißherrschaft	w9623
Ober=vellabrunn	w9624
<g/>
=
unterm	w9626
13	w9627
<g/>
.
Dec	w9629
1710	w9630
<g/>
.
mit	w9632
5000	w9633
fl	w9634
<g/>
.
Kapital	w9636
intabulirter	w9637
sich	w9638
befinden	w9639
<g/>
,
allwo	w9641
in	w9642
Betreff	w9643
der	w9644
Dr	w9645
<g/>
.
.Winklerischen	w9647
<g/>
.
Post	w9649
<g/>
.
beynahe	w9651
100	w9652
Jahre	w9653
<g/>
,
in	w9655
Ansehung	w9656
der	w9657
Christoph	w9658
von	w9659
Gudenusischen	w9660
Post	w9661
aber	w9662
<g/>
,
bereits	w9664
66	w9665
Jahr	w9666
ver=strichen	w9667
<g/>
=
<g/>
,
ohne	w9670
daß	w9671
an	w9672
ihm	w9673
Herrn	w9674
Grafen	w9675
von	w9676
</p>
<p id="p171">
Schönborn	w9677
<g/>
,
oder	w9679
seine	w9680
Herren	w9681
Antecessores	w9682
hier=wegen	w9683
<g/>
=
seines	w9685
Wissens	w9686
jemals	w9687
eine	w9688
Anfoderung	w9689
gemacht	w9690
worden	w9691
<g/>
,
mithin	w9693
allerdings	w9694
zu	w9695
vermu=then	w9696
<g/>
=
<g/>
,
daß	w9699
diese	w9700
beede	w9701
Posten	w9702
schon	w9703
vorlängst	w9704
sine	w9705
causa	w9706
<g/>
&
indebite	w9708
haften	w9709
<g/>
,
dahingegen	w9711
die	w9712
zur	w9713
Extabulirung	w9714
nöthige	w9715
Originaldocumen=ta	w9716
<g/>
=
in	w9718
Verstoß	w9719
gerathen	w9720
seyn	w9721
<g/>
,
daher	w9723
gedachter	w9724
Herr	w9725
Graf	w9726
von	w9727
Schönborn	w9728
um	w9729
Ausfertigung	w9730
des	w9731
in	w9732
derley	w9733
Fällen	w9734
gewöhnlichen	w9735
Amortisa=tionsedikts	w9736
<g/>
=
dienstlich	w9738
gebethen	w9739
<g/>
;
wann	w9741
nun	w9742
hier=über	w9743
<g/>
=
<g/>
,
soviel	w9746
die	w9747
Christoph	w9748
von	w9749
Gudenusischen	w9750
Post	w9751
pr	w9752
<g/>
.
5000	w9754
fl	w9755
<g/>
.
betrifft	w9757
<g/>
,
eine	w9759
Tagsatzung	w9760
mit	w9761
Zuziehung	w9762
der	w9763
Christoph	w9764
v	w9765
<g/>
.
Gudenusischen	w9767
Her=ren	w9768
<g/>
=
Erbsinteressenten	w9770
angeordnet	w9771
<g/>
,
und	w9773
über	w9774
die	w9775
von	w9776
denselben	w9777
erstattete	w9778
Erklärung	w9779
<g/>
,
daß	w9781
sie	w9782
ge=gen	w9783
<g/>
=
dem	w9785
<g/>
,
daß	w9787
ihnen	w9788
alle	w9789
ihre	w9790
Jura	w9791
in	w9792
dem	w9793
aus=zufertigenden	w9794
<g/>
=
Edikt	w9796
vorgeschriebenen	w9797
Termin	w9798
an=zubringen	w9799
<g/>
=
vorbehalten	w9801
seyn	w9802
sollen	w9803
<g/>
,
in	w9805
Ausfer=tigung	w9806
<g/>
=
des	w9808
gebethenen	w9809
Amortisationsedikts	w9810
re-spectu	w9811
<g/>
-
ein	w9813
<g/>
=
so	w9815
anderer	w9816
Post	w9817
verwilligt	w9818
worden	w9819
ist	w9820
<g/>
.
Als	w9822
ist	w9823
im	w9824
Namen	w9825
Sr	w9826
k	w9827
<g/>
.
k	w9829
<g/>
.
ap	w9831
<g/>
.
Majest	w9833
<g/>
.
unser	w9835
allergnädigsten	w9836
Frau	w9837
der	w9838
Befehl	w9839
hiemit	w9840
<g/>
,
daß	w9842
der	w9843
oder	w9844
diejenige	w9845
so	w9846
von	w9847
obbemeldten	w9848
Tabularposten	w9849
entweder	w9850
einige	w9851
schriftliche	w9852
Do=cumenta	w9853
<g/>
=
in	w9855
Handen	w9856
haben	w9857
<g/>
,
oder	w9859
annoch	w9860
über=kommen	w9861
<g/>
=
möchten	w9863
<g/>
,
wie	w9865
auch	w9866
jene	w9867
<g/>
,
welche	w9869
an=sonst	w9870
<g/>
=
hieran	w9872
einige	w9873
Sprüche	w9874
und	w9875
Foderungen	w9876
zu	w9877
haben	w9878
vermeinen	w9879
<g/>
,
solche	w9881
<g/>
,
besonders	w9883
auch	w9884
die	w9885
Christoph	w9886
von	w9887
Gudenusischen	w9888
Herren	w9889
Erbsinte=ressenten	w9890
<g/>
=
in	w9892
Ansehung	w9893
der	w9894
Christoph	w9895
von	w9896
Gu=denusischen	w9897
<g/>
=
Post	w9899
pr	w9900
<g/>
.
5000	w9902
fl	w9903
<g/>
.
alle	w9905
ihre	w9906
Jura	w9907
in=nerhalb	w9908
<g/>
=
1	w9910
Jahr	w9911
<g/>
,
6	w9913
Wochen	w9914
und	w9915
3	w9916
Täg	w9917
hier=orts	w9918
<g/>
=
alsogewiß	w9920
für	w9921
und	w9922
anbringen	w9923
<g/>
,
wie	w9925
im	w9926
wi=drigen	w9927
<g/>
=
sothane	w9929
beede	w9930
Posten	w9931
nach	w9932
Verfließung	w9933
dieses	w9934
Termins	w9935
eo	w9936
ipso	w9937
amortisirt	w9938
<g/>
,
kaßirt	w9940
und	w9941
annullirt	w9942
seyn	w9943
<g/>
,
auch	w9945
ex	w9946
officio	w9947
extabulirt	w9948
wer=den	w9949
<g/>
=
sollen	w9951
<g/>
.
Wien	w9953
den	w9954
18	w9955
<g/>
.
November	w9957
1776	w9958
<g/>
.
</p>
<p id="p172">
Von	w9960
des	w9961
k	w9962
<g/>
.
k	w9964
<g/>
.
Jud	w9966
<g/>
.
Del	w9968
<g/>
.
Mil	w9970
<g/>
.
Mixti	w9972
im	w9973
Erz=herzogthum	w9974
<g/>
=
Oesterreich	w9976
unter	w9977
und	w9978
ob	w9979
der	w9980
Enns	w9981
wegen	w9982
<g/>
,
wird	w9984
hiemit	w9985
zu	w9986
wissen	w9987
gemacht	w9988
<g/>
:
es	w9990
ha=be	w9991
<g/>
=
der	w9993
Sebastian	w9994
Laßner	w9995
gewest	w9996
burgl	w9997
<g/>
.
Han=delsmann	w9999
<g/>
=
hierorts	w10001
angezeit	w10002
<g/>
,
welchergestalten	w10004
ihm	w10005
die	w10006
von	w10007
dem	w10008
bereits	w10009
verstorbenen	w10010
Herrn	w10011
Hauptmann	w10012
Franz	w10013
Hermann	w10014
von	w10015
Berge	w10016
an	w10017
den	w10018
Joseph	w10019
de	w10020
Santo	w10021
Vito	w10022
ausgestellt	w10023
<g/>
,
von	w10025
die=sem	w10026
<g/>
=
aber	w10028
an	w10029
ihn	w10030
Laßner	w10031
gyrirte	w10032
2	w10033
Original=wechselbriefe	w10034
<g/>
=
dd	w10036
1	w10037
<g/>
.
Oktober	w10039
1759	w10040
<g/>
.
pr	w10042
<g/>
.
326	w10044
fl	w10045
40	w10046
kr	w10047
und	w10048
125	w10049
fl	w10050
<g/>
.
30	w10052
kr	w10053
<g/>
.
in	w10055
Verstoß	w10056
gerathen	w10057
<g/>
,
und	w10059
bis	w10060
anher	w10061
über	w10062
all	w10063
angewendet	w10064
Mühe	w10065
<g/>
,
und	w10067
fleißiges	w10068
Nachforschen	w10069
nicht	w10070
zu	w10071
erfahren	w10072
ge=wesen	w10073
<g/>
=
<g/>
,
wohin	w10076
selbe	w10077
gekommen	w10078
<g/>
,
oder	w10080
was	w10081
vor	w10082
ein	w10083
Gebrauch	w10084
damit	w10085
gemacht	w10086
worden	w10087
sey	w10088
<g/>
,
und	w10090
daher	w10091
wegen	w10092
Ausfertigung	w10093
des	w10094
diesfalls	w10095
erfo=derlichen	w10096
<g/>
=
Amortisationsedikts	w10098
<g/>
.
das	w10100
behörige	w10101
An=suchen	w10102
<g/>
=
gestellt	w10104
<g/>
.
Da	w10106
nun	w10107
auch	w10108
hierinn	w10109
gewil=ligt	w10110
<g/>
=
worden	w10112
<g/>
.
Als	w10114
werden	w10115
all	w10116
und	w10117
jede	w10118
<g/>
,
so	w10120
ob=gedacht	w10121
<g/>
=
von	w10123
dem	w10124
Herrn	w10125
Hauptmann	w10126
Franz	w10127
</p>
<p id="p173">
Hermann	w10128
von	w10129
Berge	w10130
an	w10131
den	w10132
Joseph	w10133
de	w10134
Santo	w10135
Vito	w10136
ausgestellt	w10137
<g/>
,
und	w10139
von	w10140
diesem	w10141
an	w10142
ihm	w10143
Se=bastian	w10144
<g/>
=
Laßner	w10146
gyrirte	w10147
2	w10148
Originalwechselbriefe	w10149
dd	w10150
<g/>
.
1	w10152
<g/>
.
Oktober	w10154
1759	w10155
<g/>
.
pr	w10157
<g/>
.
326	w10159
fl	w10160
<g/>
.
40	w10162
kr	w10163
<g/>
.
und	w10165
125	w10166
<g/>
.
fl	w10168
<g/>
.
30	w10170
kr	w10171
<g/>
.
etwa	w10173
in	w10174
Handen	w10175
haben	w10176
<g/>
,
oder	w10178
ansonst	w10179
darauf	w10180
einen	w10181
rechtlichen	w10182
Anspruch	w10183
zu	w10184
machen	w10185
vermeinen	w10186
<g/>
,
von	w10188
heut	w10189
zu	w10190
Ende	w10191
gesetzten	w10192
Dato	w10193
an	w10194
binnen	w10195
1	w10196
Jahr	w10197
6	w10198
Wochen	w10199
und	w10200
3	w10201
Täg	w10202
bey	w10203
Eingangsgedacht	w10204
k	w10205
<g/>
.
k	w10207
<g/>
.
Jud	w10209
<g/>
.
Del	w10211
<g/>
.
Mil	w10213
<g/>
.
Mixti	w10215
im	w10216
neuen	w10217
hofkriegsräthlichen	w10218
Gebäude	w10219
am	w10220
Hof	w10221
im	w10222
3ten	w10223
Stock	w10224
damit	w10225
sich	w10226
alsogewiß	w10227
anzumelden	w10228
haben	w10229
<g/>
,
wie	w10231
in	w10232
widrigen	w10233
nach	w10234
Ver=fliessung	w10235
<g/>
=
obberührten	w10237
Termins	w10238
mehrermeldte	w10239
2	w10240
Originalwechselbriefe	w10241
ipso	w10242
facto	w10243
kaßirt	w10244
<g/>
,
annul=lirt	w10246
<g/>
=
und	w10248
amortisirt	w10249
seyn	w10250
<g/>
,
auch	w10252
darüber	w10253
weiters=hin	w10254
<g/>
=
<g/>
,
was	w10257
Rechtens	w10258
ist	w10259
<g/>
,
vorgekehret	w10261
werden	w10262
soll	w10263
<g/>
.
Wien	w10265
den	w10266
25	w10267
<g/>
.
November	w10269
1776	w10270
<g/>
.
</p>
<p id="p174">
Von	w10272
des	w10273
löbl	w10274
<g/>
.
Stifts	w10276
und	w10277
würdigen	w10278
Gottes=haus	w10279
<g/>
=
unser	w10281
lieben	w10282
Frauen	w10283
zum	w10284
Schotten	w10285
in	w10286
Wien	w10287
<g/>
,
wird	w10289
hiemit	w10290
zu	w10291
vernehmen	w10292
gegeben	w10293
<g/>
:
es	w10295
habe	w10296
der	w10297
Christoph	w10298
Aigner	w10299
schriftlich	w10300
angezeigt	w10301
<g/>
,
daß	w10303
er	w10304
die	w10305
vorhin	w10306
von	w10307
Würtzische	w10308
<g/>
,
zun	w10310
2	w10311
gol=denen	w10312
<g/>
=
Schlüsseln	w10314
genannte	w10315
<g/>
,
dießeitigen	w10317
Grund=buch	w10318
<g/>
=
dienstbaren	w10320
Behausung	w10321
am	w10322
Neustift	w10323
<g/>
,
bey	w10325
der	w10326
fürgewesten	w10327
öffentlichen	w10328
Feilbietung	w10329
käuflich	w10330
an	w10331
sich	w10332
gebracht	w10333
<g/>
,
auch	w10335
diesfalls	w10336
bey	w10337
dem	w10338
Grund=buch	w10339
<g/>
=
alle	w10341
Richtigkeit	w10342
gepflogen	w10343
<g/>
,
folgsam	w10345
ihm	w10346
die	w10347
Gewöhr	w10348
ertheilt	w10349
worden	w10350
wäre	w10351
<g/>
:
es	w10353
hätte	w10354
aber	w10355
nach	w10356
der	w10357
Hand	w10358
sich	w10359
geäußert	w10360
<g/>
,
daß	w10362
auf	w10363
dieser	w10364
Behausung	w10365
annoch	w10366
eine	w10367
auf	w10368
Namen	w10369
Hrn	w10370
<g/>
.
Franz	w10372
Joseph	w10373
Dietmayer	w10374
von	w10375
Dietmansdorf	w10376
<g/>
,
J	w10378
<g/>
.
U	w10380
<g/>
.
D	w10382
<g/>
.
als	w10384
der	w10385
Graf	w10386
Hanibal	w10387
Cavrianischen	w10388
Legatarien	w10389
gerichtlich	w10390
konstituirten	w10391
Curatoris	w10392
bo-norum	w10393
<g/>
-
vorgemerkte	w10395
Satzpost	w10396
pr	w10397
<g/>
.
120	w10399
fl	w10400
wel=che	w10401
<g/>
=
schon	w10403
vorlängst	w10404
abgethan	w10405
und	w10406
getilgt	w10407
<g/>
,
in-debite	w10409
<g/>
-
haftete	w10411
mithin	w10412
gebethen	w10413
<g/>
,
womit	w10415
die=ser	w10416
<g/>
=
Satzbrief	w10418
durch	w10419
ein	w10420
öffentliches	w10421
Edikt	w10422
kaßirt	w10423
<g/>
,
und	w10425
annullirt	w10426
werden	w10427
möchte	w10428
<g/>
;
da	w10430
nun	w10431
in	w10432
dies	w10433
billige	w10434
Begehren	w10435
des	w10436
dermaligen	w10437
Jnhabers	w10438
des	w10439
Hauses	w10440
gewilligt	w10441
worden	w10442
ist	w10443
<g/>
.
Als	w10445
werden	w10446
all	w10447
und	w10448
jede	w10449
<g/>
,
welche	w10451
sich	w10452
zu	w10453
Eingansbesagter	w10454
<g/>
,
auf	w10456
dem	w10457
vorhin	w10458
von	w10459
Würtzischen	w10460
Haus	w10461
<g/>
,
zun	w10463
2	w10464
goldenen	w10465
Schlüsseln	w10466
am	w10467
Neustift	w10468
auf	w10469
Namen	w10470
des	w10471
Herrn	w10472
Franz	w10473
Joseph	w10474
Dietmayer	w10475
v	w10476
<g/>
.
Diet=mannsdorf	w10478
<g/>
=
<g/>
,
als	w10481
der	w10482
Graf	w10483
Hanibal	w10484
Kavriani=schen	w10485
<g/>
=
Legatarien	w10487
gerichtlich	w10488
konstituirten	w10489
Curat	w10490
<g/>
.
bonorum	w10492
annoch	w10493
haftende	w10494
Satzpost	w10495
pr	w10496
<g/>
.
1200	w10498
fl	w10499
<g/>
.
Rechtsbeständig	w10501
zu	w10502
legitimiren	w10503
<g/>
,
oder	w10505
sonst	w10506
unter	w10507
was	w10508
immer	w10509
Namen	w10510
einige	w10511
Sprüche	w10512
und	w10513
Foderungen	w10514
zu	w10515
haben	w10516
vermeinen	w10517
<g/>
,
binnen	w10519
1	w10520
Jahr	w10521
6	w10522
Wochen	w10523
und	w10524
3	w10525
Täg	w10526
<g/>
,
das	w10528
ist	w10529
den	w10530
13	w10531
<g/>
.
Jäner	w10533
1778	w10534
<g/>
.
bey	w10536
dießeitigem	w10537
Stiftsgrund=buch	w10538
<g/>
=
alsogewiß	w10540
zu	w10541
melden	w10542
<g/>
,
und	w10544
zu	w10545
legitimiren	w10546
haben	w10547
<g/>
,
widrigenfalls	w10549
diese	w10550
Satzpost	w10551
ex	w10552
officio	w10553
kaßirt	w10554
und	w10555
annulliret	w10556
<g/>
,
mithin	w10558
bey	w10559
dem	w10560
Grund=buch	w10561
<g/>
=
abgethan	w10563
seyn	w10564
soll	w10565
<g/>
.
Wien	w10567
in	w10568
Schotten=hof	w10569
<g/>
=
den	w10571
27	w10572
<g/>
.
November	w10574
1776	w10575
<g/>
.
</p>
<head id="hl29">
Jn	w10577
der	w10578
von	w10579
Ghelenschen	w10580
Buchhandlung	w10581
am	w10582
hohen	w10583
Markt	w10584
<g/>
,
nahe	w10586
an	w10587
den	w10588
Fleischbänken	w10589
<g/>
,
der	w10591
Schlange	w10592
über	w10593
<g/>
,
im	w10595
Postelschen	w10596
Hause	w10597
Nr	w10598
<g/>
.
520	w10600
sind	w10601
nebst	w10602
vielen	w10603
andern	w10604
alten	w10605
sehr	w10606
raren	w10607
und	w10608
neuen	w10609
Büchern	w10610
<g/>
,
Landkarten	w10612
und	w10613
Kupferstichen	w10614
<g/>
,
auch	w10616
folgende	w10617
zu	w10618
haben	w10619
<g/>
:
</head>
<p id="p175">
Les	w10621
amenités	w10622
litteraires	w10623
<g/>
,
8	w10625
<g/>
.
Amst	w10627
<g/>
.
2	w10629
fl	w10630
<g/>
.
20	w10632
kr	w10633
<g/>
.
</p>
<p id="p176">
Les	w10635
Americains	w10636
<g/>
,
ou	w10638
la	w10639
preuve	w10640
de	w10641
la	w10642
Religion	w10643
<g/>
,
6	w10645
Tomes	w10646
<g/>
,
12	w10648
<g/>
.
Lyon	w10650
3	w10651
fl	w10652
<g/>
.
36	w10654
kr	w10655
<g/>
.
</p>
<p id="p177">
Les	w10657
deux	w10658
amits	w10659
<g/>
,
ou	w10661
le	w10662
Comte	w10663
de	w10664
Meralbi	w10665
<g/>
,
gr	w10667
<g/>
.
12	w10669
<g/>
.
Amst	w10671
<g/>
.
2	w10673
fl	w10674
<g/>
.
40	w10676
kr	w10677
<g/>
.
</p>
<p id="p178">
L'Amour	w10679
penitent	w10680
<g/>
;
3	w10682
Tom	w10683
<g/>
.
gr	w10685
12	w10686
<g/>
.
Utrecht	w10688
3	w10689
fl	w10690
<g/>
.
</p>
<p id="p179">
Amusemens	w10692
drammatiques	w10693
par	w10694
M	w10695
<g/>
.
de	w10697
Bielefeld	w10698
<g/>
,
gr	w10700
<g/>
.
8	w10702
<g/>
.
Leyde	w10704
2	w10705
fl	w10706
<g/>
.
30	w10708
k	w10709
<g/>
.
</p>
<p id="p180">
<g/>
—
Litteraires	w10712
<g/>
,
gr	w10714
<g/>
.
8	w10716
<g/>
.
Leyde	w10718
20	w10719
kr	w10720
<g/>
.
</p>
<p id="p181">
Annales	w10722
ou	w10723
histoire	w10724
de	w10725
Tacite	w10726
<g/>
,
avec	w10728
la	w10729
vie	w10730
d'Agricola	w10731
<g/>
,
3	w10733
Tom	w10734
<g/>
.
12	w10736
<g/>
.
Paris	w10738
3	w10739
fl	w10740
<g/>
.
</p>
<p id="p182">
Analyse	w10742
<g/>
;
ou	w10744
sisteme	w10745
des	w10746
infuencrs	w10747
solaires	w10748
<g/>
,
gr	w10750
<g/>
.
12	w10752
<g/>
.
Paris	w10754
54	w10755
kr	w10756
<g/>
.
</p>
<p id="p183">
<g/>
—
des	w10759
infiniment	w10760
petits	w10761
par	w10762
Hopital	w10763
<g/>
,
gr	w10765
<g/>
.
8	w10767
<g/>
.
Paris	w10769
2	w10770
fl	w10771
<g/>
.
40	w10773
kr	w10774
<g/>
.
</p>
<p id="p184">
Anatomie	w10776
par	w10777
Heister	w10778
<g/>
,
3	w10780
Tom	w10781
<g/>
.
gr	w10783
<g/>
.
12	w10785
<g/>
.
relié	w10787
en	w10788
veau	w10789
Paris	w10790
4	w10791
fl	w10792
<g/>
.
</p>
<p id="p185">
Anecdotes	w10794
Arabes	w10795
<g/>
,
8	w10797
<g/>
.
2	w10799
fl	w10800
<g/>
.
20	w10802
kr	w10803
<g/>
.
</p>
<p id="p186">
<g/>
—
Espagnoles	w10806
<g/>
,
8	w10808
<g/>
.
4	w10810
fl	w10811
<g/>
.
40	w10813
kr	w10814
<g/>
.
</p>
<p id="p187">
<g/>
—
de	w10817
Medecine	w10818
<g/>
,
gr	w10820
<g/>
.
12	w10822
<g/>
.
Lille	w10824
1	w10825
fl	w10826
<g/>
.
20	w10828
kr	w10829
<g/>
.
</p>
<p id="p188">
Anne	w10831
delle	w10832
par	w10833
M	w10834
<g/>
.
de	w10836
Arnaud	w10837
<g/>
,
8	w10839
<g/>
.
Yverdon	w10841
1	w10842
fl	w10843
<g/>
.
</p>
<p id="p189">
Année	w10845
Champêtre	w10846
<g/>
,
3	w10848
Tom	w10849
<g/>
.
8	w10851
<g/>
.
Lausanne	w10853
4	w10854
fl	w10855
<g/>
.
</p>
<p id="p190">
Augelina	w10857
<g/>
,
2	w10859
parties	w10860
<g/>
,
8	w10862
<g/>
.
Milan	w10864
1	w10865
fl	w10866
<g/>
.
30	w10868
kr	w10869
<g/>
.
</p>
<p id="p191">
Angelique	w10871
<g/>
,
ou	w10873
la	w10874
Religieuse	w10875
<g/>
,
gr	w10877
<g/>
.
12	w10879
<g/>
.
Avignon	w10881
2	w10882
fl	w10883
<g/>
.
</p>
<p id="p192">
Antilucrece	w10885
Poeme	w10886
par	w10887
Polignac	w10888
<g/>
,
12	w10890
<g/>
.
Paris	w10892
1	w10893
fl	w10894
<g/>
.
30	w10896
kr	w10897
<g/>
.
</p>
<p id="p193">
Antiquités	w10899
du	w10900
Roi	w10901
de	w10902
Prusse	w10903
à	w10904
sans	w10905
souci	w10906
<g/>
,
gr	w10908
<g/>
.
fol	w10910
<g/>
.
6	w10912
fl	w10913
<g/>
.
</p>
<p id="p194">
Apologie	w10915
de	w10916
mon	w10917
gont	w10918
<g/>
,
gr	w10920
<g/>
.
8	w10922
<g/>
.
Paris	w10924
54	w10925
kr	w10926
<g/>
.
</p>
<p id="p195">
Apologie	w10928
des	w10929
Arts	w10930
<g/>
,
gr	w10932
<g/>
.
8	w10934
<g/>
.
broché	w10936
15	w10937
kr	w10938
<g/>
.
</p>
<p id="p196">
Application	w10940
de	w10941
mathema	w10942
i	w10943
ique	w10944
par	w10945
M	w10946
<g/>
.
Nouail	w10948
<g/>
,
gr	w10950
<g/>
.
8	w10952
<g/>
.
Paris	w10954
2	w10955
fl	w10956
<g/>
.
</p>
<p id="p197">
Aprés	w10958
dinées	w10959
à	w10960
la	w10961
Campagne	w10962
<g/>
,
gr	w10964
<g/>
.
12	w10966
<g/>
.
Rouen	w10968
30	w10969
kr	w10970
<g/>
.
</p>
<p id="p198">
Ordre	w10972
chronologiques	w10973
des	w10974
Revolutions	w10975
des	w10976
Empires	w10977
<g/>
,
gr	w10979
<g/>
.
fol	w10981
<g/>
.
Paris	w10983
24	w10984
kr	w10985
<g/>
.
</p>
<p id="p199">
Arithmetique	w10987
sans	w10988
le	w10989
secours	w10990
d'aucun	w10991
maitre	w10992
<g/>
,
gr	w10994
<g/>
.
8	w10996
<g/>
.
Paris	w10998
2	w10999
fl	w11000
<g/>
.
</p>
<p id="p200">
Les	w11002
beaux	w11003
Arts	w11004
reduits	w11005
à	w11006
un	w11007
meme	w11008
principe	w11009
<g/>
,
8	w11011
<g/>
.
Paris	w11013
2	w11014
fl	w11015
<g/>
.
15	w11017
kr	w11018
<g/>
.
</p>
<p id="p201">
Art	w11020
de	w11021
batir	w11022
les	w11023
vaisseaux	w11024
<g/>
,
gr	w11026
<g/>
.
4	w11028
<g/>
.
broché	w11030
Amst	w11031
<g/>
.
6	w11033
fl	w11034
<g/>
.
</p>
<p id="p202">
