<doc id="edoc_wd_1777-06-07" attrs="word" year="1777" month="06" day="07" corpus="1">
<head id="hl1">
Madrid	w42
Aerarialgelder	w9504
pflichtvergessen	w9505
hin=weggenommen	w9506
<g/>
=
<g/>
,
und	w9509
zu	w9510
seinen	w9511
eigenen	w9512
uner=laubten	w9513
<g/>
=
Gebrauch	w9515
verwendet	w9516
<g/>
,
die	w9518
gelegte	w9519
Rech=nung	w9520
<g/>
=
und	w9522
Handeinkaufskonsignationen	w9523
hingegen	w9524
<g/>
,
und	w9526
um	w9527
den	w9528
auszureißen	w9529
gehabten	w9530
eigentlichen	w9531
Kassavorrath	w9532
in	w9533
einem	w9534
mindern	w9535
Betrage	w9536
erschei=nen	w9537
<g/>
=
zu	w9539
machen	w9540
<g/>
,
folgsam	w9542
andurch	w9543
einen	w9544
neuen	w9545
Geldverlag	w9546
zu	w9547
überkommen	w9548
<g/>
,
mit	w9550
falschen	w9551
Quit=tungen	w9552
<g/>
=
belegt	w9554
<g/>
,
sodann	w9556
aber	w9557
mit	w9558
Zurücklassung	w9559
eines	w9560
gehörig	w9561
erhobenen	w9562
Restes	w9563
von	w9564
7604	w9565
fl	w9566
<g/>
.
1	w9568
kr	w9569
<g/>
.
<g/>
,
und	w9572
eines	w9573
nach	w9574
Abschlag	w9575
der	w9576
von	w9577
dessen	w9578
hinterbliebenen	w9579
Effekten	w9580
eingezohenen	w9581
131	w9582
fl	w9583
<g/>
.
20	w9585
kr	w9586
<g/>
.
<g/>
,
dann	w9589
außer	w9590
diesen	w9591
noch	w9592
sonsten	w9593
einge=brachten	w9594
<g/>
=
214	w9596
fl	w9597
<g/>
.
6	w9599
kr	w9600
<g/>
.
annoch	w9602
dem	w9603
höchsten	w9604
Ae=rario	w9605
<g/>
=
wirklich	w9607
verursachten	w9608
Schaden	w9609
von	w9610
7258	w9611
fl	w9612
<g/>
.
35	w9614
kr	w9615
<g/>
.
mit	w9617
einer	w9618
verehligten	w9619
Weibsperson	w9620
die	w9621
Flucht	w9622
ergriffen	w9623
hat	w9624
<g/>
,
derselbe	w9626
auf	w9627
den	w9628
12	w9629
<g/>
.
Juli	w9631
d	w9632
<g/>
.
J	w9634
<g/>
.
vor	w9636
die	w9637
auf	w9638
hohe	w9639
Verordnung	w9640
ei=nes	w9641
<g/>
=
hochlöbl	w9643
<g/>
.
kais	w9645
<g/>
.
auch	w9647
k	w9648
<g/>
.
k	w9650
<g/>
.
Hofkriegsraths	w9652
in	w9653
Sachen	w9654
zu	w9655
Lemberg	w9656
aufgestellter	w9657
Untersuchungs=kommißion	w9658
<g/>
=
<g/>
,
um	w9661
sich	w9662
daselbst	w9663
über	w9664
die	w9665
ihm	w9666
zu	w9667
Last	w9668
gehende	w9669
Missethat	w9670
zu	w9671
rechtfertigen	w9672
<g/>
,
zur	w9674
endlichen	w9675
Frist	w9676
mit	w9677
dem	w9678
Beysatz	w9679
fürgeladen	w9680
wer=de	w9681
<g/>
=
<g/>
,
daß	w9684
auf	w9685
sein	w9686
ferner	w9687
ungehorsames	w9688
Ausblei=ben	w9689
<g/>
=
mit	w9691
Urtheil	w9692
und	w9693
Recht	w9694
von	w9695
Amtswegen	w9696
werde	w9697
fürgegangen	w9698
werden	w9699
<g/>
.
Wien	w9701
den	w9702
1	w9703
<g/>
.
Ju=ni	w9705
<g/>
=
1777	w9707
<g/>
.
</p>
<head id="hl24">
Neisse	w9709
den	w9710
24	w9711
<g/>
.
April	w9713
1777	w9714
<g/>
.
</head>
<p id="p86">
Die	w9716
Magistratualische	w9717
Stadtgerichte	w9718
citiren	w9719
den	w9720
seit	w9721
30	w9722
Jahren	w9723
abwesenden	w9724
<g/>
,
und	w9726
von	w9727
hier	w9728
gebürtigen	w9729
<g/>
,
nunmehr	w9731
aber	w9732
verschollenen	w9733
Anton	w9734
Tülpe	w9735
<g/>
,
oder	w9737
dessen	w9738
etwaige	w9739
Leibeserben	w9740
<g/>
,
um	w9742
in	w9743
Termino	w9744
ultimo	w9745
<g/>
&
peremptorio	w9747
den	w9748
26	w9749
<g/>
.
Febr	w9751
<g/>
.
1778	w9753
früh	w9754
um	w9755
9	w9756
Uhr	w9757
auf	w9758
alhiesigen	w9759
Rath=hause	w9760
<g/>
=
zu	w9762
erscheinen	w9763
<g/>
,
das	w9765
ihm	w9766
zugehörige	w9767
und	w9768
sub	w9769
Cura	w9770
stehende	w9771
Vermögen	w9772
in	w9773
Empfang	w9774
zu	w9775
nehmen	w9776
<g/>
,
bey	w9778
seinem	w9779
Aussenbleiben	w9780
aber	w9781
zu	w9782
ge=wärtigen	w9783
<g/>
=
<g/>
,
daß	w9786
er	w9787
ex	w9788
Edicto	w9789
regio	w9790
vom	w9791
23	w9792
<g/>
.
Oktob	w9794
<g/>
.
1763	w9796
per	w9797
Sententiam	w9798
für	w9799
Tod	w9800
geach=tet	w9801
<g/>
=
<g/>
,
und	w9804
sein	w9805
Vermögen	w9806
dessen	w9807
nächsten	w9808
sich	w9809
aus=weisenden	w9810
<g/>
=
Verwandten	w9812
zum	w9813
Eigenthum	w9814
absque	w9815
cautione	w9816
überlassen	w9817
werden	w9818
soll	w9819
<g/>
.
</p>
<p id="p87">
Von	w9821
des	w9822
im	w9823
Markgrafthum	w9824
Mähren	w9825
und	w9826
k	w9827
<g/>
.
k	w9829
<g/>
.
Antheil	w9831
Schlesien	w9832
allergnädigst	w9833
aufgestellt	w9834
k	w9835
<g/>
.
k	w9837
<g/>
.
Jud	w9839
<g/>
.
Del	w9841
<g/>
.
Mil	w9843
<g/>
.
Mixti	w9845
wegen	w9846
<g/>
,
wird	w9848
durch	w9849
dieses	w9850
Edikt	w9851
kund	w9852
und	w9853
zu	w9854
wissen	w9855
gemacht	w9856
<g/>
:
es	w9858
sey	w9859
ein	w9860
sicherer	w9861
vormals	w9862
bey	w9863
dem	w9864
Nadasdischen	w9865
Husarenregiment	w9866
als	w9867
Adjutant	w9868
gestandener	w9869
<g/>
,
so=hin	w9871
<g/>
=
aber	w9873
in	w9874
Privatdienste	w9875
des	w9876
Herrn	w9877
General=feldwachtmeisters	w9878
<g/>
=
Grafen	w9880
von	w9881
Sinzendorf	w9882
ein=getrettener	w9883
<g/>
=
Michael	w9885
Mayer	w9886
seit	w9887
geraumer	w9888
Zeit	w9889
unsichtbar	w9890
geworden	w9891
<g/>
,
ohne	w9893
daß	w9894
dessen	w9895
Aufent=haltsort	w9896
<g/>
=
bis	w9898
gegenwärtige	w9899
Stunde	w9900
in	w9901
Erfahrung	w9902
</p>
<p id="p88">
gezohen	w9903
werden	w9904
können	w9905
<g/>
;
da	w9907
nun	w9908
bey	w9909
dem	w9910
Mäh=risch	w9911
<g/>
=
k	w9913
<g/>
.
k	w9915
<g/>
.
Kriegszahlamt	w9917
wegen	w9918
einer	w9919
von	w9920
ihm	w9921
Mayer	w9922
an	w9923
den	w9924
Herrn	w9925
Generalfeldwachtmeister	w9926
Grafen	w9927
von	w9928
Sintzendorf	w9929
gestellten	w9930
Schuldfode=rung	w9931
<g/>
=
pr	w9933
<g/>
.
326	w9935
fl	w9936
<g/>
.
2	w9938
1	w9939
<g/>
/
2	w9941
kr	w9942
<g/>
.
<g/>
,
sothane	w9945
326	w9946
fl	w9947
<g/>
.
2	w9949
1	w9950
<g/>
/
2	w9952
kr	w9953
<g/>
.
von	w9955
des	w9956
letztern	w9957
Gage	w9958
wirklich	w9959
innen	w9960
und	w9961
zurückbehalten	w9962
worden	w9963
sind	w9964
<g/>
;
eben	w9966
welche	w9967
nicht	w9968
immerfort	w9969
in	w9970
erdeuter	w9971
Kriegskassa	w9972
uner=hobener	w9973
<g/>
=
liegen	w9975
verbleiben	w9976
können	w9977
<g/>
;
als	w9979
wird	w9980
dann	w9981
ermeldter	w9982
Michael	w9983
Mayer	w9984
von	w9985
heut	w9986
Da=to	w9987
<g/>
=
binnen	w9989
3	w9990
Monaten	w9991
sich	w9992
um	w9993
so	w9994
gewisser	w9995
zu	w9996
stellen	w9997
<g/>
,
und	w9999
bey	w10000
dem	w10001
k	w10002
<g/>
.
k	w10004
<g/>
.
Brünner	w10006
Kriegs=zahlamt	w10007
<g/>
=
wegen	w10009
des	w10010
deductis	w10011
deducendis	w10012
dem=selben	w10013
<g/>
=
annoch	w10015
verabzufolgen	w10016
kommenden	w10017
Geld=betrags	w10018
<g/>
=
die	w10020
behörige	w10021
Richtigkeit	w10022
fürzupflegen	w10023
<g/>
,
mithin	w10025
die	w10026
gewöhnliche	w10027
Quittung	w10028
hierüber	w10029
aus=zustellen	w10030
<g/>
=
haben	w10032
<g/>
,
als	w10034
widrigenfalls	w10035
bey	w10036
Ausgang	w10037
der	w10038
anberaumten	w10039
Ediktalzeit	w10040
dasjenige	w10041
<g/>
,
so	w10043
Rech=tens	w10044
<g/>
=
ist	w10046
<g/>
,
ex	w10048
officio	w10049
vorgenommen	w10050
werden	w10051
soll	w10052
<g/>
.
Brünn	w10054
den	w10055
27	w10056
<g/>
.
May	w10058
1777	w10059
<g/>
.
</p>
<p id="p89">
Von	w10061
N	w10062
<g/>
.
N	w10064
<g/>
.
Superintendenten	w10066
und	w10067
Spital=meister	w10068
<g/>
=
des	w10070
Burgerspitals	w10071
in	w10072
Wien	w10073
wird	w10074
hiemit	w10075
zu	w10076
vernehmen	w10077
gegeben	w10078
<g/>
:
es	w10080
sey	w10081
auf	w10082
Absterben	w10083
der	w10084
Susanna	w10085
Ruttnerin	w10086
<g/>
,
Jnwohnerin	w10088
zu	w10089
Nuß=dorf	w10090
<g/>
=
seel	w10092
<g/>
.
für	w10094
ihre	w10095
rückgelassene	w10096
Tochter	w10097
Mag=dalena	w10098
<g/>
=
<g/>
,
den	w10101
7	w10102
<g/>
.
März	w10104
1737	w10105
<g/>
,
4	w10107
<g/>
.
Juli	w10109
1738	w10110
<g/>
.
und	w10112
29	w10113
<g/>
.
August	w10115
1753	w10116
<g/>
,
in	w10118
allen	w10119
15	w10120
fl	w10121
<g/>
.
48	w10123
kr	w10124
<g/>
.
zu	w10126
dem	w10127
uns	w10128
anvertrauten	w10129
Burgerspitalsgrund=buch	w10130
<g/>
=
depositirt	w10132
worden	w10133
<g/>
,
zumal	w10135
aber	w10136
selbes	w10137
durch	w10138
diese	w10139
Zeit	w10140
her	w10141
schon	w10142
vermög	w10143
Pupillargrundbuchs=rechnung	w10144
<g/>
=
Anno	w10146
1776	w10147
<g/>
.
Fol	w10149
<g/>
.
42	w10151
auf	w10152
50	w10153
fl	w10154
<g/>
.
19	w10156
1	w10157
<g/>
/
4	w10159
kr	w10160
<g/>
.
angewachsen	w10162
<g/>
,
hierum	w10164
aber	w10165
sich	w10166
weder	w10167
obbemeldter	w10168
Susanna	w10169
Ruttnerin	w10170
sel	w10171
<g/>
.
hinterlas=sene	w10173
<g/>
=
Tochter	w10175
<g/>
,
Magdalena	w10177
Ruttnerin	w10178
<g/>
,
noch	w10180
je=mand	w10181
<g/>
=
anderer	w10183
seither	w10184
durch	w10185
40	w10186
Jahr	w10187
angemeldt	w10188
<g/>
,
auch	w10190
derselben	w10191
Aufenthalt	w10192
unbekannt	w10193
ist	w10194
<g/>
,
als	w10196
haben	w10197
wir	w10198
für	w10199
nöthig	w10200
befunden	w10201
<g/>
,
sie	w10203
Magdale=na	w10204
<g/>
=
Ruttnerin	w10206
<g/>
,
und	w10208
falls	w10209
sie	w10210
nicht	w10211
mehr	w10212
bey	w10213
Leben	w10214
seyn	w10215
sollte	w10216
<g/>
,
ihre	w10218
etwa	w10219
vorhandene	w10220
Kin=der	w10221
<g/>
=
<g/>
,
oder	w10224
nächste	w10225
Befreundte	w10226
<g/>
,
Erben	w10228
und	w10229
Gläu=bigere	w10230
<g/>
=
durch	w10232
dieses	w10233
Amortisationsedikt	w10234
einzube=ruffen	w10235
<g/>
=
<g/>
,
solchemnach	w10238
wird	w10239
gedachte	w10240
Magdalena	w10241
Ruttnerin	w10242
<g/>
,
oder	w10244
allenfalls	w10245
deren	w10246
etwa	w10247
vorhan=dene	w10248
<g/>
=
Kinder	w10250
<g/>
,
oder	w10252
nächste	w10253
Befreundte	w10254
Erben	w10255
und	w10256
Gläubigere	w10257
<g/>
,
wie	w10259
auch	w10260
all	w10261
diejenige	w10262
<g/>
,
so	w10264
ex	w10265
quocunque	w10266
titulo	w10267
an	w10268
derselben	w10269
oder	w10270
an	w10271
vor=besagt	w10272
<g/>
=
vermög	w10274
1776	w10275
<g/>
.
Rechnung	w10277
cum	w10278
sua	w10279
causa	w10280
angewachsenen	w10281
Erbtheil	w10282
pr	w10283
<g/>
.
59	w10285
fl	w10286
<g/>
.
19	w10288
1	w10289
<g/>
/
4	w10291
kr	w10292
<g/>
.
ei=nige	w10294
<g/>
=
Sprüche	w10296
und	w10297
Foderung	w10298
zu	w10299
haben	w10300
vermei=nen	w10301
<g/>
=
<g/>
,
von	w10304
Ende	w10305
gesetzten	w10306
Dato	w10307
an	w10308
binnen	w10309
1	w10310
Jahr	w10311
6	w10312
Wochen	w10313
und	w10314
3	w10315
Täg	w10316
in	w10317
dem	w10318
Burger=spitalsgrundbuch	w10319
<g/>
=
in	w10321
Wien	w10322
<g/>
,
entweder	w10324
selbst	w10325
per=sönlich	w10326
<g/>
=
<g/>
,
oder	w10329
durch	w10330
einen	w10331
hiezu	w10332
hinlänglich	w10333
be=vollmächtigten	w10334
<g/>
=
Gewaltträger	w10336
sich	w10337
alsogewiß	w10338
sub	w10339
1mo	w10340
<g/>
,
2do	w10342
<g/>
,
<g/>
&
3tio	w10345
termino	w10346
anzumelden	w10347
ha=ben	w10348
<g/>
=
<g/>
,
wie	w10351
im	w10352
widrigen	w10353
sie	w10354
Magdalena	w10355
Ruttner=in	w10356
<g/>
=
pro	w10358
mortua	w10359
gehalten	w10360
<g/>
,
deren	w10362
etwa	w10363
vorhan vorhandene	w10364
<g/>
=
</p>
<p id="p90">
dene	w10366
Kinder	w10367
und	w10368
Erben	w10369
aber	w10370
sich	w10371
behörig	w10372
zu	w10373
legitimiren	w10374
<g/>
,
und	w10376
die	w10377
Gläubigere	w10378
ihre	w10379
Foderun=gen	w10380
<g/>
=
zu	w10382
liquidiren	w10383
haben	w10384
<g/>
,
in	w10386
Entstehung	w10387
dessen	w10388
denselben	w10389
das	w10390
ewige	w10391
Stillschweigen	w10392
auferlegt	w10393
<g/>
,
und	w10395
das	w10396
weitere	w10397
von	w10398
Obrigkeitswegen	w10399
fürgekeh=ret	w10400
<g/>
=
werden	w10402
soll	w10403
<g/>
.
Wien	w10405
den	w10406
29	w10407
<g/>
.
April	w10409
1777	w10410
<g/>
.
</p>
<p id="p91">
Bey	w10412
Joh	w10413
<g/>
.
Georg	w10415
Weingandt	w10416
<g/>
,
Buchhändler	w10418
am	w10419
Graben	w10420
im	w10421
Baron	w10422
Weberischen	w10423
Hause	w10424
Nr	w10425
<g/>
.
1174	w10427
<g/>
,
sind	w10429
nebst	w10430
andern	w10431
Büchern	w10432
<g/>
,
Landkarten	w10434
und	w10435
Kupferstichen	w10436
<g/>
,
auch	w10438
folgende	w10439
zu	w10440
haben	w10441
<g/>
:
</p>
<list id="">
Hahn	w10443
<g/>
(
Jos	w10445
<g/>
.
<g/>
)
Predigten	w10448
auf	w10449
alle	w10450
marianische	w10451
Festtage	w10452
über	w10453
die	w10454
Beweggründe	w10455
von	w10456
der	w10457
An=dacht	w10458
<g/>
=
zu	w10460
Maria	w10461
<g/>
,
8	w10463
<g/>
.
1777	w10465
<g/>
.
36	w10467
kr	w10468
<g/>
.
Pergmayrs	w10470
<g/>
(
Joseph	w10472
<g/>
)
gründliche	w10474
Erwägungen	w10475
ewiger	w10476
Wahrheiten	w10477
<g/>
,
welche	w10479
er	w10480
in	w10481
seinen	w10482
Le=ben	w10483
<g/>
=
geistlichen	w10485
Gemeinden	w10486
in	w10487
den	w10488
gewöhnli=chen	w10489
<g/>
=
Exercitien	w10491
beygebracht	w10492
<g/>
,
8	w10494
<g/>
.
1777	w10496
<g/>
.
45	w10498
kr	w10499
<g/>
.
Merkwürdige	w10501
Briefe	w10502
des	w10503
Pabstes	w10504
Clemens	w10505
des	w10506
XIV	w10507
<g/>
.
<g/>
(
Ganganelli	w10510
<g/>
)
3ter	w10512
und	w10513
4ter	w10514
Theil	w10515
<g/>
,
8	w10517
<g/>
.
1777	w10519
<g/>
.
1	w10521
fl	w10522
<g/>
.
24	w10524
kr	w10525
<g/>
.
Cäsars	w10527
<g/>
(
P	w10529
<g/>
.
<g/>
)
zwölf	w10532
Kennzeichen	w10533
der	w10534
göttlichen	w10535
Erwählung	w10536
eines	w10537
Christen	w10538
zur	w10539
ewigen	w10540
Se=ligkeit	w10541
<g/>
=
<g/>
,
8	w10544
<g/>
.
1777	w10546
<g/>
.
30	w10548
kr	w10549
<g/>
.
Schmidt	w10551
<g/>
(
Ant	w10553
<g/>
.
<g/>
)
Thesaurus	w10556
juris	w10557
ecclesiastici	w10558
potissimum	w10559
germanici	w10560
<g/>
,
sive	w10562
dissertationes	w10563
selecta	w10564
in	w10565
jus	w10566
ecclesiasticum	w10567
<g/>
,
Tom	w10569
<g/>
.
VI	w10571
<g/>
.
4	w10573
<g/>
.
1777	w10575
<g/>
.
4	w10577
fl	w10578
<g/>
.
<g/>
—
<g/>
—
alle	w10582
VI	w10583
<g/>
.
Tom	w10585
<g/>
.
23	w10587
fl	w10588
<g/>
.
Anleitung	w10590
zur	w10591
Tugend	w10592
und	w10593
Rechtschaffenheit	w10594
der	w10595
Jugend	w10596
und	w10597
dem	w10598
Jugendfreunde	w10599
gewid=met	w10600
<g/>
=
<g/>
,
8	w10603
<g/>
.
1777	w10605
<g/>
.
36	w10607
kr	w10608
<g/>
.
Assemanns	w10610
<g/>
(
Jo	w10612
<g/>
.
Si	w10614
<g/>
.
<g/>
)
orientalische	w10617
Bibliothek	w10618
<g/>
,
oder	w10620
Nachrichten	w10621
von	w10622
syrischen	w10623
Schriftstel=lern	w10624
<g/>
=
<g/>
,
2ter	w10627
Band	w10628
<g/>
,
8	w10630
<g/>
.
1777	w10632
<g/>
.
1	w10634
fl	w10635
<g/>
.
Chmel	w10637
<g/>
(
Jac	w10639
<g/>
.
<g/>
)
concilii	w10642
oecumenici	w10643
sexti	w10644
vindi	w10645
<g/>
=
ciæ ciae	w10647
<g/>
,
quibus	w10649
æquitas aequitas	w10650
<g/>
&
veritas	w10652
censuræ censurae	w10653
Sy	w10654
<g/>
=
nodal	w10656
<g/>
.
adversus	w10658
Honorium	w10659
I	w10660
<g/>
.
P	w10662
<g/>
.
R	w10664
<g/>
.
illius	w10666
<g/>
=
que	w10668
ad	w10669
Sergium	w10670
Patriarch	w10671
<g/>
.
C	w10673
<g/>
.
P	w10675
<g/>
.
epistolas	w10677
postliminio	w10678
vindicatur	w10679
<g/>
,
2	w10681
Part	w10682
<g/>
.
8	w10684
<g/>
.
maj	w10686
<g/>
.
1777	w10688
<g/>
.
1	w10690
fl	w10691
<g/>
.
30	w10693
kr	w10694
<g/>
.
Hirschfeld	w10696
<g/>
(
C	w10698
<g/>
.
C	w10700
<g/>
.
L	w10702
<g/>
.
<g/>
)
der	w10705
Winter	w10706
<g/>
.
Eine	w10708
mo=ralische	w10709
<g/>
=
Betrachtung	w10711
<g/>
,
8	w10713
<g/>
.
1775	w10715
<g/>
.
1	w10717
fl	w10718
<g/>
.
Valmont	w10720
<g/>
,
oder	w10722
die	w10723
Verirrungen	w10724
der	w10725
Vernunft	w10726
<g/>
,
in	w10728
einer	w10729
Reihe	w10730
von	w10731
Briefen	w10732
<g/>
,
3	w10734
Theile	w10735
<g/>
,
8	w10737
<g/>
.
1776	w10739
<g/>
.
4	w10741
<g/>
.
fl	w10743
<g/>
.
15	w10745
kr	w10746
<g/>
.
Rede	w10748
auf	w10749
das	w10750
hohe	w10751
Fest	w10752
der	w10753
allerheiligsten	w10754
Drey=faltigkeit	w10755
<g/>
=
<g/>
,
als	w10758
der	w10759
löbliche	w10760
Orden	w10761
der	w10762
aller=heiligsten	w10763
<g/>
=
Dreyfaltigkeit	w10765
von	w10766
Erlösung	w10767
der	w10768
gefangenen	w10769
Christen	w10770
in	w10771
der	w10772
Kirche	w10773
der	w10774
wohl=erwürdigen	w10775
<g/>
=
Patern	w10777
Trinitarier	w10778
zu	w10779
Preßburg	w10780
den	w10781
25	w10782
<g/>
.
May	w10784
1777	w10785
<g/>
.
vorgetragen	w10787
von	w10788
Karl	w10789
Höck	w10790
<g/>
,
4	w10792
<g/>
.
9	w10794
kr	w10795
<g/>
.
Sales	w10797
<g/>
(
des	w10799
heil	w10800
<g/>
.
Francis	w10802
<g/>
.
von	w10804
<g/>
)
sämtliche	w10806
und	w10807
ächte	w10808
Reden	w10809
auf	w10810
alle	w10811
Festtäge	w10812
des	w10813
Jahrs	w10814
auf	w10815
die	w10816
Fasten	w10817
und	w10818
das	w10819
Advent	w10820
<g/>
,
3ter	w10822
Band	w10823
<g/>
,
gr	w10825
<g/>
.
8	w10827
<g/>
.
1777	w10829
<g/>
.
1	w10831
fl	w10832
<g/>
.
<g/>
—
<g/>
—
alle	w10836
3	w10837
Bände	w10838
<g/>
,
3	w10840
fl	w10841
<g/>
.
15	w10843
kr	w10844
<g/>
.
</list>
<head id="hl25">
Jn	w10846
der	w10847
von	w10848
Ghelenschen	w10849
Buchhandlung	w10850
in	w10851
der	w10852
Singerstrasse	w10853
dem	w10854
St	w10855
<g/>
.
Stephansthore	w10857
über	w10858
im	w10859
v	w10860
<g/>
.
Mannerischen	w10862
Hause	w10863
Nr	w10864
<g/>
.
931	w10866
sind	w10867
nebst	w10868
vielen	w10869
andern	w10870
Büchern	w10871
<g/>
,
Landkarten	w10873
und	w10874
Kupferstichen	w10875
<g/>
,
auch	w10877
folgende	w10878
zu	w10879
haben	w10880
<g/>
:
</head>
<list id="">
Briefe	w10882
<g/>
(
merkwürdige	w10884
<g/>
)
des	w10886
Pabstes	w10887
Clemens	w10888
des	w10889
XIV	w10890
<g/>
.
<g/>
(
Ganganelli	w10893
<g/>
)
nebst	w10895
Reden	w10896
<g/>
,
Lobreden	w10898
<g/>
,
andern	w10900
wichtigen	w10901
Schriften	w10902
dieses	w10903
Pabstes	w10904
<g/>
,
einigen	w10906
umständlichern	w10907
Nachrichten	w10908
und	w10909
Anekdoten	w10910
sein	w10911
Privatleben	w10912
betreffend	w10913
<g/>
,
aus	w10915
dem	w10916
Französischen	w10917
übers	w10918
<g/>
.
und	w10920
mit	w10921
einigen	w10922
Briefen	w10923
<g/>
,
welche	w10925
sich	w10926
in	w10927
der	w10928
Pariserausgabe	w10929
nicht	w10930
befinden	w10931
<g/>
,
vermehrt	w10933
<g/>
.
3ter	w10935
und	w10936
4ter	w10937
Theil	w10938
<g/>
,
8	w10940
<g/>
.
Frkf	w10942
<g/>
.
und	w10944
Leipz	w10945
<g/>
.
1777	w10947
1	w10948
fl	w10949
<g/>
.
24	w10951
kr	w10952
<g/>
.
Onomatologia	w10954
medica	w10955
completa	w10956
<g/>
,
seu	w10958
Onomatologia	w10959
historiæ historiae	w10960
naturalis	w10961
<g/>
,
oder	w10963
vollständiges	w10964
Le=xikon	w10965
<g/>
=
der	w10967
Naturgeschichte	w10968
<g/>
,
6	w10970
Theile	w10971
<g/>
,
8	w10973
<g/>
.
Ulm	w10975
1758	w10976
<g/>
—
75	w10978
<g/>
.
14	w10980
fl	w10981
<g/>
.
30	w10983
kr	w10984
<g/>
.
Schauplatz	w10986
der	w10987
Künste	w10988
und	w10989
Handwerke	w10990
<g/>
,
oder	w10992
vollständige	w10993
Beschreibung	w10994
derselben	w10995
verfertigt	w10996
<g/>
,
oder	w10998
gebilligt	w10999
von	w11000
den	w11001
Herren	w11002
der	w11003
Akademie	w11004
der	w11005
Wissenschaften	w11006
<g/>
,
mit	w11008
sehr	w11009
vielen	w11010
Kupfertafeln	w11011
<g/>
,
13	w11013
Bände	w11014
<g/>
,
gr	w11016
<g/>
.
4	w11018
<g/>
.
Berlin	w11020
1762	w11021
<g/>
—
75	w11023
<g/>
.
78	w11025
fl	w11026
<g/>
.
<g/>
—
<g/>
—
der	w11030
Zeugmanufakturen	w11031
in	w11032
Deutschland	w11033
<g/>
,
d	w11035
<g/>
.
i	w11037
<g/>
.
Beschreibung	w11039
aller	w11040
Leinen	w11041
<g/>
=
Baumwollen	w11043
<g/>
=
Wollen	w11045
<g/>
=
und	w11047
Seidenwirkerarbeiten	w11048
<g/>
,
vornehmlich	w11050
wie	w11051
sie	w11052
in	w11053
den	w11054
königl	w11055
<g/>
.
preußischen	w11057
und	w11058
kuhr=fürstl	w11059
<g/>
=
<g/>
.
brandenburgischen	w11062
Landen	w11063
verfertigt	w11064
werden	w11065
<g/>
,
3	w11067
Bände	w11068
<g/>
,
gr	w11070
<g/>
.
8	w11072
<g/>
.
Berlin	w11074
1773	w11075
<g/>
—
75	w11077
<g/>
.
6	w11079
fl	w11080
<g/>
.
Die	w11082
Einsprüche	w11083
<g/>
,
eine	w11085
komische	w11086
Oper	w11087
in	w11088
2	w11089
Aufzügen	w11090
vom	w11091
Herrn	w11092
Michaelis	w11093
<g/>
,
in	w11095
Musik	w11096
gesetzt	w11097
von	w11098
Christ	w11099
<g/>
.
Gottl	w11101
<g/>
.
Neefe	w11103
<g/>
,
gr	w11105
<g/>
.
4	w11107
<g/>
.
Leipz	w11109
<g/>
.
1773	w11111
<g/>
.
2	w11113
fl	w11114
<g/>
.
30	w11116
kr	w11117
<g/>
.
Die	w11119
Liebe	w11120
auf	w11121
dem	w11122
Lande	w11123
<g/>
,
eine	w11125
komische	w11126
Oper	w11127
in	w11128
3	w11129
Akten	w11130
<g/>
,
in	w11132
Musik	w11133
gesetzt	w11134
von	w11135
Johann	w11136
Adam	w11137
Hiller	w11138
<g/>
,
gr	w11140
<g/>
.
4	w11142
<g/>
.
Leipz	w11144
<g/>
.
1770	w11146
<g/>
.
2	w11148
fl	w11149
<g/>
.
45	w11151
kr	w11152
<g/>
.
Die	w11154
Jagd	w11155
<g/>
,
eine	w11157
komische	w11158
Oper	w11159
in	w11160
3	w11161
Akten	w11162
<g/>
,
in	w11164
Musik	w11165
gesetzt	w11166
von	w11167
Johann	w11168
Adam	w11169
Hiller	w11170
<g/>
,
4	w11172
<g/>
.
Leipz	w11174
<g/>
.
1772	w11176
<g/>
.
2	w11178
fl	w11179
<g/>
.
45	w11181
kr	w11182
<g/>
.
Der	w11184
Deserteur	w11185
<g/>
,
eine	w11187
Operette	w11188
in	w11189
3	w11190
Akten	w11191
<g/>
,
in	w11193
deutscher	w11194
Musik	w11195
aufs	w11196
Clavier	w11197
gesetzt	w11198
von	w11199
Karl	w11200
David	w11201
Stegman	w11202
<g/>
,
gr	w11204
<g/>
.
4	w11206
<g/>
.
Leipz	w11208
<g/>
.
1775	w11210
<g/>
.
2	w11212
fl	w11213
<g/>
.
45	w11215
kr	w11216
<g/>
.
Der	w11218
Krieg	w11219
<g/>
,
eine	w11221
kmische	w11222
Oper	w11223
in	w11224
3	w11225
Akten	w11226
<g/>
,
in	w11228
Musik	w11229
gesetzt	w11230
von	w11231
Johann	w11232
Adam	w11233
Hiller	w11234
<g/>
,
gr	w11236
<g/>
.
4	w11238
<g/>
.
Leipiz	w11240
<g/>
.
1773	w11242
<g/>
.
2	w11244
fl	w11245
<g/>
.
36	w11247
kr	w11248
<g/>
.
Der	w11250
Kaufmann	w11251
von	w11252
Smirna	w11253
<g/>
,
eine	w11255
komische	w11256
Oper	w11257
in	w11258
einem	w11259
Akte	w11260
<g/>
,
in	w11262
Musik	w11263
gesetzt	w11264
von	w11265
An=dreas	w11266
<g/>
=
Franz	w11268
Holly	w11269
<g/>
,
gr	w11271
<g/>
.
4	w11273
<g/>
.
Berlin	w11275
1775	w11276
<g/>
.
