<doc id="edoc_wd_1768-12-10" attrs="word" year="1768" month="12" day="10" corpus="1">
<head id="hl1">
Londen	w36
Dann	w3584
die	w3585
gleichgleichfalls	w3586
<g/>
=
</p>
<p id="p39">
falls	w3588
neuerwählte	w3589
4	w3590
<g/>
.
Herren	w3592
Decani	w3593
deren	w3594
Facultäten	w3595
benanntlich	w3596
<g/>
:
Adm	w3598
<g/>
.
Rev	w3600
<g/>
.
Exim	w3602
<g/>
.
ac	w3604
Claris	w3605
<g/>
.
P	w3607
<g/>
.
PræsentatusPraesentatus	w3609
Ernestus	w3610
Schober	w3611
<g/>
,
Ord	w3613
<g/>
.
Erem	w3615
<g/>
.
S	w3617
<g/>
.
P	w3619
<g/>
.
August	w3621
<g/>
.
in	w3623
antiquissima	w3624
ac	w3625
celeberrima	w3626
Universitate	w3627
Vienn	w3628
<g/>
.
SS	w3630
<g/>
.
Theol	w3632
<g/>
.
Doctor	w3634
<g/>
,
ejusdemque	w3636
Facultatis	w3637
CæsareoCaesareo	w3638
<g/>
=
Regius	w3640
Examinator	w3641
<g/>
,
AlmæAlmae	w3643
ProvinciæProvinciae	w3644
Au=striæAustriae	w3645
<g/>
=
<g/>
&
HungariæHungariae	w3648
Diffinitor	w3649
<g/>
,
<g/>
&
in	w3652
Con=ventu	w3653
<g/>
=
Generali	w3655
ad	w3656
SS	w3657
<g/>
.
Sebastianum	w3659
<g/>
&
Ro=chum	w3661
<g/>
=
in	w3663
Via	w3664
Regia	w3665
Prior	w3666
<g/>
,
und	w3668
der	w3669
Zeit	w3670
ei=ner	w3671
<g/>
=
löbl	w3673
<g/>
.
theologischen	w3675
Facultät	w3676
Decanus	w3677
spectabilis	w3678
<g/>
.
Dann	w3680
<g/>
(
Titl	w3682
<g/>
.
<g/>
)
Herr	w3685
Franz	w3686
Bern=hard	w3687
<g/>
=
Edler	w3689
von	w3690
Tasser	w3691
<g/>
,
U	w3693
<g/>
.
J	w3695
<g/>
.
Doctor	w3697
<g/>
,
AulæAulae	w3699
Judiciorumque	w3700
Advocatus	w3701
<g/>
,
Venerabilis	w3703
Consistorii	w3704
Universitatis	w3705
in	w3706
Judicialibus	w3707
Con=siliarius	w3708
<g/>
=
perpetuus	w3710
<g/>
,
und	w3712
der	w3713
Zeit	w3714
einer	w3715
löbl	w3716
<g/>
.
juridischen	w3718
Facultät	w3719
in	w3720
secundum	w3721
Annum	w3722
Decanus	w3723
spectabilis	w3724
<g/>
;
wie	w3726
auch	w3727
<g/>
(
Titl	w3729
<g/>
.
<g/>
)
Herr	w3732
Johann	w3733
Anton	w3734
de	w3735
Bernhard	w3736
AA	w3737
LL	w3738
<g/>
.
Phi=losophiæPhilosophiae	w3740
<g/>
=
<g/>
&
MedicinæMedicinae	w3743
Doctor	w3744
<g/>
,
Serenissimi	w3746
<g/>
&
potentissimi	w3748
Regis	w3749
PoloniæPoloniae	w3750
<g/>
,
ElectoriæElectoriae	w3752
SaxoniæSaxoniae	w3753
piissimæpiissimae	w3754
memoriæmemoriae	w3755
Consiliarius	w3756
Auli=cus	w3757
<g/>
=
<g/>
,
und	w3760
der	w3761
Zeit	w3762
einer	w3763
löbl	w3764
<g/>
.
medicinischen	w3766
Facultät	w3767
Decanus	w3768
spectabilis	w3769
<g/>
.
Dann	w3771
Adm	w3772
<g/>
.
Rev	w3774
<g/>
.
Dominus	w3776
Antonius	w3777
Sauli	w3778
<g/>
,
AA	w3780
<g/>
.
LL	w3782
<g/>
.
<g/>
&
PhilosophiæPhilosophiae	w3785
Doctor	w3786
<g/>
,
Protonotarius	w3788
Apo=stolicus	w3789
<g/>
=
<g/>
,
Eminentissimi	w3792
ac	w3793
Celsissimi	w3794
S	w3795
<g/>
.
R	w3797
<g/>
.
E	w3799
<g/>
.
Presbyt	w3801
<g/>
.
Card	w3803
<g/>
.
S	w3805
<g/>
.
R	w3807
<g/>
.
L	w3809
<g/>
.
Principis	w3811
<g/>
,
<g/>
&
Archi	w3814
<g/>
.
Episcopi	w3816
Vienn	w3817
<g/>
.
CæremoniariusCaeremoniarius	w3819
<g/>
,
und	w3821
der	w3822
Zeit	w3823
einer	w3824
löbl	w3825
<g/>
.
philosophischen	w3827
Facul=tät	w3828
<g/>
=
in	w3830
tertium	w3831
Annum	w3832
Decanus	w3833
spectabilis	w3834
<g/>
,
den	w3836
gewöhnlichen	w3837
feyerlichen	w3838
Eid	w3839
öffentlich	w3840
abgeleget	w3841
<g/>
.
</p>
<p id="p40">
Den	w3843
29sten	w3844
vorigen	w3845
Wintermonats	w3846
ist	w3847
in	w3848
dem	w3849
Frauenstift	w3850
und	w3851
Kloster	w3852
zur	w3853
Himmel=pforte	w3854
<g/>
=
genannt	w3856
<g/>
,
die	w3858
hochwürdige	w3859
in	w3860
Gott	w3861
geistliche	w3862
Frau	w3863
Anna	w3864
Augustina	w3865
geborne	w3866
v	w3867
<g/>
.
Maholani	w3869
zur	w3870
Oberin	w3871
erwählet	w3872
<g/>
,
vom	w3874
Hofe	w3875
allergnädigst	w3876
confirmiret	w3877
<g/>
,
und	w3879
den	w3880
6ten	w3881
dies	w3882
Monats	w3883
von	w3884
Sr	w3885
<g/>
.
Fürstl	w3887
<g/>
.
Eminenz	w3889
dem	w3890
Herrn	w3891
Cardinal	w3892
Erzbischofen	w3893
<g/>
,
in	w3895
Beyseyn	w3896
der	w3897
lan=desfürstl	w3898
<g/>
=
<g/>
.
Herren	w3901
Commissarien	w3902
installiret	w3903
worden	w3904
<g/>
;
nach	w3906
gehaltenem	w3907
Gottesdienste	w3908
ha=ben	w3909
<g/>
=
gedacht	w3911
Se	w3912
<g/>
.
Fürstl	w3914
<g/>
.
Eminenz	w3916
mit	w3917
eini=gen	w3918
<g/>
=
Damen	w3920
in	w3921
dem	w3922
Kloster	w3923
zu	w3924
Mittag	w3925
ge=speiset	w3926
<g/>
=
<g/>
.
</p>
<p id="p41">
Den	w3929
6	w3930
<g/>
.
dieses	w3932
am	w3933
St	w3934
<g/>
.
Nicolai	w3936
Tag	w3937
hat	w3938
das	w3939
uralte	w3940
unter	w3941
dem	w3942
Schutz	w3943
des	w3944
k	w3945
<g/>
.
k	w3947
<g/>
.
obristen	w3949
Spielgrafenamts	w3950
stehende	w3951
St	w3952
<g/>
.
Nicolaistift	w3954
sein	w3955
jährliches	w3956
Hauptfest	w3957
in	w3958
der	w3959
HofpfarrkirHofpfarrkirche	w3960
<g/>
=
</p>
<p id="p42">
che	w3963
bey	w3964
St	w3965
<g/>
.
Michael	w3967
auf	w3968
das	w3969
feyerlichste	w3970
ge=halten	w3971
<g/>
=
<g/>
,
wobey	w3974
der	w3975
hochw	w3976
<g/>
.
Herr	w3978
Franz	w3979
Gal=goczi	w3980
<g/>
=
insulirter	w3982
Abbt	w3983
zu	w3984
Bistritz	w3985
in	w3986
Hungarn	w3987
und	w3988
Probst	w3989
des	w3990
hiesigen	w3991
Pazmanitencollegiums	w3992
abgesungen	w3993
<g/>
,
und	w3995
Hr	w3996
<g/>
.
Carl	w3998
Martinides	w3999
ein	w4000
seiner	w4001
besonderen	w4002
Geschicklichkeit	w4003
angemesse=nes	w4004
<g/>
=
Concert	w4006
von	w4007
eigener	w4008
Composition	w4009
auf	w4010
der	w4011
Orgel	w4012
zu	w4013
seinem	w4014
Ruhm	w4015
geschlagen	w4016
hat	w4017
<g/>
.
</p>
<head id="hl7">
Verzeichniß	w4019
der	w4020
Verstorbenen	w4021
zu	w4022
Wien	w4023
in	w4024
<g/>
,
und	w4026
vor	w4027
der	w4028
Stadt	w4029
<g/>
.
</head>
<head id="hl8">
Den	w4031
5	w4032
<g/>
.
Christm	w4034
<g/>
.
Jn	w4036
der	w4037
Stadt	w4038
<g/>
.
</head>
<list id="li3">
Dem	w4040
Hrn	w4041
<g/>
.
Jos	w4043
<g/>
.
Mildorffer	w4045
<g/>
,
Akad	w4047
<g/>
.
Mahl	w4049
<g/>
.
s	w4051
<g/>
.
K	w4053
<g/>
.
Sus	w4055
<g/>
.
im	w4057
Spitzelkram	w4058
<g/>
.
H	w4060
<g/>
.
am	w4062
Salzgr	w4063
<g/>
.
alt	w4065
6	w4066
<g/>
.
v	w4068
<g/>
.
J	w4070
<g/>
.
Mar	w4072
<g/>
.
Ther	w4074
<g/>
.
Heldin	w4076
<g/>
,
Wittw	w4078
<g/>
.
in	w4080
ihrem	w4081
H	w4082
<g/>
.
auf	w4084
der	w4085
Biberpast	w4086
<g/>
.
alt	w4088
50	w4089
<g/>
.
J	w4091
<g/>
.
</list>
<head id="hl9">
Vor	w4093
der	w4094
Stadt	w4095
<g/>
.
</head>
<list id="li4">
Hr	w4097
<g/>
.
Jos	w4099
<g/>
.
Heimerl	w4101
<g/>
,
Hofmeist	w4103
<g/>
.
in	w4105
der	w4106
k	w4107
<g/>
.
k	w4109
<g/>
.
adel	w4111
<g/>
.
milit	w4113
<g/>
.
Akad	w4115
<g/>
.
auf	w4117
der	w4118
Laimgr	w4119
<g/>
.
allda	w4121
<g/>
,
alt	w4123
30	w4124
<g/>
.
J	w4126
<g/>
.
Dem	w4128
Mart	w4129
<g/>
.
Reberger	w4131
<g/>
,
Zimmergs	w4133
<g/>
.
s	w4135
<g/>
.
K	w4137
<g/>
.
Aloys	w4139
beym	w4140
gol	w4141
<g/>
.
Däch	w4143
<g/>
.
in	w4145
der	w4146
Ungerg	w4147
<g/>
.
alt	w4149
3	w4150
<g/>
.
J	w4152
<g/>
.
Mar	w4154
<g/>
.
Anna	w4156
Schlosserin	w4157
<g/>
,
Witt	w4159
<g/>
.
beym	w4161
Jord	w4162
<g/>
.
auf	w4164
der	w4165
Wied	w4166
<g/>
.
alt	w4168
56	w4169
<g/>
.
J	w4171
<g/>
.
Dem	w4173
Joh	w4174
<g/>
.
Wolfgang	w4176
<g/>
,
Schneid	w4178
<g/>
.
s	w4180
<g/>
.
K	w4182
<g/>
.
Jos	w4184
<g/>
.
b	w4186
<g/>
.
gut	w4188
<g/>
.
Hirt	w4190
<g/>
.
am	w4192
Neust	w4193
<g/>
.
alt	w4195
8	w4196
<g/>
.
J	w4198
<g/>
.
Dem	w4200
Paul	w4201
Schranzhofer	w4202
<g/>
,
Schutzverw	w4204
<g/>
.
Buchbin	w4206
<g/>
.
s	w4208
<g/>
.
W	w4210
<g/>
.
Agnes	w4212
<g/>
,
b	w4214
<g/>
.
gol	w4216
<g/>
.
Kreuz	w4218
auf	w4219
Mariah	w4220
<g/>
.
alt	w4222
84	w4223
<g/>
.
J	w4225
<g/>
.
Dem	w4227
Math	w4228
<g/>
.
Kampert	w4230
<g/>
,
Zimmeras	w4232
<g/>
.
s	w4234
<g/>
.
K	w4236
<g/>
.
Jos	w4238
<g/>
.
bey	w4240
der	w4241
sch	w4242
<g/>
.
Schäf	w4244
<g/>
.
am	w4246
Himmelpgr	w4247
<g/>
.
alt	w4249
6	w4250
<g/>
.
J	w4252
<g/>
.
</list>
<p id="p43">
Summa	w4254
8	w4255
<g/>
.
Person	w4257
<g/>
,
darunter	w4259
4	w4260
<g/>
.
Kind	w4262
<g/>
.
</p>
<head id="hl11">
Den	w4264
6	w4265
<g/>
.
Christm	w4267
<g/>
.
Jn	w4269
der	w4270
Stadt	w4271
<g/>
.
</head>
<list id="li5">
Dem	w4273
wohledelgeb	w4274
<g/>
.
Herrn	w4276
Franz	w4277
Ant	w4278
<g/>
.
Mayer	w4280
<g/>
,
kais	w4282
<g/>
.
Reichshofr	w4284
<g/>
.
Agenten	w4286
<g/>
,
s	w4288
<g/>
.
Frle	w4290
Toch	w4291
<g/>
.
Michaela	w4293
<g/>
,
im	w4295
neu	w4296
<g/>
.
Passauerh	w4298
<g/>
.
alt	w4300
4	w4301
<g/>
.
J	w4303
<g/>
.
Dem	w4305
wohledlgeb	w4306
<g/>
.
Hrn	w4308
<g/>
.
Franz	w4310
Carl	w4311
Edlen	w4312
v	w4313
<g/>
.
Zalheim	w4315
<g/>
,
gew	w4317
<g/>
.
k	w4319
<g/>
.
k	w4321
<g/>
.
Schlüßeloberamtmann	w4323
zu	w4324
Krembs	w4325
<g/>
,
s	w4327
<g/>
.
Frle	w4329
T	w4330
<g/>
.
Elisabeth	w4332
<g/>
,
im	w4334
Sterneckis	w4335
<g/>
.
H	w4337
<g/>
.
am	w4339
Kienm	w4340
<g/>
.
alt	w4342
15	w4343
<g/>
.
J	w4345
<g/>
.
</list>
<head id="hl12">
Vor	w4347
der	w4348
Stadt	w4349
<g/>
.
</head>
<list id="li6">
Dem	w4351
Hrn	w4352
<g/>
.
Jos	w4354
<g/>
.
Buchhauser	w4356
<g/>
,
Gmr	w4358
<g/>
.
Stadt	w4360
Pflaster=maut	w4361
<g/>
=
<g/>
.
s	w4364
<g/>
.
S	w4366
<g/>
.
Jos	w4368
<g/>
.
b	w4370
<g/>
.
Stern	w4372
auf	w4373
der	w4374
Wied	w4375
<g/>
.
19	w4377
<g/>
.
J	w4379
<g/>
.
Dem	w4381
Joh	w4382
<g/>
.
Mich	w4384
<g/>
.
Weiß	w4386
<g/>
,
Burgl	w4388
<g/>
.
Schuhmach	w4390
<g/>
.
s	w4392
<g/>
.
K	w4394
<g/>
.
Jac	w4396
<g/>
.
bey	w4398
der	w4399
gol	w4400
<g/>
.
Glock	w4402
<g/>
.
am	w4404
Spit	w4405
<g/>
.
alt	w4407
7	w4408
<g/>
.
J	w4410
<g/>
.
Dem	w4412
Math	w4413
<g/>
.
Heim	w4415
<g/>
,
Burgl	w4417
<g/>
.
Uhrblatstech	w4419
<g/>
.
s	w4421
<g/>
.
K	w4423
<g/>
.
Jos	w4425
<g/>
.
im	w4427
Vögelkram	w4428
<g/>
.
H	w4430
<g/>
.
am	w4432
Spit	w4433
<g/>
.
alt	w4435
2	w4436
<g/>
.
J	w4438
<g/>
.
Dem	w4440
Georg	w4441
Staunigl	w4442
<g/>
,
Fragn	w4444
<g/>
.
s	w4446
<g/>
.
W	w4448
<g/>
.
Anna	w4450
<g/>
,
im	w4452
Rä=delmayris	w4453
<g/>
=
<g/>
.
Gart	w4456
<g/>
.
in	w4458
der	w4459
Josephst	w4460
<g/>
.
alt	w4462
31	w4463
<g/>
.
J	w4465
<g/>
.
Dem	w4467
Thom	w4468
<g/>
.
Spiegel	w4470
<g/>
,
Zimmergs	w4472
<g/>
.
s	w4474
<g/>
.
W	w4476
<g/>
.
Joh	w4478
<g/>
.
im	w4480
Zimetentenhof	w4481
außer	w4482
der	w4483
Ross	w4484
<g/>
.
alt	w4486
69	w4487
<g/>
.
J	w4489
<g/>
.
Dem	w4491
Leop	w4492
<g/>
.
Stanglauer	w4494
<g/>
,
Tagl	w4496
<g/>
.
s	w4498
<g/>
.
W	w4500
<g/>
.
Elis	w4502
<g/>
.
b	w4504
<g/>
.
Fuchs	w4506
am	w4507
Himmelpfgr	w4508
<g/>
.
alt	w4510
36	w4511
<g/>
.
J	w4513
<g/>
.
Dem	w4515
Joh	w4516
<g/>
.
Mich	w4518
<g/>
.
Hermann	w4520
<g/>
,
Tagl	w4522
<g/>
.
s	w4524
<g/>
.
K	w4526
<g/>
.
Lor	w4528
<g/>
.
bey	w4530
Maria	w4531
Treu	w4532
zu	w4533
Nikolst	w4534
<g/>
.
alt	w4536
2	w4537
<g/>
.
J	w4539
<g/>
.
</list>
<p id="p44">
Summa	w4541
9	w4542
<g/>
.
Person	w4544
<g/>
,
darunter	w4546
4	w4547
<g/>
.
Kind	w4549
<g/>
.
</p>
<head id="hl14">
Den	w4551
7	w4552
<g/>
.
Christm	w4554
<g/>
.
Jn	w4556
der	w4557
Stadt	w4558
<g/>
.
</head>
<list id="li7">
Der	w4560
hochedelgeb	w4561
<g/>
.
Herr	w4563
Joh	w4564
<g/>
.
Heinrich	w4566
v	w4567
<g/>
.
Middel=burg	w4569
<g/>
=
<g/>
,
Sr	w4572
<g/>
.
kuhrfürstl	w4574
<g/>
.
Gnaden	w4576
zu	w4577
Cölln	w4578
geheim	w4579
<g/>
.
Raht	w4581
<g/>
,
u	w4583
<g/>
.
Minist	w4585
<g/>
.
Resident	w4587
am	w4588
kais	w4589
<g/>
.
Hof	w4591
<g/>
,
dann	w4593
verschiedener	w4594
des	w4595
H	w4596
<g/>
.
N	w4598
<g/>
.
N	w4600
<g/>
.
Fürsten	w4602
u	w4603
<g/>
.
Ständen	w4605
bestmeritirter	w4606
Raht	w4607
<g/>
,
im	w4609
Versatzamt	w4610
in	w4611
der	w4612
Annag	w4613
<g/>
.
alt	w4615
77	w4616
<g/>
.
J	w4618
<g/>
.
</list>
<head id="hl15">
Vor	w4620
der	w4621
Stadt	w4622
<g/>
.
</head>
<list id="li8">
Dem	w4624
Georg	w4625
Grauß	w4626
<g/>
,
Hausinhab	w4628
<g/>
.
s	w4630
<g/>
.
W	w4632
<g/>
.
Ther	w4634
<g/>
.
beym	w4636
rot	w4637
<g/>
.
Ungar	w4639
im	w4640
Lerchenf	w4641
<g/>
.
alt	w4643
64	w4644
<g/>
.
J	w4646
<g/>
.
Dem	w4648
Joh	w4649
<g/>
.
Georg	w4651
Schmid	w4652
<g/>
,
Tagl	w4654
<g/>
.
s	w4656
<g/>
.
W	w4658
<g/>
.
Anna	w4660
<g/>
,
beym	w4662
bl	w4663
<g/>
.
Hut	w4665
hint	w4666
<g/>
.
Mariah	w4668
<g/>
.
alt	w4670
42	w4671
<g/>
.
J	w4673
<g/>
.
Anna	w4675
Böchagerin	w4676
<g/>
,
Witt	w4678
<g/>
.
b	w4680
<g/>
.
3	w4682
<g/>
.
Aich	w4684
<g/>
.
im	w4686
Lerchenf	w4687
<g/>
.
alt	w4689
80	w4690
<g/>
.
J	w4692
<g/>
.
Dem	w4694
Thom	w4695
<g/>
.
Schlatzer	w4697
<g/>
,
Landschneid	w4699
<g/>
.
s	w4701
<g/>
.
S	w4703
<g/>
.
Georg	w4705
<g/>
,
b	w4707
<g/>
.
rot	w4709
<g/>
.
Apfel	w4711
im	w4712
Liecht	w4713
<g/>
.
alt	w4715
29	w4716
<g/>
.
J	w4718
<g/>
.
Dem	w4720
Flor	w4721
<g/>
.
Wimlatill	w4723
<g/>
,
Herrsch	w4725
<g/>
.
Kuts	w4727
<g/>
.
s	w4729
<g/>
.
K	w4731
<g/>
.
Jos	w4733
<g/>
.
b	w4735
<g/>
.
3	w4737
<g/>
.
Mohr	w4739
<g/>
.
in	w4741
der	w4742
Ross	w4743
<g/>
.
alt	w4745
5	w4746
<g/>
.
J	w4748
<g/>
.
Dem	w4750
Jac	w4751
<g/>
.
Kaufmann	w4753
<g/>
,
Tagl	w4755
<g/>
.
s	w4757
<g/>
.
K	w4759
<g/>
.
Joh	w4761
<g/>
.
beym	w4763
bl	w4764
<g/>
.
Hecht	w4766
<g/>
.
in	w4768
der	w4769
Leop	w4770
<g/>
.
alt	w4772
5	w4773
<g/>
.
v	w4775
<g/>
.
J	w4777
<g/>
.
</list>
<p id="p45">
Summa	w4779
7	w4780
<g/>
.
Person	w4782
<g/>
.
darunter	w4784
2	w4785
<g/>
.
Kind	w4787
<g/>
.
</p>
<head id="hl17">
Den	w4789
8	w4790
<g/>
.
Christm	w4792
<g/>
.
Jn	w4794
der	w4795
Stadt	w4796
<g/>
.
</head>
<list id="li9">
Die	w4798
wohlehr	w4799
<g/>
.
Chorschw	w4801
<g/>
.
Johanna	w4803
Maria	w4804
v	w4805
<g/>
.
Mel=tzern	w4807
<g/>
=
<g/>
,
im	w4810
königl	w4811
<g/>
.
Kloster	w4813
<g/>
,
alt	w4815
62	w4816
<g/>
.
J	w4818
<g/>
.
</list>
<head id="hl18">
Vor	w4820
der	w4821
Stadt	w4822
<g/>
.
</head>
<list id="li10">
Fr	w4824
<g/>
.
Barb	w4826
<g/>
.
Teiblerin	w4828
<g/>
,
Burgl	w4830
<g/>
.
Witt	w4832
<g/>
.
im	w4834
Sattler	w4835
<g/>
.
H	w4837
<g/>
.
auf	w4839
der	w4840
Laubstr	w4841
<g/>
.
alt	w4843
76	w4844
<g/>
.
J	w4846
<g/>
.
Magd	w4848
<g/>
.
Reitherin	w4850
<g/>
,
Witt	w4852
<g/>
.
u	w4854
<g/>
.
Hausinnha	w4856
<g/>
.
b	w4858
<g/>
.
Jägerh	w4860
<g/>
.
im	w4862
Liecht	w4863
<g/>
.
alt	w4865
70	w4866
<g/>
.
J	w4868
<g/>
.
Joh	w4870
<g/>
.
Teischinger	w4872
<g/>
,
Zimmergs	w4874
<g/>
.
b	w4876
<g/>
.
bl	w4878
<g/>
.
Eichhorn	w4880
am	w4881
Neust	w4882
<g/>
.
alt	w4884
45	w4885
<g/>
.
J	w4887
<g/>
.
Dem	w4889
Jos	w4890
<g/>
.
Damm	w4892
<g/>
,
Hauskn	w4894
<g/>
.
s	w4896
<g/>
.
K	w4898
<g/>
.
Carl	w4900
<g/>
,
beym	w4902
schw	w4903
<g/>
.
Röss	w4905
<g/>
.
im	w4907
Lerchenf	w4908
<g/>
.
alt	w4910
1	w4911
<g/>
.
J	w4913
<g/>
.
</list>
<p id="p46">
Summa	w4915
5	w4916
<g/>
.
Person	w4918
<g/>
.
darunter	w4920
1	w4921
<g/>
.
Kind	w4923
<g/>
.
</p>
<head id="hl20">
Nachricht	w4925
<g/>
.
</head>
<p id="p47">
Von	w4927
der	w4928
k	w4929
<g/>
.
k	w4931
<g/>
.
N	w4933
<g/>
.
Oe	w4935
<g/>
.
Regierung	w4937
wegen	w4938
<g/>
:
wird	w4940
hiemit	w4941
jedermänniglich	w4942
bekannt	w4943
gemacht	w4944
<g/>
,
was=massen	w4946
<g/>
=
Jhre	w4948
kais	w4949
<g/>
.
königl	w4951
<g/>
.
apost	w4953
<g/>
.
Majestät	w4955
<g/>
,
da	w4957
be=reits	w4958
<g/>
=
in	w4960
allen	w4961
übrigen	w4962
allerhöchst	w4963
dero	w4964
deutschen	w4965
Erblanden	w4966
das	w4967
allgemeine	w4968
Jnteresse	w4969
des	w4970
Staats	w4971
auf	w4972
4	w4973
<g/>
.
pro	w4975
Cento	w4976
festgestellet	w4977
sich	w4978
befindet	w4979
<g/>
,
aller=gnädigst	w4981
<g/>
=
entschlossen	w4983
haben	w4984
<g/>
,
in	w4986
der	w4987
nämlichen	w4988
Gleichförmigkeit	w4989
im	w4990
Ansehen	w4991
der	w4992
bey	w4993
der	w4994
Jnspru=cker	w4995
<g/>
=
Cammeral	w4997
<g/>
=
Schulden	w4999
<g/>
=
dann	w5001
Schwazer	w5002
<g/>
=
Berg=werks	w5004
<g/>
=
<g/>
=
Directorats	w5007
<g/>
=
Cassa	w5009
annoch	w5010
zu	w5011
5	w5012
<g/>
.
pro	w5014
Cen=to	w5015
<g/>
=
haftenden	w5017
Capitalien	w5018
das	w5019
künftig	w5020
zu	w5021
verabrei=chende	w5022
<g/>
=
Jnteresse	w5024
ebenfalls	w5025
auf	w5026
4	w5027
<g/>
.
pro	w5029
Cento	w5030
fest=zusetzen	w5031
<g/>
=
<g/>
.
Da	w5034
aber	w5035
zugleich	w5036
die	w5037
allerhöchste	w5038
gesin=nung	w5039
<g/>
=
dahin	w5041
gehet	w5042
<g/>
,
allen	w5044
und	w5045
jeden	w5046
inn	w5047
und	w5048
aus=ländischen	w5049
<g/>
=
Jnnhabern	w5051
derley	w5052
bey	w5053
der	w5054
Jnsprucker	w5055
Cammeral	w5056
<g/>
=
Schulden	w5058
<g/>
=
und	w5060
Schwazer	w5061
<g/>
=
Bergwerks	w5063
<g/>
=
Directorats	w5065
<g/>
=
Cassa	w5067
anligenden	w5068
Capitalsposten	w5069
die	w5070
vollkommene	w5071
Freyheit	w5072
allermildest	w5073
einzugestehen	w5074
<g/>
,
ihre	w5076
Gelder	w5077
noch	w5078
fernershin	w5079
4	w5080
<g/>
.
pro	w5082
Cento	w5083
ver=zinslich	w5084
<g/>
=
zu	w5086
genießen	w5087
<g/>
,
und	w5089
künftig	w5090
die	w5091
davon	w5092
ab=fallende	w5093
<g/>
=
Jnteressen	w5095
ohne	w5096
Unterschied	w5097
bey	w5098
der	w5099
Schwa=zer	w5100
<g/>
=
<g/>
=
Bergwerks	w5103
<g/>
=
Directorats	w5105
<g/>
=
Cassa	w5107
zu	w5108
beziehen	w5109
<g/>
,
</p>
<p id="p48">
oder	w5112
aber	w5113
die	w5114
baare	w5115
Ruckzahlung	w5116
ebenfalls	w5117
bey	w5118
gedachter	w5119
Schwazer	w5120
<g/>
=
Cassa	w5122
anzuverlangen	w5123
<g/>
;
Als	w5125
wird	w5126
hiemit	w5127
folgende	w5128
Erklärung	w5129
gemacht	w5130
<g/>
:
</p>
<p id="p49">
I	w5132
<g/>
.
Allen	w5134
denjenigen	w5135
<g/>
,
welche	w5137
sich	w5138
vom	w5139
1ten	w5140
Jänn=ner	w5141
<g/>
=
des	w5143
bevorstehend	w5144
1769ten	w5145
Jahrs	w5146
innerhalhb	w5147
3	w5148
<g/>
.
Monaten	w5150
<g/>
,
mithin	w5152
bis	w5153
Ende	w5154
Märzens	w5155
1769	w5156
<g/>
.
als	w5158
den	w5159
hiemit	w5160
für	w5161
sothane	w5162
Papiere	w5163
ausgesetzten	w5164
Ter=min	w5165
<g/>
=
bey	w5167
eröfterter	w5168
Schwazer	w5169
<g/>
=
Directorats	w5171
<g/>
=
Cassa	w5173
anmelden	w5174
werden	w5175
<g/>
,
nach	w5177
derselben	w5178
willkührlichen	w5179
Verlangen	w5180
entweder	w5181
ihr	w5182
dießfälliges	w5183
Capital	w5184
samt	w5185
den	w5186
bis	w5187
zum	w5188
Tag	w5189
verfallenen	w5190
5	w5191
<g/>
.
per	w5193
Centigen	w5194
Jn=teresse	w5195
<g/>
=
in	w5197
baarem	w5198
Geld	w5199
ohne	w5200
Anstand	w5201
hinauszu=bezahlen	w5202
<g/>
=
<g/>
,
oder	w5205
aber	w5206
für	w5207
das	w5208
weiters	w5209
erliegen	w5210
las=sen	w5211
<g/>
=
wollende	w5213
Capital	w5214
gegen	w5215
Ruckstellung	w5216
ihrer	w5217
dermalen	w5218
in	w5219
Händen	w5220
habenden	w5221
Papieren	w5222
neue	w5223
Couponsobligationes	w5224
<g/>
(
wovon	w5226
das	w5227
Patent	w5228
und	w5229
Un=terricht	w5230
<g/>
=
dem	w5232
Publico	w5233
unter	w5234
einem	w5235
bekannt	w5236
gemacht	w5237
wird	w5238
<g/>
)
zu	w5240
ertheilen	w5241
<g/>
,
und	w5243
hinaus	w5244
zu	w5245
Geben	w5246
<g/>
.
Nicht	w5248
minder	w5249
im	w5250
Falle	w5251
</p>
<p id="p50">
II	w5252
<g/>
.
Einige	w5254
derley	w5255
Gläubiger	w5256
ihr	w5257
Capital	w5258
ohne	w5259
die	w5260
oben	w5261
angezeigt	w5262
3	w5263
<g/>
.
monatliche	w5265
Frist	w5266
auszuwar=ten	w5267
<g/>
=
<g/>
,
früher	w5270
zu	w5271
erheben	w5272
Verlangen	w5273
trügen	w5274
<g/>
,
wird	w5276
denenselben	w5277
ferners	w5278
zugestanden	w5279
<g/>
,
sich	w5281
diesfalls	w5282
bey	w5283
ermeldter	w5284
Cassa	w5285
nach	w5286
eines	w5287
jeglichen	w5288
Belieben	w5289
al=sogleich	w5290
<g/>
=
zu	w5292
melden	w5293
<g/>
,
als	w5295
welche	w5296
sodann	w5297
zu	w5298
ihrer	w5299
Befriedigung	w5300
das	w5301
weitere	w5302
zu	w5303
veranstalten	w5304
bereits	w5305
angewiesen	w5306
ist	w5307
<g/>
.
Hingegen	w5309
sollen	w5310
</p>
<p id="p51">
III	w5311
<g/>
.
Diejenige	w5313
inn	w5314
<g/>
=
und	w5316
ausländische	w5317
Jnnha=ber	w5318
<g/>
=
obbemeldter	w5320
Papieren	w5321
<g/>
,
welche	w5323
in	w5324
dem	w5325
festge=setzten	w5326
<g/>
=
3	w5328
<g/>
.
