"Lfd_Nr_G","ID_G","G","GG","GGG","GGG_kompakt","GGGS","Stichwort_G","Löschen","Militär"
692,1000529,1,5,1,151,,,false,false
693,1000530,1,5,1,151,,,false,false
694,1000531,1,5,1,151,,,false,false
695,1000532,1,5,1,151,,,false,false
696,1000533,1,5,1,151,,,false,false
697,1000534,1,5,1,151,,,false,false
698,1000535,2,5,1,251,,,false,false
699,1000536,1,5,1,151,,,false,false
700,1000537,1,2,1,121,,,false,true
701,1000538,1,2,1,121,,,false,true
702,1000539,1,2,1,121,,,false,false
703,1000540,3,1,1,311,,,false,false
704,1000540,3,1,3,313,,,false,false
705,1000541,1,6,4,164,,,false,false
706,1000542,1,5,1,151,,,false,false
707,1000543,1,5,1,151,,,false,false
708,1000544,1,5,1,151,,,false,false
709,1000545,1,5,1,151,,,false,false
710,1000546,1,5,1,151,,,false,false
711,1000547,3,1,1,311,,,false,false
712,1000548,1,1,6,116,,,false,false
713,1000549,1,1,6,116,,,false,false
714,1000550,1,1,6,116,,,false,false
715,1000551,1,4,5,145,,,false,true
716,1000552,1,4,5,145,,,false,false
717,1000553,1,1,1,111,,,false,false
718,1000553,1,2,2,122,,,false,false
719,1000554,1,1,3,113,,,false,false
720,1000554,4,1,1,411,,,false,false
721,1000555,1,2,1,121,,,false,false
722,1000555,1,1,3,113,,,false,false
725,1000556,2,1,0,210,,,false,false
726,1000556,1,3,8,138,,,false,false
727,1000557,1,2,1,121,,,false,false
728,1000557,1,5,9,159,,,false,false
729,1000558,1,1,3,113,,,false,false
730,1000558,1,2,1,121,,,false,false
731,1000559,1,2,1,121,,,false,true
732,1000555,3,3,1,331,,,false,false
733,1000555,3,3,3,333,,,false,false
734,1000560,3,3,1,331,,,false,false
735,1000560,1,2,1,121,S,,false,false
736,1000561,4,3,3,433,,Guinea,false,false
737,1000561,3,3,3,333,,,false,false
738,1000562,3,3,3,333,,,false,false
739,1000562,1,1,3,113,,,false,false
740,1000563,1,2,1,121,,,false,false
741,1000563,1,5,9,159,,,false,false
742,1000564,1,1,3,113,,,false,false
743,1000565,1,1,3,113,,,false,false
744,1000566,1,1,3,113,,,false,false
745,1000567,1,1,3,113,,,false,true
746,1000568,1,5,6,156,BY,,false,false
747,1000569,1,5,2,152,Tr,,false,false
748,1000570,1,5,2,152,Tr,,false,false
749,1000571,1,5,8,158,Hb,,false,false
750,1000572,1,5,3,153,Zw,,false,false
751,1000573,1,5,2,152,KL,,false,false
752,1000574,1,5,3,153,Pf,,false,false
753,1000575,1,5,1,151,,,false,false
754,1000576,1,5,1,151,,,false,false
755,1000577,1,5,1,151,,,false,false
756,1000578,1,5,1,151,,,false,false
757,1000579,1,5,1,151,,,false,false
758,1000580,1,5,1,151,,,false,false
759,1000581,1,5,1,151,,,false,false
760,1000582,1,6,8,168,,,false,false
761,1000583,1,6,8,168,,,false,false
762,1000585,1,1,3,113,,,false,false
763,1000585,1,5,9,159,,,false,false
764,1000586,1,1,3,113,,,false,false
765,1000586,1,5,1,151,,,false,false
766,1000587,1,5,1,151,,,false,false
767,1000588,1,5,1,151,,,false,false
768,1000589,2,2,0,220,,,false,false
769,1000590,4,1,2,412,,,false,false
770,1000590,4,1,4,414,,,false,false
771,1000591,4,1,0,410,,,false,false
772,1000592,1,2,1,121,,,false,true
773,1000593,1,2,1,121,,,false,false
774,1000594,3,1,1,311,,,false,false
775,1000594,1,2,1,121,,,false,true
776,1000594,1,1,3,113,,,false,true
777,1000595,3,3,1,331,,,false,false
778,1000596,1,2,1,121,,,false,false
779,1000597,3,1,1,311,,,false,false
780,1000598,1,1,3,113,,,false,true
781,1000599,1,1,3,113,,,false,false
782,1000600,1,1,3,113,,,false,false
783,1000601,1,2,1,121,,,false,true
784,1000601,1,1,3,113,,,false,true
785,1000602,1,2,1,121,,,false,false
786,1000603,1,2,1,121,,,false,false
787,1000603,1,1,3,113,,,false,false
788,1000604,3,1,1,311,,,false,false
789,1000604,3,1,3,313,,,false,false
790,1000605,1,1,5,115,,,false,false
791,1000606,1,1,5,115,,,false,true
792,1000607,1,2,1,121,,,false,false
793,1000608,1,2,1,121,,,false,false
794,1000608,1,1,3,113,,,false,false
795,1000608,1,1,5,115,,,false,false
796,1000609,1,5,1,151,,,false,false
797,1000610,1,5,9,159,,,false,false
798,1000611,1,5,9,159,,,false,false
799,1000612,1,5,9,159,,,false,false
800,1000613,1,5,9,159,,,false,false
801,1000614,1,5,2,152,Tr,,false,false
802,1000615,1,5,2,152,Tr,,false,false
803,1000616,1,5,1,151,,,false,false
804,1000617,1,5,1,151,,,false,false
805,1000618,1,5,1,151,,,false,false
806,1000619,1,5,1,151,,,false,false
807,1000620,1,5,1,151,,,false,false
808,1000621,1,1,3,113,,,false,false
809,1000622,1,1,3,113,,,false,false
810,1000623,1,2,1,121,S,,false,false
811,1000623,1,1,3,113,,,false,false
812,1000624,1,2,1,121,,,false,false
813,1000624,1,1,5,115,,,false,false
814,1000625,1,1,2,112,,,false,false
815,1000626,1,2,1,121,,,false,false
816,1000627,1,2,1,121,,,false,false
817,1000627,2,1,0,210,,,false,false
818,1000628,1,2,2,122,,,false,false
819,1000628,1,6,8,168,,,false,false
820,1000629,1,2,2,122,,,false,false
821,1000630,1,2,2,122,,,false,false
822,1000631,1,2,3,123,,,false,false
823,1000632,1,2,3,123,,,false,true
824,1000633,1,2,3,123,,,false,true
825,1000634,1,5,9,159,,,false,false
826,1000635,1,5,9,159,,,false,false
827,1000636,1,5,9,159,,,false,false
828,1000637,1,1,3,113,,,false,false
829,1000637,1,5,9,159,,,false,false
830,1000638,1,5,9,159,,,false,false
831,1000639,1,5,1,151,,,false,false
832,1000640,1,5,1,151,,,false,false
833,1000641,1,3,4,134,,,false,false
834,1000641,1,1,3,113,,,false,false
835,1000642,1,1,3,113,,,false,true
836,1000643,1,2,1,121,,,false,false
837,1000643,7,1,5,715,,"Madera, In.",false,false
838,1000644,7,1,5,715,,"Fonzala, In.",false,false
839,1000645,1,3,1,131,,,false,false
840,1000646,1,3,1,131,,,false,false
841,1000646,1,1,1,111,,,false,false
842,1000646,1,1,2,112,,,false,false
843,1000646,4,0,2,402,,,false,false
844,1000647,1,4,5,145,,,false,true
845,1000648,1,4,5,145,,,false,false
846,1000649,1,3,4,134,K,,false,false
847,1000650,1,3,1,131,,,false,false
848,1000650,1,3,9,139,,,false,false
849,1000651,1,3,1,131,,,false,false
850,1000652,1,3,1,131,,,false,false
851,1000653,1,4,5,145,,,false,false
852,1000653,1,1,3,113,,,false,false
853,1000653,1,1,2,112,,,false,false
854,1000654,1,2,1,121,,,false,false
855,1000654,1,4,5,145,,,false,false
856,1000655,1,2,1,121,,,false,false
857,1000655,4,1,4,414,,,false,false
858,1000656,4,1,2,412,,,false,false
859,1000656,4,1,3,413,,,false,false
860,1000656,4,1,4,414,,,false,false
861,1000657,1,1,2,112,,,false,false
862,1000657,1,3,1,131,,,false,false
863,1000658,1,1,2,112,,,false,false
864,1000658,1,1,1,111,,,false,false
865,1000659,1,3,1,131,,,false,false
866,1000660,1,3,1,131,,,false,false
867,1000660,1,5,2,152,Tr,,false,false
868,1000661,3,3,3,333,,,false,false
869,1000662,3,1,3,313,,,false,false
870,1000662,3,1,1,311,,,false,false
871,1000663,1,2,1,121,,,false,false
872,1000664,1,2,1,121,,,false,false
873,1000665,1,2,1,121,,,false,true
874,1000666,3,3,1,331,,,false,true
875,1000667,1,2,1,121,,,false,false
876,1000667,1,1,1,111,,,false,false
877,1000668,1,1,1,111,,,false,false
878,1000669,1,1,3,113,,,false,false
879,1000669,1,2,1,121,,,false,false
880,1000670,1,2,1,121,,,false,false
881,1000670,1,5,9,159,,,false,false
882,1000671,1,1,3,113,,,false,false
883,1000671,1,5,9,159,,,false,false
884,1000672,1,1,3,113,,,false,false
885,1000672,1,1,5,115,,,false,false
886,1000673,1,1,3,113,,,false,false
887,1000673,1,5,3,153,Pf,,false,false
888,1000674,1,1,5,115,,,false,false
889,1000675,1,1,5,115,,,false,false
890,1000675,4,1,4,414,,,false,false
891,1000676,1,5,1,151,,,false,false
892,1000677,1,5,1,151,,,false,false
893,1000678,1,2,3,123,,,false,false
894,1000678,1,5,1,151,,,false,false
895,1000679,1,5,1,151,,,false,false
896,1000681,1,5,1,151,,,false,false
897,1000682,1,5,1,151,,,false,false
898,1000683,1,5,1,151,,Mantua,false,false
899,1000684,1,5,1,151,,,false,false
900,1000685,1,5,1,151,,,false,false
901,1000686,1,5,1,151,,,false,false
902,1000687,1,5,1,151,,,false,false
903,1000688,1,5,1,151,,,false,false
904,1000689,1,5,1,151,,,false,false
905,1000690,1,5,0,150,,,false,false
906,1000691,1,5,1,151,,,false,false
907,1000692,1,2,1,121,,,false,false
908,1000692,1,6,8,168,,,false,false
909,1000693,1,1,2,112,,,false,false
910,1000694,1,1,2,112,,,false,false
911,1000695,1,2,1,121,I,,false,false
912,1000696,1,2,1,121,,,false,true
913,1000696,3,1,1,311,,,false,false
914,1000696,1,2,1,121,I,,false,false
915,1000696,1,1,3,113,,,false,true
916,1000697,1,2,1,121,,,false,false
917,1000697,3,1,1,311,,,false,false
918,1000697,3,3,1,331,,,false,false
919,1000698,1,1,3,113,,,false,false
920,1000699,1,1,3,113,,,false,true
921,1000700,1,1,3,113,,,false,false
922,1000700,1,2,1,121,,,false,false
923,1000701,1,1,3,113,,,false,true
924,1000702,3,1,3,313,,,false,false
925,1000702,3,3,3,333,,,false,false
926,1000702,1,2,3,123,,,false,true
927,1000704,1,2,3,123,,,false,false
928,1000705,1,2,3,123,,,false,false
929,1000706,1,2,3,123,,,false,true
930,1000707,1,2,3,123,,,false,false
931,1000708,1,2,3,123,,,false,true
932,1000709,1,5,8,158,Hb,,false,false
933,1000710,1,1,3,113,,,false,true
934,1000711,1,1,3,113,,,false,true
935,1000712,1,5,4,154,Wü,,false,false
936,1000713,1,5,1,151,,,false,false
937,1000714,1,5,1,151,,,false,true
938,1000715,1,5,1,151,,,false,false
939,1000716,1,5,1,151,,,false,false
940,1000717,1,5,1,151,,,false,false
941,1000718,1,5,1,151,,,false,false
942,1000719,1,5,1,151,,,false,false
943,1000720,1,1,4,114,,,false,false
944,1000721,1,5,1,151,,,false,false
945,1000722,1,5,1,151,,,false,false
946,1000723,1,5,1,151,,,false,false
947,1000724,1,2,1,121,,,false,false
948,1000725,3,0,1,301,,,false,false
949,1000726,1,2,1,121,,,false,false
950,1000727,1,2,1,121,,,false,false
951,1000728,1,2,1,121,,,false,false
952,1000729,3,3,1,331,,,false,false
953,1000729,3,3,3,333,,,false,false
954,1000729,1,1,9,119,,,false,true
955,1000730,1,2,1,121,,,false,true
956,1000731,1,1,3,113,,,false,true
957,1000731,1,2,1,121,,,false,true
958,1000732,3,1,1,311,,,false,false
959,1000732,3,1,3,313,,,false,false
960,1000733,1,1,3,113,,,false,true
961,1000734,1,1,3,113,,,false,false
962,1000735,1,1,3,113,,,false,false
963,1000736,1,2,1,121,,,false,true
964,1000737,1,6,8,168,,,false,false
965,1000738,1,6,1,161,,,false,false
966,1000738,2,1,0,210,,,false,false
967,1000739,2,1,0,210,,,false,false
968,1000739,1,6,1,161,,,false,false
969,1000740,1,5,2,152,Pf,Jülich,false,false
970,1000741,1,5,4,154,Wü,,false,false
971,1000742,1,1,3,113,,,false,true
972,1000743,1,1,3,113,,,false,true
973,1000744,1,1,3,113,,,false,true
974,1000745,1,5,1,151,,,false,false
975,1000746,1,5,1,151,,,false,false
976,1000747,1,5,1,151,,,false,false
977,1000748,1,5,1,151,,,false,false
978,1000749,1,5,1,151,,,false,false
979,1000750,1,5,1,151,,,false,false
980,1000751,1,1,3,113,,,false,false
981,1000751,1,2,1,121,,,false,false
982,1000752,1,5,1,151,,,false,false
983,1000753,3,3,1,331,,,false,false
984,1000753,3,3,3,333,,,false,false
985,1000754,1,1,3,113,,,false,false
986,1000754,1,1,1,111,,,false,false
987,1000755,1,1,1,111,,,false,false
988,1000755,1,1,2,112,,,false,false
989,1000756,1,1,2,112,,,false,false
990,1000756,1,4,5,145,,,false,false
991,1000757,1,1,2,112,,,false,false
992,1000757,1,4,5,145,,,false,false
993,1000758,1,2,1,121,,,false,false
994,1000758,1,4,5,145,,,false,false
995,1000759,1,3,7,137,,,false,false
996,1000759,1,3,1,131,,,false,false
997,1000760,1,3,7,137,,,false,false
998,1000761,1,3,1,131,,,false,false
999,1000762,1,3,4,134,K,,false,false
1000,1000763,1,1,3,113,,,false,true
1001,1000764,1,1,2,112,,,false,false
1002,1000764,1,3,4,134,,,false,false
1003,1000765,1,1,2,112,,,false,false
1004,1000765,3,2,2,322,,,false,false
1005,1000766,1,3,1,131,,,false,false
1006,1000767,1,3,1,131,,,false,false
1007,1000768,1,3,1,131,,,false,false
1008,1000769,7,1,1,711,,"St. Helena, In.",false,false
1009,1000771,1,1,3,113,,,false,true
1010,1000772,1,1,3,113,,,false,true
1011,1000773,1,1,3,113,,,false,false
1012,1000774,3,1,3,313,,,false,false
1013,1000775,1,1,5,115,,,false,false
1014,1000775,1,1,3,113,,,false,false
1015,1000775,1,2,1,121,,,false,false
1016,1000776,1,1,5,115,,,false,false
1017,1000776,1,5,2,152,Tr,,false,false
1018,1000777,1,1,4,114,,,false,false
1019,1000778,1,5,7,157,Sa,,false,false
1020,1000779,1,5,8,158,BwL,,false,true
1021,1000780,1,5,8,158,Hst,,false,true
1022,1000781,1,5,1,151,,,false,false
1023,1000782,1,5,1,151,,,false,false
1024,1000783,1,5,1,151,,,false,false
1025,1000784,1,5,1,151,,,false,false
1026,1000785,1,5,1,151,,,false,false
1027,1000786,1,2,1,121,,,false,false
1028,1000786,1,1,3,113,,,false,false
1029,1000786,3,1,1,311,,,false,false
1030,1000786,3,1,3,313,,,false,false
1031,1000786,1,0,0,100,,,false,false
1032,1000787,1,5,1,151,,,false,false
1033,1000788,1,2,1,121,,,false,false
1034,1000788,2,1,4,214,,,false,false
1035,1000788,1,3,0,130,,,false,false
1036,1000788,1,1,5,115,,,false,false
1037,1000789,4,1,0,410,,,false,false
1038,1000790,1,2,1,121,,,false,false
1039,1000790,1,1,5,115,,,false,false
1040,1000788,1,1,2,112,,,false,false
1041,1000789,4,1,5,415,,,false,false
1042,1000789,4,1,4,414,,,false,false
1045,1000791,4,1,0,410,,,false,false
1046,1000792,4,1,5,415,,,false,false
1047,1000793,1,3,8,138,,,false,true
1048,1000794,1,3,8,138,,,false,false
1049,1000795,1,2,1,121,,,false,true
1050,1000795,1,2,1,121,S,,false,false
1051,1000795,3,1,1,311,,,false,false
1053,1000795,1,5,3,153,HK,Söldner,false,true
1054,1000795,1,1,6,116,,Soldnertruppen,false,true
1055,1000796,1,1,3,113,,,false,false
1056,1000797,1,1,3,113,,,false,true
1057,1000798,1,1,3,113,,,false,true
1058,1000799,1,1,3,113,,,false,false
1059,1000800,1,2,3,123,,,false,false
1060,1000801,1,2,3,123,,,false,false
1061,1000802,1,2,3,123,,,false,false
1062,1000802,1,2,3,123,I,,false,false
1063,1000799,1,2,3,123,,,false,false
1064,1000799,1,5,8,158,Hst,,false,false
1065,1000803,1,2,3,123,,,false,false
1066,1000804,1,2,3,123,,,false,false
1067,1000805,1,5,7,157,Sa,,false,false
1068,1000806,1,5,7,157,Sa,,false,false
1069,1000807,1,5,4,154,Ell,,false,false
1070,1000808,1,5,8,158,Hil,,false,false
1071,1000809,1,5,4,154,,,false,false
1072,1000810,1,5,1,151,Bö,,false,false
1073,1000811,1,5,1,151,,,false,false
1074,1000812,1,5,1,151,,,false,false
1075,1000813,1,5,1,151,,,false,false
1076,1000814,1,5,1,151,,,false,false
1077,1000815,1,5,1,151,,,false,false
1078,1000816,1,5,1,151,,,false,false
1079,1000817,1,5,1,151,,,false,false
1080,1000818,1,5,1,151,,,false,false
1081,1000819,1,5,1,151,,,false,false
1082,1000820,1,5,1,151,,,false,false
1083,1000821,1,5,1,151,,,false,false
1084,1000822,1,5,1,151,,,false,false
1085,1000823,1,5,1,151,,,false,false
1086,1000824,1,0,0,100,,,false,false
1087,1000825,1,5,1,151,,,false,false
1088,1000826,1,1,3,113,,,false,true
1089,1000827,1,1,3,113,,,false,false
1090,1000827,1,3,4,134,,,false,false
1091,1000828,1,2,1,121,,,false,true
1092,1000828,1,7,5,175,,,false,true
1093,1000828,1,7,4,174,,,false,true
1094,1000829,1,2,1,121,,,false,false
1095,1000830,1,2,1,121,,,false,false
1096,1000830,2,0,1,201,,,false,false
1097,1000830,3,3,1,331,,,false,false
1098,1000830,1,1,1,111,,,false,false
1099,1000830,1,1,2,112,,,false,false
1100,1000831,1,2,1,121,,,false,false
1101,1000832,1,2,1,121,,,false,false
1102,1000833,1,2,1,121,,,false,false
1103,1000833,3,1,1,311,,,false,false
1104,1000833,4,3,1,431,,,false,false
1105,1000834,1,1,3,113,,,false,false
1106,1000835,1,2,1,121,,,false,false
1107,1000835,1,2,1,121,I,,false,false
1108,1000835,3,1,1,311,,,false,false
1109,1000835,1,1,3,113,,,false,false
1110,1000836,3,1,3,313,,,false,false
1111,1000836,1,1,3,113,,,false,false
1112,1000837,1,1,3,113,,,false,false
1113,1000837,1,2,1,121,,,false,false
1114,1000838,1,1,3,113,,,false,false
1115,1000839,1,1,3,113,,,false,false
1116,1000840,1,2,1,121,,,false,false
1117,1000840,1,1,5,115,,,false,false
1118,1000841,1,1,5,115,,,false,false
1119,1000842,1,1,5,115,,,false,false
1120,1000842,1,5,2,152,Lüt,,false,false
1121,1000842,1,5,2,152,Ac,,false,false
1122,1000842,1,5,2,152,KL,,false,false
1123,1000843,1,5,2,152,Tr,,false,false
1124,1000844,1,5,2,152,Tr,,false,false
1125,1000844,1,5,2,152,KL,,false,false
1126,1000845,1,5,2,152,Tr,,false,false
1127,1000845,1,5,3,153,Pf,,false,false
1128,1000846,1,5,2,152,Tr,,false,false
1129,1000846,1,5,3,153,Wo,,false,false
1130,1000846,1,5,2,152,HK,Schaumburg,false,false
1131,1000847,1,2,2,122,,,false,false
1132,1000847,1,2,3,123,,,false,false
1133,1000847,1,5,8,158,Hb,,false,false
1134,1000848,1,5,8,158,Hb,,false,false
1135,1000848,1,5,4,154,Wü,,false,false
1136,1000849,1,5,2,152,,,false,false
1137,1000849,1,5,3,153,,Oberrheinischer Kreis,false,false
1138,1000850,1,5,5,155,Nü,,false,false
1139,1000850,1,5,9,159,,,false,false
1140,1000851,1,5,1,151,,,false,false
1141,1000852,1,5,1,151,,,false,false
1142,1000853,1,5,1,151,,,false,false
1143,1000854,1,5,1,151,,,false,false
1144,1000855,1,5,1,151,,,false,false
1145,1000856,1,1,3,113,,,false,false
1146,1000857,1,5,2,152,Mz,,false,false
1147,1000857,1,5,3,153,HD,,false,false
1148,1000858,1,5,5,155,Nü,,false,false
1149,1000859,1,1,2,112,,,false,false
1150,1000859,1,3,4,134,,,false,false
1153,1000860,1,2,1,121,I,,false,false
1154,1000860,3,1,1,311,,,false,false
1155,1000861,1,2,1,121,I,,false,false
1156,1000862,1,2,1,121,,,false,false
1157,1000863,1,2,1,121,,,false,false
1158,1000863,2,1,4,214,,,false,false
1159,1000864,1,2,1,121,,,false,true
1160,1000865,1,2,1,121,,,false,false
1161,1000865,1,5,9,159,,,false,false
1162,1000866,1,2,1,121,,,false,true
1163,1000867,1,2,1,121,,,false,false
1164,1000867,1,5,3,153,HK,Söldner,false,true
1165,1000867,3,1,1,311,,,false,false
1166,1000867,3,3,1,331,,,false,false
1168,1000868,1,1,3,113,,,false,false
1169,1000868,1,5,2,152,Ac,,false,false
1170,1000869,1,1,3,113,,,false,false
1171,1000870,1,1,3,113,,,false,false
1172,1000871,1,1,4,114,,,false,false
1173,1000872,1,1,3,113,,,false,false
1174,1000872,1,2,3,123,,,false,false
1175,1000873,1,2,1,121,,,false,true
1176,1000874,1,5,2,152,Nw,,false,false
1177,1000874,1,1,3,113,,,false,false
1178,1000874,1,5,2,152,Pf,Berg,false,false
1179,1000875,1,1,3,113,,,false,false
1180,1000876,1,1,3,113,,,false,false
1181,1000877,1,1,3,113,,,false,false
1182,1000878,1,1,3,113,,,false,true
1183,1000879,1,5,2,152,KL,,false,false
1184,1000880,1,5,1,151,,,false,false
1185,1000881,1,5,1,151,,,false,false
1186,1000882,1,5,1,151,,,false,false
1187,1000883,1,5,1,151,,,false,false
1188,1000884,1,5,1,151,,,false,false
1189,1000885,1,5,6,156,Reg,,false,false
1190,1000886,1,1,1,111,,,false,false
1191,1000887,1,2,1,121,,,false,false
1192,1000887,1,1,1,111,,,false,false
1193,1000888,1,1,1,111,,,false,false
1194,1000889,1,2,1,121,,,false,true
1195,1000889,3,1,1,311,,,false,false
1196,1000890,1,2,1,121,,,false,true
1197,1000891,1,2,1,121,,,false,false
1198,1000892,1,1,3,113,,,false,false
1199,1000892,1,2,1,121,,,false,false
1200,1000893,1,1,3,113,,,false,false
1201,1000894,1,1,5,115,,,false,false
1202,1000895,1,1,3,113,,,false,false
1203,1000895,1,1,5,115,,,false,false
1204,1000896,1,2,2,122,,,false,false
1205,1000897,1,2,2,122,,,false,false
1206,1000898,1,5,2,152,KL,,false,false
1207,1000898,1,5,3,153,HK,,false,false
1208,1000899,1,5,2,152,Pr,Kleve,false,false
1209,1000899,1,5,2,152,Rvg,,false,false
1210,1000899,1,5,9,159,Mbg,Magdeburg,false,false
1211,1000900,1,5,6,156,By,,false,false
1212,1000901,1,5,1,151,,,false,false
1213,1000902,1,5,1,151,,,false,false
1214,1000903,1,5,1,151,,,false,false
1215,1000904,1,5,1,151,,,false,false
1216,1000905,1,5,1,151,,,false,false
1217,1000906,1,5,1,151,,,false,false
1218,1000907,1,5,1,151,,,false,false
1219,1000908,1,5,1,151,,,false,false
1220,1000909,1,5,2,152,Lüt,,false,false
1221,1000910,1,5,1,151,,,false,false
1222,1000911,1,2,1,121,,,false,false
1223,1000912,1,2,1,121,,,false,true
1224,1000913,3,1,3,313,,,false,false
1225,1000914,1,1,3,113,,,false,false
1226,1000915,1,1,3,113,,,false,false
1227,1000916,1,1,3,113,,,false,false
1228,1000917,1,1,3,113,,,false,true
1229,1000918,1,5,9,159,Mbg,Magdeburg,false,false
1230,1000919,1,5,8,158,BwL,,false,false
1231,1000919,1,5,3,153,HK,Söldner,false,true
1233,1000919,1,2,1,121,,,false,false
1234,1000920,1,5,8,158,BwL,,false,false
1235,1000922,4,1,2,412,,,false,false
1236,1000923,1,0,0,100,,,false,false
1237,1000923,4,1,0,410,,,false,false
1238,1000923,4,1,5,415,,,false,false
1239,1000923,4,1,4,414,,,false,false
1240,1000923,4,1,2,412,,,false,false
1241,1000924,1,1,1,111,,,false,false
1242,1000925,1,1,1,111,,,false,false
1243,1000926,1,1,1,111,,,false,false
1244,1000927,1,1,1,111,,,false,false
1245,1000928,1,1,2,112,,,false,false
1246,1000928,3,3,2,332,,,false,false
1247,1000929,1,3,4,134,K,,false,false
1248,1000930,1,3,8,138,,,false,false
