"ID_A","A","AA","AAA","AAA_kompakt","AAAS","Stichwort_A","WDH","Löschen"
2006135,2,3,0,230,,All. im Bm. Münster,1,false
2006136,2,6,0,260,,Bei Hameln,1,false
2006137,2,6,0,260,,Frz. Trp.: Ossendorf - Brakel,1,false
2006138,2,3,0,230,,Reichsarmee in Sachsen (bei Naumburg),1,false
2006139,2,0,4,204,,Pontobrücke von Hochwasser weggerissen,1,false
2006140,2,0,9,209,,Pr. Deserteure,1,false
2006141,2,6,0,260,,Österr. Trp.:  Schlesien - Dresden,1,false
2006142,3,6,8,368,,,1,false
2006143,3,6,0,360,,Festessen,1,false
2006144,3,6,0,360,,Besuch bei Fst. Lichtenstein,1,false
2006145,2,0,9,209,,Pr. Deserteure in Gt. Mansfeld eingebracht,1,false
2006146,2,6,0,260,,All. Trp.: Osterode - Ellrich,1,false
2006147,2,6,0,260,,In Sachsen und Thüringen,1,false
2006148,2,5,0,250,P,Frz. Operationspläne im Mittelmeer,1,false
2006149,3,0,4,304,,Ausbau des Seehafens Marseille,1,false
2006150,2,7,0,270,,"Nossen, 05.11.61",1,false
2006151,3,9,0,390,,Sturmwetter in Andalusien,1,false
2006152,2,2,0,220,P,Frz. Flottenkommandeure,1,false
2006153,1,1,1,111,P,Cadiz-Veracruz,1,false
2006154,1,1,1,111,,Frz. Handelsgeschäfte in Mexiko,1,false
2006155,1,1,0,110,,Frz. Botschafter informiert Holl. über Verhandlung mit Spanien,1,false
2006156,3,2,0,320,M,Generalstaaten beschließen Truppenvermehrung,1,false
2006157,2,6,0,260,,Frz. Trp.: Borken - Dorsten,1,false
2006158,6,0,0,600,M,"FJ der frz. Armee (Hg. Broglie) im Weserbergland, 20.-29.10.61",1,false
2006159,2,3,0,230,,All. im Weserbergland,1,false
2006160,2,3,0,230,,Frz. an der Eder,1,false
2006161,2,6,0,260,,Frz. Trp.: Witzenhausen - Clausthal,1,false
2006162,2,3,0,230,,Frz. an Weser und Leine,1,false
2006163,2,6,0,260,,Im Hessischen,1,false
2006164,3,6,0,360,M,Flucht des hann. Hofs nach Stade,1,false
2006165,2,6,0,260,,In Westfalen,1,false
2006166,2,6,0,260,,In Sachsen,1,false
2006167,3,3,3,333,M,"Pr. Verbot, Felder zu besäen",1,false
2006168,2,6,0,260,,Im Hessischen,1,false
2006169,3,0,8,308,X,Jesuiten,1,false
2006170,2,6,0,260,P,Frz. Flotte gegen England,1,false
2006171,2,0,0,200,,"Kontribution an die frz. Armee von Kleve, Mark und Geldern",1,false
2006172,2,6,0,260,,In Westfalen,1,false
2006173,2,6,0,260,,In Pommern,1,false
2006174,3,2,0,320,…,Staatsfinanzen,1,false
2006175,3,2,0,320,P,Über Ausrüstung der engl. Flotte,1,false
2006176,3,2,0,320,M,Dank des Königs für die Unterstützung durch das Parlament,1,false
2006177,3,0,8,308,,König unterstützt Sache der protestantischen Religion,1,false
2006178,3,2,0,320,,Maßnahmen gegen Piraterie,1,false
2006179,2,4,0,240,,Engl. Vorbereitungen gegen frz. Angriff,1,false
2006180,2,6,0,260,P,,1,false
2006181,3,5,0,350,,,1,false
2006182,2,2,0,220,,Oberkommandowechsel bei der russ. Armee,1,false
2006183,3,6,5,365,ø,Dän. König in Rensburg,1,false
2006184,2,5,0,250,P,Russ.-swd. gemeinsame Operationspläne in Ostsee,1,false
2006185,3,6,0,360,«,Tod des Gouverneurs von Nimwegen,1,false
2006186,3,6,8,368,,,1,false
2006187,3,9,0,390,,"Brandkatastrophe in Wien (in Vorörter), 24.06.1759",1,false
2006188,4,7,0,470,M,Verordnung über Ungültigkeit der von den Preußen erzwungenen Wechsel,1,false
2006189,2,6,0,260,,In Westfalen,1,false
2006190,2,0,1,201,,Von Franzosen eroberte Fourage in Westfalen,1,false
2006191,3,8,0,380,M,Aufregung in Hannover wegen Vorrücken der Franzosen,1,false
2006192,3,9,0,390,,Feuersbrunst vernichtet Magazine in Hamburg,1,false
2006193,2,6,0,260,,In Sachsen,1,false
2006194,2,0,1,201,,,1,false
2006195,2,0,4,204,,,1,false
2006196,3,2,0,320,,Einberufung der Landstände,1,false
2006197,2,6,0,260,P,,1,false
2006198,2,4,0,240,,Engl. Vorbereitungen gegen frz. Angriff,1,false
2006199,1,1,5,115,M,Kaperei,1,false
2006200,2,4,0,240,,Engl. Vorbereitungen gegen erwartete frz. Landung,1,false
2006201,2,6,0,260,,Pr. Trp. gegen die russ. Armee,1,false
2006202,2,0,0,200,,Kontribution an die all. Armee von Fulda (Geiselnahme),1,false
2006203,2,6,0,260,,In Westfalen,1,false
2006204,3,6,0,360,,Krönungsfest der Zarin mit wissenschaftlichen Vorträgen,1,false
2006205,2,5,0,250,,Russ. Plan über weteres Vordringen in Brandenburg,1,false
2006206,2,0,1,201,,Transport von Kriegsmaterial über zugefrorenen Ladoga-See,1,false
2006207,3,6,7,367,,Gesundheitszustand des Hgs. von Kurland,1,false
2006208,1,2,0,120,,Wechsel des russ. Botschafters in Warschau,1,false
2006209,2,6,0,260,,In Westfalen,1,false
2006210,2,6,0,260,,In Franken,1,false
2006211,2,0,0,200,,Kontribution an die all. Armee vom Hzm. Berg (Geiselnahme),1,false
2006212,2,6,0,260,,Im Hessischen,1,false
2006213,2,6,0,260,,In Sachsen,1,false
2006214,2,6,0,260,,In Franken,1,false
2006215,2,6,0,260,,In Böhmen und Schlesien,1,false
2006216,2,7,0,270,,"Birawa, 19.06.1759",1,false
2006217,2,7,0,270,,"Breslau, Kanonfeuer auf russ. Soldaten",1,false
2006218,2,7,0,270,,"Friedland, 20.06.59",1,false
2006219,2,0,4,204,,In Münster und Lippstadt,1,false
2006220,2,6,0,260,P,An den frz. Küsten Nordamerika,1,false
2006221,3,6,5,365,ø,Herzogin von Mecklenburg zurück in Schwerin,1,false
2006222,3,5,0,350,,Portugal verstärkt Herrschaft in Goa,1,false
2006223,3,0,8,308,X,Jesuiten als Missionare in Asien,1,false
2006224,3,6,8,368,,,1,false
2006225,3,6,5,365,ø,Frz. Botschafter Choiseul-Stainville in Wien,1,false
2006226,7,9,8,798,X,Bekanntmachung und Anmeldung für geistliche Exerzitien,1,false
2006227,7,6,0,760,,Kgl.-kaiserl. privileg. Lotterie,1,false
2006228,2,6,0,260,,Frz. Trp.: Hildesheim - Lamspringe,1,false
2006229,2,9,0,290,,Frz. Kantonierung bei Einbeck (Hzm. Kalenberg),1,false
2006230,2,6,0,260,,Frz. Hauptquart. verlegt,1,false
2006231,2,6,0,260,,Frz. Artillerie nach Frankfurt verlegt,1,false
2006232,2,6,0,260,,Frz. Trp.: Kassel - Uslar,1,false
2006233,3,2,0,320,,Parlamentssitzungen häufiger als sonst (Fall Pitt),1,false
2006234,3,3,0,330,,Beratungen über Subsidien für 1762,1,false
2006235,2,0,5,205,,Kurier London - Pz. Ferdinand,1,false
2006236,1,2,0,120,,Charles Townsend als Botschafter für Konstantinopel vorgeschlagen,1,false
2006237,2,0,0,200,,Kontribution an die Reichsarmee von der Gft. Mansfeld,1,false
2006238,2,6,0,260,,Reichstrp.: Dippoldiswalde - Freiberg,1,false
2006239,2,7,0,270,,"Naumburg, Halle und Merseburg ohne Verst. besetzt",1,false
2006240,3,0,8,308,X,Ordensgelübde,1,false
2006241,7,6,0,760,,Kgl.-kaiserl. privileg. Lotterie Graz,1,false
2006242,7,6,0,760,,Kgl.-kaiserl. privileg. Lotterie Prag,1,false
2006243,6,1,0,610,,Vollständiger Abdruck der engl.-frz. Friedensverhandlungen,1,false
2006244,6,2,0,620,,"""Historische Beschreibung"" der frz.-engl. Friedensverhandlungen 1761",1,false
2006245,1,1,0,110,,Frz. Darstellung: England plante Krieg gegen Fr. von langer Hand,1,false
2006246,1,1,0,110,,Alte Grenzkonflikte in Amerika,1,false
2006247,1,9,0,190,,Ursachen für Allianz Frankreich - Österreich,1,false
2006248,2,7,0,270,,"Sachsen, pr. Einfall 1756 (frz. Darstellung)",1,false
2006249,3,7,8,378,,Bischofsweihe in Olmütz,1,false
2006250,3,6,8,368,ø,Anreise des Fürstbischofs von Olmütz,1,false
2006251,3,6,8,368,,Adel bei Bischofsweihe in Olmütz,1,false
2006252,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee (Laudon) in Schlesien (Freiburg), 01.-09.11.61",1,false
2006253,2,6,0,260,,Pr. Trp.: Glogau - Crossen,1,false
2006254,2,0,1,201,,Pr. Fouragierung bei Neisse,1,false
2006255,0,0,0,0,,X Österr. Überfälle auf pr. Feldwachen (gelöscht),1,true
2006256,2,6,0,260,,In Westfalen,1,false
2006257,2,7,0,270,,"Fürstenberg, 14.06.59",1,false
2006258,2,7,0,270,,Eroberung hann. Magazine durch frz. Trp.,1,false
2006259,0,9,0,90,,WD-Quartalbezahlungsmahnung,1,false
2006260,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. und Reichsarmee in Franken (Eglsdorf bei Hofheim), 13.-23.06.59",1,false
2006261,2,0,0,200,,Brotverteilung von Franzosen an Arme in Kassel,1,false
2006262,2,0,0,200,,Gute Mannzuch frz. Trp. in Kassel,1,false
2006263,2,0,0,200,,Kontribution an die frz. Armee von Kassel,1,false
2006264,3,6,0,360,M,Flucht des hess. Hofes nach Bremen,1,false
2006265,3,3,0,330,,Münzwesen,1,false
2006267,2,0,9,209,,Gefangennahme eines sächs. Deserteurs,1,false
2006268,2,6,0,260,,In Westfalen,1,false
2006269,3,6,0,360,«,Geburt des Pz. Friedrich Ludwig zu Hessen-Hanau-Lichtenberg,1,false
2006270,2,6,0,260,,In Westfalen,1,false
2006271,2,7,0,270,P,"Mittelmeer: Scharmützel vor Toulon, 06.06.59",1,false
2006272,3,9,0,390,,Blitzschlag verursacht Explosion von Pulverturm,1,false
2006273,3,4,0,340,,Anklage gegen Jagdbedienten,1,false
2006274,3,9,0,390,,Feuersbrunst in Kopenhagen,1,false
2006275,3,0,8,308,[,Juden (Antitalmudisten) erbitten Aufnahme in katholische Kirche,1,false
2006276,1,1,8,118,,,1,false
2006277,3,0,6,306,ø,Naturwissenschaftler auf der Reise nach Ägypten,1,false
2006278,3,0,9,309,,Fest anläßlich 57-jährigem Ehejubiläums,1,false
2006279,2,7,0,270,,Grimmen,1,false
2006280,2,6,0,260,,In Schlesien,1,false
2006281,2,0,4,204,,Brückenzerstörung an der Neiße durch Pr.,1,false
2006282,2,3,0,230,,In Schlesien,1,false
2006283,3,6,8,368,,,1,false
2006284,1,2,0,120,,Ankunftsaudienz des frz. Botschafters Choiseul-Stainville,1,false
2006285,2,6,0,260,,In Böhmen,1,false
2006286,3,0,6,306,,Vortrag über Jura,1,false
2006287,7,9,8,798,X,Bekanntmachung und Anmeldung für geistliche Exerzitien,1,false
2006288,2,2,0,220,,Entlassung eines Offiziers wegen Korruption,1,false
2006289,1,1,0,110,,Kapitulation der Franzosen auf der Insel Guadeloupe,1,false
2006290,2,0,9,209,,Anklage gegen engl. Offiziere wegen Pflichtverletzung,1,false
2006291,3,2,0,320,,Abschaffung der Pfarrhospitäler und Einrichtung besonderer Armenhäuser,1,false
2006292,2,1,0,210,P,Mangel an Matrosen,1,false
2006293,2,0,6,206,P,Frz. Einsatz neuer Feuerpfeile im Kampf gegen engl. Schiffe,1,false
2006294,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. und Reichsarmee in Franken (Friesenhausen), 24.-28.06.59",1,false
2006295,2,0,0,200,,Starke Ablehnung gegenüber den österr. Trp. in Hessen,1,false
2006296,2,0,1,201,,All. schützen Magazine vor frz. Übergriffen,1,false
2006297,2,6,7,267,,Hann. Lazarettentransport in Westfalen,1,false
2006298,2,6,0,260,,Engl. Rückzug aus Deutschland,1,false
2006299,2,3,0,230,,Schlechte Stimmung in All. Armee,1,false
2006300,2,0,0,200,,Behandlung der hess. Bevölkerung durch frz. Militär (+),1,false
2006301,2,7,0,270,,"Maifritzdorf, 30.06.59",1,false
2006302,2,6,0,260,,In Westfalen,1,false
2006303,2,7,0,270,,"Hessen, Frz. erbeuten Fourage",1,false
2006304,2,0,0,200,,Kontribution an die frz. Armee von Hessen-Kassel,1,false
2006305,2,3,0,230,,In Pommern,1,false
2006306,2,6,0,260,P,In der Ostsee,1,false
2006307,3,3,0,330,,Große Not in Mecklenburg,1,false
2006308,2,6,0,260,,In Westfalen,1,false
2006309,3,6,0,360,M,Flucht des hess. Hofes nach Bremen,1,false
2006310,3,6,7,367,,Kritischer Gesundheitszustand des hess. Landgrafen Wilhelm VII.,1,false
2006311,2,6,0,260,,Frz. Eindringen nach Hannover,1,false
2006312,1,1,0,110,,,1,false
2006313,2,3,0,230,,Erwartung einer großen frz.-hann. Schlacht,1,false
2006314,2,0,7,207,,,1,false
2006315,2,0,0,200,,Kriegsgefangene: österr. und Reichskriegsgefangene in pr. Gefangenschaft,1,false
2006316,2,5,0,250,,Engl. Kriegspläne gegen Frankreich,1,false
2006317,2,4,0,240,,Engl. Vorbereitungen zur Eroberung von Quebec,1,false
2006318,3,1,0,310,,Engl. Staatsministerium berät über Krieg in Deutschland und gegen Frankreich,1,false
2006319,3,1,0,310,,Unzufriedenheit des engl. Staatsministeriums über Behandlung der Franzosen auf Guadeloupe,1,false
2006320,1,1,5,115,M,Kaperei,1,false
2006321,1,1,0,110,,Marokkanische Lösegeldforderungen für engl. Schiffbrüchige,1,false
2006322,2,6,0,260,,In Schlesien,1,false
2006323,2,6,0,260,,In Westfalen,1,false
2006324,2,3,0,230,,Erwartung einer großen frz.-hann. Schlacht,1,false
2006325,2,7,0,270,,"Hessen, Frz. erbeuten hann. Magazine",1,false
2006326,2,3,0,230,,In Westfalen,1,false
2006327,3,9,0,390,,"""Feuersäule"" verursacht merkwürdige Brände",1,false
2006328,3,6,8,368,,,1,false
2006329,2,7,0,270,,Nordafrika: Angriff auf die span. Festung Oran,1,false
2006330,3,9,0,390,,Feuersbrunst vom Gewitter verursacht,1,false
2006331,3,6,5,365,ø,,1,false
2006332,3,0,6,306,,,1,false
2006333,2,8,0,280,P,Frz. Flottenstärke/Zusammensetzung,1,false
2006334,2,7,0,270,,"Westindien: Guadeloupe, Übergabe",1,false
2006335,2,7,0,270,,"Frankreich: Toulon, 06.06.59",1,false
2006336,1,2,0,120,,Ankunftsaudienz des frz. Botschafters Choiseul-Stainville,1,false
2006337,2,7,0,270,,"Maifritzdorf, 30.06.59",1,false
2006338,2,7,0,270,,"Wünnenberg, 14.06.59",1,false
2006339,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in Böhmen (Bredl), 27.06.-02.07.59",1,false
2006340,3,6,0,360,,Fest zum Jahrestag der Abwehr der pr. Belagerung,1,false
2006341,6,9,0,690,,Jahrestag der Abwehr der pr. Belagerung von Olmütz,1,false
2006342,3,0,0,300,,Änderung des Stadtwappens von Olmütz,1,false
2006343,3,7,0,370,,,1,false
2006344,2,6,0,260,,In Westfalen,1,false
2006345,2,0,4,204,,In Lippstadt,1,false
2006346,2,6,0,260,,Im Hessischen,1,false
2006347,2,0,1,201,,Bau frz. Magazine in Hessen,1,false
2006348,2,0,9,209,,Hann. Deserteure zu frz. Armee,1,false
2006349,2,4,0,240,,Vorbereitung gegen frz. Angriff auf Hannover,1,false
2006350,2,6,0,260,,In Westfalen,1,false
2006351,2,6,0,260,,In Sachsen,1,false
2006352,2,0,4,204,,In Leipzig,1,false
2006353,2,6,0,260,,In Westfalen,1,false
2006354,2,0,4,204,,In Lippstadt,1,false
2006355,2,6,0,260,,Pr. Trp. gegen die russ. Armee,1,false
2006356,2,0,1,201,,Poln. Proviant für pr. Armee,1,false
2006357,1,4,0,140,M,Pr.-russ. und pr.-frz. Kartelle über Kriegsgefangenenaustausch,1,false
2006358,2,6,0,260,,Im Hessischen,1,false
2006359,2,1,0,210,,Pressen der hess. Bäcker für Reichsarmee,1,false
2006360,2,0,0,200,,Kontribution an die frz. Armee von Hessen-Kassel,1,false
2006361,4,0,0,400,M,Frz. Reglements zur Erhaltung der guten Ordnung in Kassel,1,false
2006362,2,0,1,201,,Bereitwillige Versorgung der Reichsarmee in Thüringen,1,false
2006363,2,0,9,209,,Unruhen in pr. Leipziger Garnison,1,false
2006364,1,2,0,120,,Marquis de Paulmy wird frz. Botschafter in Warschau,1,false
2006365,2,6,0,260,,In Böhmen und Schlesien,1,false
2006366,1,1,1,111,,Österr. und russ. Verbot des Verkaufs von poln. Vieh in Breslau,1,false
2006367,2,0,4,204,,Magazine in Kirchen in Breslau,1,false
2006368,2,6,0,260,,Vereinigung der pr. Armeen in Polen,1,false
2006369,2,2,0,220,P,Pz. Edward wird Kapitän eines Kriegsschiffs,1,false
2006370,3,6,5,365,ø,Hg. (Pz.?) von Zweibrücken in Frankfurt,1,false
2006371,3,6,0,360,,Rückkehr Kaiser Franz' von der Jagd,1,false
2006372,3,6,8,368,,,1,false
2006373,3,6,0,360,,Namenstag der Erzhgn. Amalia,1,false
2006374,3,9,0,390,,Hochwasser in Wien,1,false
2006375,7,6,0,760,,Kgl.-kaiserl. privileg. Lotterie,1,false
2006376,6,1,0,610,M,Kapitualtionspunkte für die frz. Garnison auf der Insel Guadeloupe,1,false
2006377,0,0,0,0, ,,1,true
2006378,0,0,0,0, ,X,1,true
2006379,2,8,0,280,,Erbeutete pr. Geschütze aus Schweidnitz,1,false
2006380,3,2,0,320,,Londoner Stadtrat fordert vom Parlament Aufhebung neuer Steuergesetze,1,false
2006381,6,3,0,630,,Londoner Stadtrat an Parlament - Aufhebung der Steuergesetze gefordert,1,false
2006382,3,3,0,330,,Neue Gelder zur Fortsetzung des Krieges,1,false
2006383,2,6,0,260,,Frz. Rückzug über den Rhein,1,false
2006384,3,1,0,310,,Staatsrat,1,false
2006385,1,1,0,110,,Span. Goldenes Vließ für Gf. von Artois,1,false
2006386,3,7,0,370,,Hr. Berryer kgl. Siegelverwahrer,1,false
2006387,3,6,0,360,M,Übergabe erbeuteter Fahnen,1,false
2006388,2,6,0,260,,Swd. Vormarsch in Pommern,1,false
2006389,2,6,0,260,,Anklam-Cammin,1,false
2006390,3,8,0,380,,Würdigung des frz. Gls. Vaubecourts in Clausthal (Hzm. Grubenhagen),1,false
2006391,6,6,0,660,,Text aud der Medaille für frz. Gl. Vaubecourt von der Stadt Clausthal (Hzm. Grubenhagen),1,false
2006392,2,2,0,220,,Beförderungen des Fränk. Kreises,1,false
2006393,3,6,0,360,,Namenstag Statthalter Karl,1,false
2006394,2,6,0,260,,Frz. Trp. durch Brüssel und Flandern,1,false
2006395,3,2,0,320,M,Reichsstände beschließen Truppenvermehrung,1,false
2006396,2,1,0,210,,,1,false
2006397,3,6,0,360,,Hofjagd bei Stammersdorf,1,false
2006398,3,6,8,368,,Leopoldsfest,1,false
2006399,3,6,0,360,M,Feuerwerk für Gfml. Daun,1,false
2006400,6,2,0,620,,"""Historische Beschreibung"" der frz.-engl. Friedensverhandlungen 1761",1,false
2006401,1,9,0,190,,Pr.-engl. Bündnis sprengt Ordnung d. Westfäl. Friedens,1,false
2006402,0,0,0,0,,Frz. Neutralitätsangebot für Hannover abgelehnt (gelöscht),1,true
2006403,2,3,0,230,,Im Kfsm. Hannover (engl. Kriegstreiberei),1,false
2006404,1,9,0,190,,"Militärbündnis BwW, BwL, HK gegen Frankreich",1,false
2006405,1,9,0,190,,Frz.-österr. Allianz,1,false
2006406,1,7,0,170,,Frz. Friedensführer via Dänemark,1,false
2006407,3,7,8,378,,Bischofsweihe in Olmütz,1,false
2006408,3,6,0,360,,Festivitäten bei der Bischofsweihe in Olmütz,1,false
2006409,2,0,8,208,,Gottesdienst nach österr. Eroberung von Schweidnitz,1,false
2006410,3,3,1,331,M,Verbot der Einfuhr Schwarzer Sklaven,1,false
2006411,3,2,0,320,,Rücktrittsmotive W. Pitts,1,false
2006412,3,2,0,320,,Beratungen über Subsidien,1,false
2006413,2,7,0,270,P,Frankreich: engl. Blockade von frz. Hafens Brest,1,false
2006414,3,2,0,320,,Parlamentsrede Georgs III.,1,false
2006415,1,1,0,110,,Austausch wertvoller Geschenke,1,false
2006416,1,2,0,120,,Botschafter für Westfäl. Kreis ernannt,1,false
2006417,6,0,0,600,M,"FJ aus dem russ. Hauptquart. in der Neumark-Brandenburg, 02.-06.11.61",1,false
2006418,2,8,0,280,,Russ. Trp. vor Kolberg,1,false
2006419,2,6,0,260,,Russ. Trp.: Stargard - Tempelburg - Marienburg,1,false
2006420,2,6,0,260,,Pr. Trp.: Stargard - Pyritz,1,false
2006421,6,0,0,600,M,"FJ der frz. Armee (Hg. Broglie) im Hannoverischen (Eimbeck), 04.-09.11.61",1,false
2006422,2,7,0,270,,Northeim,1,false
2006423,2,7,0,270,,Streifzug der Reichsarmee in Gft. Mansfeld (Kontribution),1,false
2006424,2,0,9,209,,Pr. Deserteure in Sachsen,1,false
2006425,2,7,0,270,,"Stepenitz, Einnahme durch russ. Trp.",1,false
2006426,2,6,0,260,,Österr. Trp. aus Schlesien nach Sachsen,1,false
2006427,2,8,0,280,,"Österr. Trp. in der Oberlausitz, Zusammensetzung",1,false
2006428,2,5,0,250,,Österr. Pläne gegen Pr. Armee in Sachsen,1,false
2006429,2,4,0,240,,Pr. Truppenkonzentration östl. d. Mulde,1,false
2006430,3,6,0,360,,,1,false
2006431,3,7,0,370,,,1,false
2006432,3,9,0,390,,Nordlicht in Wien (Aurora borcalis),1,false
2006433,6,2,0,620,,"""Historische Beschreibung"" der frz.-engl. Friedensverhandlungen 1761",1,false
2006434,0,0,0,0,,Pr.-engl. Erklärung von 1759 (gelöscht),1,true
2006435,0,0,0,0,,Frz. Gegendarstellung von 1759 (gelöscht),1,true
2006436,0,0,0,0, ,X,1,true
2006437,0,0,0,0,,Friedensresolution des frz. Königs vom 26.03.61 (gelöscht),1,true
2006438,1,7,0,170,,Mutmaßlicher Friedenskongreß in Augsburg,1,false
2006439,1,7,0,170,,Getrennte Verhandlungen über deutschen und amerikan. Krieg erwogen,1,false
2006440,7,6,2,762,,Beteiligung Dürrenseiffer Goldbergwerk im Altvatergebirge,1,false
2006441,3,2,0,320,,Parlamentseröffnung,1,false
2006442,6,8,0,680,,Rede Georgs III. bei der Parlamentseröffnung,1,false
2006443,1,7,0,170,,Engl. Friedensangebote,1,false
2006444,2,0,0,200,,"Engl. Eroberungen des Kriegsjahres 1761: Belle Ile, Domenica, Pondichery",1,false
2006445,0,0,0,0,,Widerstand pr. gegen überlegene Gegner (gelöscht),1,true
2006446,2,6,0,260,,Frz. Trp. durch Köln,1,false
2006447,2,7,0,270,,"Döbeln, 14.-15.11.61",1,false
2006448,2,6,0,260,,Frz. Trp.: Fulda - Schlüchtern,1,false
2006449,6,0,0,600,M,"FJ der frz. Armee (Hg. Broglie) im Hannoverischen (Eimbeck), 07.-09.11.61",1,false
2006450,2,0,1,201,,Frz. Fouragierung,1,false
2006451,2,0,4,204,,All. Brücken über die Weser,1,false
2006452,2,7,0,270,,Braunsheim,1,false
2006453,2,6,0,260,,Russ. Trp. von Pommern nach Polen,1,false
2006454,3,6,8,368,«,Kardinal Serbelloni gestorben,1,false
2006455,2,7,0,270,,Merseburg,1,false
2006456,2,3,0,230,,Pr. in Sachsen,1,false
2006457,2,0,9,209,,Pr. Deserteure,1,false
2006458,3,6,8,368,,"
Mariä Opferungsfest",1,false
2006459,3,6,8,368,,Votivamt für Erzhaus Habsburg,1,false
2006460,3,6,0,360,,Hofjagd bei Baden,1,false
2006461,6,2,0,620,,"""Historische Beschreibung"" der frz.-engl. Friedensverhandlungen 1761",1,false
2006462,2,3,0,230,,"Von England eroberter frz. Besitz: Isle Royal, Capbreton u.a.",1,false
2006463,2,3,0,230,,Frz. Eroberungen in Deutschland und Mittelmeer,1,false
2006464,3,9,0,390,,Feuersbrunst/ Palast des Herzogs von Norfolk abgebrannt,1,false
2006465,6,3,0,630,,Dankschreiben des Oberhauses an Georg III.,1,false
2006466,3,6,0,360,«,Glückwünsche des Oberhauses zur Vermählung Georgs III.,1,false
2006467,1,4,0,140,,Frz.-engl. Friedensverhandlungen unterbrochen,1,false
2006468,3,2,0,320,M,Fortsetzung des Krieges zugestimmt,1,false
2006469,3,7,0,370,,Amtseinführung des Londoner Lord Mayors,1,false
2006470,3,6,0,360,,Festmahl bei der Amtseinführung des Londoner Lord Mayors,1,false
2006471,6,0,0,600,M,"FJ der frz. Armee (Hg. Broglie) im Hannoverischen (Nörden), 12.-16.11.61",1,false
2006472,2,6,0,260,,Im Hannoverischen,1,false
2006473,2,7,0,270,,"Katlenburg, 13.11.61",1,false
2006474,2,3,0,230,,All. an der Leine,1,false
2006475,2,9,0,290,,Frz. Winterquart. in Frankfurt,1,false
2006476,6,0,0,600,M,"FJ der frz. Armee (Hg. Broglie) im Hannoverischen (Nörden), 07.-11.11.61",1,false
2006477,2,6,0,260,,All. Rückzug nach Alfeld,1,false
2006478,2,3,0,230,,Frz. Hauptquart. in Düsseldorf,1,false
2006480,2,0,4,204,,Pr. Befestigung von Meißen,1,false
2006481,2,3,0,230,,Bei Dresden,1,false
2006482,0,0,0,0,,X Kardinal Serbelloni doch nicht gestorben (gelöscht),1,true
2006483,3,6,0,360,,,1,false
2006484,3,6,0,360,,Hofjagd bei Laxenburg,1,false
2006485,3,4,9,349,,Hinrichtung eines Mörders,1,false
2006486,0,0,0,0,,Pr.-engl. Militärbündnis unerschütterlich  (gelöscht),1,true
2006487,1,7,0,170,,Mutmaßlicher Friedenskongreß in Augsburg,1,false
2006488,0,0,0,0,,Denkschrift Georgs III. zum Frieden in Europa (gelöscht),1,true
2006489,6,8,0,680,,Oberhausrede Georgs III. zur Nachfolge Pitts,1,false
2006490,3,2,0,320,,Feldzugplanungen,1,false
2006491,1,1,0,110,,Loßkauf und Austausch von Gefangenen/Sklaven zw. Portugal und marokko,1,false
2006492,1,1,5,115,M,Piraterie: Algerische Piraten entkommen,1,false
2006493,1,2,0,120,,Neuer sardischer Botschafter in Neapel,1,false
2006494,2,9,0,290,,Russ. Winterquart. bei Marienburg,1,false
2006495,2,7,0,270,,"Kolberg, Belagerung durch russ. Trp.",1,false
2006496,2,6,0,260,,Bei Fritzlar,1,false
2006497,2,6,0,260,,Frz. Trp.: Wolfhagen - Zierenberg,1,false
2006498,6,0,0,600,M,"FJ der frz. Armee (Hg. Broglie) im Hannoverischen, 08.-11.11.61",1,false
2006499,2,6,0,260,,Im Solling,1,false
2006500,2,6,0,260,,Im Solling,1,false
2006501,2,0,1,201,,Frz. Fouragierung,1,false
2006502,2,6,0,260,,Frz. Trp.: Gandersheim - Weinhausen,1,false
2006503,3,2,0,320,,Parlamentseröffnung,1,false
2006504,3,6,0,360,«,Fürstin Golicyn gestorben,1,false
2006505,3,0,6,306,,Akademie der Wissenschaften,1,false
2006506,3,6,0,360,,Sitzung der Ritter des Goldenen Vlieses,1,false
2006507,3,7,8,378,,Erzbischof Migazzi zum Kardinal ernannt,1,false
2006508,3,6,5,365,ø,Österr. Botschafter aus St. Petersburg eingetroffen,1,false
2006509,7,6,0,760,,Kgl.-kaiserl. privileg. Lotterie Prag,1,false
2006510,6,2,0,620,,"""Historische Beschreibung"" der frz.-engl. Friedensverhandlungen 1761",1,false
2006511,1,4,0,140,,Frz.-engl. Friedensverhandlungen: Rückgabe von Eroberungen,1,false
2006512,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee (Laudon) in Schlesien (Freiburg), 10.-23.11.61",1,false
2006513,2,6,0,260,,Bei Kniegnitz,1,false
2006514,2,0,7,207,,Pr. Krankentransporte,1,false
2006515,2,0,1,201,,Pr. Fouragierung,1,false
2006516,1,1,5,115,,Kurier mit Abschrift der frz.-span. Verhandlungen,1,false
2006517,3,2,0,320,…,Witwenalimente für Kgn. Sophie Charlotte vorsorglich festgelegt,1,false
