"Lfd_Nr_X","ID_X","X","XY","XYY","XYYY","XYYYS","Stichwort_X","Löschen"
36450,3001095,N,1,1,0,,"Karl, Statthalter der österr. NL",false
36451,3001100,G,1,5,8,Hb,"Hamburg, RSt.",false
36452,3001100,G,1,5,8,BwL,"Stade, St.",false
36453,3001100,G,1,5,8,Hb,"Cuxhaven, St. (Kukshagen)",false
36454,3001101,I,6,2,0,,Kapuziner,false
36455,3001101,I,6,2,0,,Augustiner,false
36456,3001103,G,1,5,1,,"Trips, St.",false
36457,3001103,N,1,4,0,+,"Egnaten, Maria Freifrau von, Sternkreuzordensdame, gest. in Trips",false
36458,3001103,I,6,2,0,,Sternkreuzorden,false
36459,3001104,W,1,2,0,,Neustift am Walde,false
36460,3001104,W,5,7,0,,"Greif, Zum goldenen, oder Baaderisches Haus (Bad), auf dem Neustift",false
36461,3001104,W,5,7,0,,Baaderisches Haus (Bad) /Zum goldenen Greif,false
36462,3001104,T,0,0,0,,,false
36463,3001104,T,7,3,4,,,false
36464,3001104,N,3,7,0,,"Meyer, von, österr. Regimentschirurg",false
36465,3001104,W,5,0,0,,Königl.-kaiserl. Militärkadettenakademie,false
36466,3001104,W,1,2,0,,Wiener Neustadt,false
36467,3001105,T,9,1,1,$,,false
36468,3001105,W,6,5,0,,Buchhandlung E.F. Bader in der Bognergasse nebst dem Todtenkopf,false
36469,3001105,W,2,4,0,,Bognergasse,false
36470,3001105,W,6,7,0,,"Todtenkopf, Bierstube, in der Bognergasse",false
36471,3001106,T,9,1,1,$,,false
36472,3001106,W,6,5,0,,Buchhandlung J.P. Krauß nächst der Burg,false
36473,3001106,N,2,1,0,,"Kraus, Johann Paul, Buchhändler",false
36474,3001106,W,4,1,0,,"Hofburg (Burg), Schloß",false
36475,3001108,T,7,5,1,$,,false
36476,3001119,N,0,1,0,,"..., portug. Bot. in Rom",false
36477,3001152,G,1,7,9,,"Rhone, Fl.",false
36478,3001153,G,1,5,8,BwL,"Hannover, St.",false
36479,3001153,G,1,5,8,BwL,"Stade, St.",false
36480,3001153,I,5,0,0,,Hardenbergisches Regiment,false
36481,3001153,I,5,0,0,,Freudemannisches Regiment,false
36482,3001153,I,5,0,0,,Stafforstisches Regiment,false
36483,3001156,G,1,5,8,BwL,"Kalenberg (Callenberg), St.",false
36484,3001163,N,0,1,0,,"..., frz. Konsul in Tunis",false
36485,3001164,G,1,5,8,Hb,"Hamburg, RSt.",false
36486,3001164,G,1,5,8,BwL,"Stade, St.",false
36487,3001164,G,1,7,9,,"Schwinge, Fl.",false
36488,3001164,I,5,0,0,,Btl. Limannsegge,false
36489,3001164,I,5,0,0,,Btl. Haus,false
36490,3001164,I,5,0,0,,Btl. Diepenbroik,false
36491,3001164,I,5,0,0,,Wangenheim,false
36492,3001164,I,5,0,0,,Btl. Oberg,false
36493,3001164,I,5,0,0,,Btl. Hardenberg,false
36494,3001164,I,5,0,0,,Btl. Fabrice,false
36495,3001164,I,5,0,0,,Btl. Zastrow,false
36496,3001164,I,5,0,0,,Btl. Spörken,false
36497,3001164,I,5,0,0,,Btl. Hodenberg,false
36498,3001165,G,1,5,1,Bö,"Prag, St. = Praha",false
36499,3001166,W,2,4,0,,Annagasse,false
36500,3001166,W,6,7,0,,"Deubelhof (Däubelhof), in der Annagasse, Wirt.?",false
36501,3001167,N,2,0,0,,"Maison, Klosterschottischer Grundbuchschreiber",false
36502,3001167,W,4,9,0,,"Greif, Zum goldenen, in der Kärntnerstr.",false
36503,3001167,W,2,1,0,,Kärntnerstr.,false
36504,3001168,G,1,5,1,,"Sankt Pölten, St. bei Wien",false
36505,3001168,T,4,3,4,,Riemengewerbe,false
36506,3001169,T,1,9,1,,Wagenpferde dän. Art,false
36507,3001169,W,2,1,0,,Tuchlauben,false
36508,3001169,W,6,7,0,,"Igel, Zum blauen, Wirt. ?, unter den Tuchlauben",false
36509,3001170,T,9,1,1,$,,false
36510,3001170,W,6,5,0,,Buchhandlung J.P. Krauß nächst der Burg,false
36511,3001170,W,4,1,0,,"Hofburg (Burg), Schloß",false
36512,3001170,N,2,1,0,,"Kraus, Johann Paul, Buchhändler",false
36513,3001171,T,9,1,1,$,,false
36514,3001171,N,3,2,0,,W.D.Verl.,false
36515,3001178,G,1,5,1,Bö,"Budovin, St. = Ceske Budejovice",false
36516,3001178,N,1,1,0,,"Franz, dt. Ks.",false
36517,3001178,I,6,2,0,,Jesuiten,false
36518,3001179,N,0,0,0,+,"Eder, Martin",false
36519,3001179,N,0,0,0,+,"Eder, Margarete",false
36520,3001179,W,1,3,0,,Margareten,false
36521,3001180,N,2,5,0,,"Lidl, Johann Jacob, Kupferstecher",false
36522,3001180,T,9,1,1,$,,false
36523,3001180,W,4,9,0,,Doktor-Deimlisches-Haus (neben der Hl. Dreifaltigkeit),false
36524,3001180,W,4,9,0,,"Dreifaltigkeit, Zur heiligen",false
36525,3001197,N,1,1,0,,"Ludwig XV., frz. Kg.",false
36526,3001197,N,1,1,0,,"Ludwig XV., frz. Kg.",false
36527,3001198,N,0,1,0,,"Choiseul, Ambroise Etienne Francois, Duc de, frz. Bot. in Rom (als Stainville), dann in Wien, dann Außenminister",false
36528,3001202,N,1,1,0,,"Katharinas, russ. Großfürstin",false
36529,3001202,N,1,1,0,,"Peter, russ. Großfürst",false
36530,3001213,N,5,2,0,,"Platen, Graf von, Oberst ? eines hann. Leibregiments",false
36531,3001216,I,5,0,0,,Gendemannisches Regiment,false
36532,3001216,I,5,0,0,,Stäfherstisches Regiment,false
36533,3001213,G,1,5,8,,"Rickeling, St.",false
36534,3001218,G,1,5,8,Hb,"Hamburg, RSt.",false
36535,3001221,G,1,5,6,By,"München, St.",false
36536,3001223,N,1,4,0,+,"Rindsmaul, Eleonora Gräfin von, Sternkreuzordensdame",false
36537,3001223,T,0,0,0,,,false
36538,3001225,N,1,1,0,+,"Maria Amalie, dt. Ks.",false
36539,3001225,N,1,1,0,,"Maria Anna, bayr. Kft.",false
36540,3001225,N,7,0,0,+,"Manningen, Maria Margaretha Freifrau von, Hofdame Maria Amalias in München",false
36541,3001225,N,7,0,0,+,"Manningen, Maria Henrica Freifrau von, Hofdame Maria Annas in München",false
36542,3001225,N,1,4,0,+,"Mitraski, Maria Barbara Freifrau von, Sternkreuzordensdame, gest. in Glatz",false
36543,3001225,G,1,5,6,By,"München, St.",false
36544,3001225,G,1,5,9,Sl,"Glatz, St. = Klodzko",false
36545,3001226,N,2,6,0,+,"Horner, Mathias, Maurergeselle",false
36546,3001226,N,0,0,0,+,"Horner, Magdalena, geb. Götzfriedin, Frau M.Horners",false
36547,3001226,N,0,0,0,+,"Horner, Barbara, Tochter M.Horners",false
36548,3001226,W,1,2,0,,Lerchenfeld,false
36549,3001227,G,1,5,1,,"Wildberg, Herrschaft",false
36550,3001227,N,1,4,0,,"Harrach, Maria Josepha Gräfin von, aus Wildberg ?",false
36551,3001227,N,1,4,0,,"Selb, Ernestina Freifrau von, verwittwete Gräfin, aus Wildberg",false
36552,3001243,G,1,5,9,,"Blumenfelde, Ort",false
36553,3001245,G,1,5,8,BwL,"Hannover, St.",false
36554,3001247,N,1,3,0,,"Walmoden, Bn. v., brit. Hofrat i. Kftm. BwL",false
36555,3001248,N,5,1,0,,"Broun, Ulysses Maximilian, Gf. v., österr. GFM",false
36556,3001248,N,7,0,0,,"Uhlfeld, Gf. v., österr. erster Oberhofmeister",false
36557,3001248,N,5,1,0,,"Vogtern, Bn. v., GFM",false
36558,3001248,G,1,5,1,Bö,"Kolin, St.",false
36559,3001249,G,1,5,1,Bö,"Eger, St. = Cheb",false
36560,3001249,N,5,1,0,,"Vogtern, Bn. v., österr. GFM",false
36561,3001250,N,1,3,0,,"Kagenegg, Friedrich, Bn. v., Wien",false
36562,3001250,I,7,1,0,,Herzögl. Savoische Akademie,false
36563,3001250,N,1,4,0,,"Rodt-Busmanshausen, Franz Konrad, Fhr. v., Kardinal, Fürstbf. v. Konstanz",false
36564,3001251,N,1,2,0,,"Karl, Ehzg. v. Ö.",false
36565,3001251,N,1,2,0,,"Leopold, Ehzg. v. Ö.",false
36566,3001251,I,5,0,0,,Berthlemisch-Hungarisches Infanterieregiment,false
36567,3001253,N,1,3,0,,"Sarenthein, Gf. v., Wien",false
36568,3001253,N,1,3,0,,"Haugwitz, Friedrich Wilkelm, Gf. v., österr.  Hofkanzler",false
36569,3001253,I,7,1,0,,Theresianisches Kollegium,false
36570,3001254,N,2,0,0,,"Spengerin, Katharina, geb. Schoberin, Wien",false
36571,3001254,N,2,0,0,+,"Spenger, Melchior, Wien",false
36572,3001254,I,4,0,0,,Sanctae Mariae Magdalenae Stiftsgrundbuch,false
36573,3001255,N,2,6,0,+,"Horner, Mathias, Maurergesell, Wien",false
36574,3001255,N,2,6,0,+,"Hornerin, Magdalena, geb. Götzfriedin, Wien",false
36575,3001255,N,2,6,0,+,"Hornerin, Barbara, Wien",false
36576,3001255,W,1,2,0,,"Lerchenfeld, Altes",false
36577,3001255,I,4,0,0,,Bürgermeisteramt u. Rat d. Stadt Wien,false
36578,3001256,N,4,0,0,,"Deney, frz. Vasall u. Parlamentsrat, Wien",false
36579,3001256,N,2,8,0,,"Charinet, Johann, Bediensteter, Wien",false
36580,3001256,N,2,5,0,,"Sahrbeck, Karl, Bestatter, Wien",false
36581,3001256,I,4,0,0,,K.K. u. Landesfürstl. niederösterr. Repräsent. u. Kammer,false
36582,3001257,N,1,4,0,+,"Meckl, Ignatius, weltl. Priester, Wien",false
36583,3001257,I,6,1,0,,Erzbischöfl. Konsistorialkanzlei,false
36584,3001258,T,0,0,9,,,false
36585,3001258,W,2,4,0,,Strauchgässel,false
36586,3001258,W,4,9,0,,"Hofsattlerisches oder Reichgruberisches  Haus, in der Strohgasse",false
36587,3001259,T,3,4,1,,,false
36588,3001259,W,6,6,0,,Von-Ghelische-Buchdruckerei,false
36589,3001260,T,8,1,1,,,false
36590,3001260,W,2,1,0,,"Bäckerstr., Obere",false
36591,3001260,W,4,9,0,,"Klerfisches Haus, in der oberen Bäckerstr.",false
36592,3001260,W,4,9,0,,"Tillisch-genannt Fabrisches Haus, gegen der Wollzeile",false
36593,3001260,W,4,9,0,,"Fabrisches Haus, Tillisch genannt, gegen der Wollzeile",false
36594,3001260,W,2,1,0,,"Wollzeile (Wollzeil, Waldzeil)",false
36595,3001261,W,2,4,0,,Himmelpfortgasse,false
36596,3001261,W,4,9,0,,"Leidlisches Haus, in der Himmelpfortgasse",false
36597,3001262,N,3,6,0,+,"Kreil, Franz, fürstl. Kammerdiener u. Hofmusiker, Eichstätt",false
36598,3001262,N,2,8,0,,"Schulzin, Maria Anna, Wien",false
36599,3001262,N,2,8,0,,"Schuzin, Elisabeth, Wien",false
36600,3001262,N,2,8,0,,"Schulz Franz, Wien",false
36601,3001262,G,1,5,5,Ei,"Eichstätt, St.",false
36602,3001263,W,1,2,0,,Leopoldstadt,false
36603,3001263,W,2,1,0,,Sailerstätte (Seilerstadt),false
36604,3001263,W,4,9,0,,"Agent-Schickmayerisches, früher Baron-Kurzisch Haus, in der Leopoldstadt",false
36605,3001263,W,4,9,0,,"Baron-Kurzisch, nunmehr Agent-Schickmayerisches Haus, in der Leopoldstadt",false
36606,3001263,W,4,9,0,,"Severin-Huberisches-Haus, nächst der Sailerstätte",false
36607,3001264,W,2,5,0,,Judenplatz,false
36608,3001264,W,4,9,0,,"Pertholdisches Haus, auf dem Judenplatz",false
36609,3001264,W,6,5,0,,Trachsler Laden im Pertholdischen Haus auf dem Judenplatz,false
36610,3001267,N,0,0,0,+,"Gregor, Martin",false
36611,3001267,N,0,0,0,+,"Volkmayr, Adam Christoph",false
36612,3001267,W,2,6,0,,Katzensteig,false
36613,3001267,W,4,9,0,,"Wagnerisches Haus, auf dem Katzensteig",false
36614,3001267,T,2,2,1,,,false
36615,3001267,T,3,3,1,,,false
36616,3001268,W,2,4,0,,Annagasse,false
36617,3001268,W,6,7,0,,"Deubelhof (Däubelhof), in der Annagasse, Wirt.?",false
36618,3001268,V,0,0,0,,Waren,false
36619,3001269,W,1,3,0,,Brandstadt (Brandstätte),false
36620,3001269,W,2,5,0,,Stock-am-Eisen-Platz,false
36621,3001269,W,6,7,0,,"Kaffeegewölb, in der Brandstatt",false
36622,3001278,T,9,1,1,$,,false
36623,3001278,N,2,1,0,,"Bauer, Georg, Buchhändler",false
36624,3001278,W,4,9,0,,"Selderisches Haus, auf dem alten Fleischmarkt",false
36625,3001278,W,6,5,0,,Buchgewölb G.Bauer im Selderischen Haus auf dem alten Fleischmarkt,false
36626,3001278,W,2,5,0,,"Fleischmarkt, Alter",false
36627,3001298,N,0,1,0,,"Wharley, Engl. Generalkonsul in Tetuan",false
36628,3001318,G,1,5,7,Sa,"Dresden, St.",false
36629,3001318,N,0,1,0,,"Stormont, engl. Bot. in Dresden",false
36630,3001322,G,1,5,2,Tr,"Koblenz, St.",false
36631,3001322,N,1,1,0,,"Waldendorf, Johann Philipp, Kft. von Trier",false
36632,3001322,N,7,0,0,,"Boos, Freiherr von, Oberstallmeister im Kft. Trier",false
36633,3001322,G,1,5,2,,"Montebauer, St. im Westerwald",false
36634,3001322,G,1,5,2,Tr,"Limburg, St. = an der Lahn",false
36635,3001322,G,1,5,2,Tr,"Camberg, St.",false
36636,3001329,G,1,5,1,,"Barau, St.",false
36637,3001329,N,2,0,0,+,"Sneranin ?, Anna Maria, Bierschreiberin in Barau",false
36638,3001332,N,1,4,0,+,"Hall ?, Maria Susanna Freifrau von, geb. Gräfin von Saurau, Sternkreuzordensdame",false
36639,3001332,N,1,4,0,+,"Lamberg, Maria Hosepha Gräfin von, geb. Gräfin von Esterhazy, Sternkreuzordensdame",false
36640,3001333,N,2,5,0,+,"T. Johann Anton, Haarkrauser, geb. in Stuhlweissenburg/ Ungarn",false
36641,3001333,I,4,0,0,,österr. Stadt- und Landgericht,false
36642,3001333,G,1,6,4,,"Stuhlweissenburg, St.",false
36643,3001333,G,1,6,4,,"Preßburg, St. = Bratislava",false
36644,3001332,T,0,0,0,,,false
36645,3001334,V,0,0,0,,Namensliste der Kreditoren,false
36646,3001335,N,2,3,0,,"Baruch, Löw, Kreditor",false
36647,3001335,N,2,3,0,,"Wetzlar, Löw Joseph, Kreditor",false
36648,3001335,N,2,3,0,,"Leerse, Georg, Kreditor in Frankfurt",false
36649,3001335,N,2,3,0,,"Mayer, David, Kreditor",false
36650,3001335,N,2,3,0,,"Oppenheimer, Seligmann Lazarus, Kreditor",false
36651,3001335,N,2,3,0,,"Sulzbach, Jacob Joseph, Kreditor",false
36652,3001335,N,3,3,0,,"Ely, Johann Georg, Kurator Bonnorum",false
36653,3001335,G,1,5,3,Fr,"Frankfurt, RSt.",false
36654,3001336,V,0,0,0,,Waren,false
36655,3001336,W,4,9,0,,"Mariazellerhof, Kleiner, in der Johannesgasse",false
36656,3001336,W,2,4,0,,Johannesgasse,false
36657,3001337,G,1,5,1,,"Königstätten, Ort",false
36658,3001337,N,3,7,0,,"Fritz, Doktor",false
36659,3001337,W,4,9,0,,"Frasisches Haus, nächst St. Stephan",false
36660,3001337,W,5,3,0,,St. Stephan Metropolitandomkirche,false
36661,3001341,N,0,1,0,,"..., engl. Bot. in Paris",false
36662,3001343,N,0,1,0,,"..., frz. Bot. in London",false
36663,3001352,N,1,4,0,,"Crassi, Antonius",false
36664,3001354,N,1,4,0,,"Laidet, Clemens, Franziskaner",false
36665,3001356,N,5,1,0,,"Spada, Gf. v., österr. General",false
36666,3001357,N,1,2,0,,"Maria Josepha, Przn. v. Sizilien",false
36667,3001359,N,1,1,0,,"Karl Emmanuel III, Kg v. Sardinien",false
36668,3001367,T,0,0,0,,,false
36669,3001369,N,1,1,0,,Friedrich II v. Preußen,false
36670,3001369,N,1,1,0,,"Elisabeth, Kgn. v. Preußen",false
36671,3001369,N,1,3,0,,"Hohenlohe-Kirchbach, Gf. v., Berlin",false
36672,3001369,N,1,2,0,,"Heinrich, Prinz v. Preußen",false
36673,3001369,N,1,3,0,,"Dewitz, v., Mecklenburg-Strelitzscher Legationsrat",false
36674,3001369,N,1,3,0,,"Bees, Gf. v. Oberhofmeister",false
36675,3001369,G,1,5,9,,"Berlin, St.",false
36676,3001369,G,1,5,9,,"Schönhausen, Ort",false
36677,3001369,G,1,5,9,,"Monbijon, Ort",false
36678,3001369,G,1,5,9,,"Potsdam (Gotzclam), St.",false
36679,3001370,N,1,3,0,,"Solms-Laubach, Ferdinand Wilhelm Ernst, Ft. v., niederl. Oberst",false
36680,3001370,N,1,3,0,,"Solms u. Tecklenburg, Sophia Christina Wilhelmina, Gfn. v.",false
36681,3001371,N,1,4,0,,"Tavernier, Bechalit, Worms",false
36682,3001371,N,1,4,0,,"Maudray, Probst d. Kollegiatskirche St. Andreas, Worms",false
36683,3001371,N,1,4,0,,"Maudray, Custus, Worms",false
36684,3001373,N,1,1,0,,Maria Theresia,false
36685,3001373,N,1,2,0,,"Joseph, Ehzg. v. Ö",false
36686,3001373,N,1,2,0,,"Maria Anna, Ehzgn. v. Ö.",false
36687,3001373,N,1,2,0,,"Maria Christina, Ehzgn. v. Ö.",false
36688,3001373,N,1,3,0,,"Paar, Gfn. v., Oberhofmeisterin, Wien",false
36689,3001373,N,1,3,0,,"Bathiany [Batthyany], Gf. v., Oberhofmeister, Wien",false
36690,3001374,G,1,5,1,Bö,"Kolin, St.",false
36691,3001377,N,1,1,0,,"Rodt, Franz Konrad, Fhr. v., Ft. u. Bf. v. Konstanz",false
36692,3001377,N,1,4,0,,"Caelestinus, R. P., S. Elisabeth, Wien",false
36693,3001377,N,1,4,0,,"Elias, R. P., S. Franziskus, Wien",false
36694,3001377,N,1,4,0,,"Horak, Consantius, P. M., Wien",false
36695,3001377,N,1,4,0,,"Strasser, Barnabas, P.M., Minoritenkonvent S. Franziskus, Wien",false
36696,3001377,N,1,4,0,,"Wagner, Philippus, P.M., S. Franziskus, Wien",false
36697,3001377,N,1,4,0,,"Strasser, Hermann, P., S. Franzikus, Wien",false
36698,3001378,N,0,1,0,,"Ali, Effendi, Tripolit. Gesandter",false
36699,3001378,N,4,0,0,,"Seleskowitz, v., Hofsekretär, Hofdolmetscher",false
36700,3001378,W,1,2,0,,Leopoldstadt,false
36701,3001378,W,6,7,0,,"Eck, Zum scharfen, in der Leopoldstadt, Gasthaus",false
36702,3001379,N,1,3,0,,"Schafgotsch, Anna Theresia, Gf. bv., geb. Gf. v. Kollowrath, Wien",false
36703,3001380,N,3,3,0,,"Gundacker, Otto, Rechtsbeauftragter",false
36704,3001380,W,6,1,0,,Baderisches Brauhaus,false
36705,3001381,T,9,2,1,,,false
36706,3001381,N,2,1,0,,"Monat, Peter Konrad, B/H",false
36707,3001381,W,4,9,0,,"Prieschenkisches Haus, unter den Tuchlauben",false
36708,3001400,G,1,5,7,Sa,"Pirna, St.",false
36709,3001400,G,1,5,7,Sa,"Dresden, St.",false
36710,3001401,G,1,5,7,Sa,"Leipzig, St.",false
36711,3001402,T,0,0,0,,,false
36712,3001402,I,5,0,0,,"Pr. Dessauisches Infanterieregiment, Halle",false
36713,3001402,I,5,0,0,,"Pr. Prinz Friedrichsches Regiment, Magdeburg",false
36714,3001402,N,1,3,0,,"Braunschweig, Ferdinand, v., pr. General",false
36715,3001404,I,5,0,0,,"Uhlanen, preuß.",false
36716,3001404,I,5,0,0,,"Dragoner, Sächs.",false
36717,3001406,N,1,1,0,,Maria Theresia,false
36718,3001406,N,1,1,0,,"Franz, Kaiser",false
36719,3001406,N,1,2,0,,,false
36720,3001406,N,1,2,0,,"Joseph, Ehzg. v. Ö.",false
36721,3001406,N,1,2,0,,"Maria Anna, Ehzgn. v. Ö.",false
36722,3001406,G,1,5,1,,"Schönbrunn, Schloß bei Wien",false
36723,3001408,N,1,4,0,,"Liesganig, Josephus, Augustiner Barfüßer, Wien",false
36724,3001408,N,1,4,0,,"Goymerez, Paulo, Kanonikus, Zagreb",false
36725,3001424,N,1,3,0,,"Wüettemberg, Ludwig Eugen, Prinz v., Minorca, Paris, Berlin",false
36726,3001424,N,1,3,0,,"Württemberg, Ludwig, Prinz v., Minorca",false
36727,3001425,N,1,3,0,,"Hessenstein, Gf. v.",false
36728,3001434,N,1,3,0,,"Anhalt-Zerbst, Friedrich August, Ft. v.",false
36729,3001434,N,1,1,0,,"Friedrich August, Kft. v. Sachsen, Kg. v. Polen",false
36730,3001436,N,0,1,0,,"Mniszech, Gf. v., poln. Kronmarschall",false
36731,3001441,G,1,5,1,,"Eisenstadt, St.",false
36732,3001442,G,1,5,1,,"Eisenstadt, St.",false
36733,3001442,N,1,4,0,,"Oldenburg, Abt v.",false
36734,3001444,N,5,1,0,,"Broun, Ulysses Maximilian, Gf. v., k.k. GFM",false
36735,3001446,N,5,1,0,,"Wied, Gf. v., k.k. GFM",false
36736,3001446,N,5,1,0,,"Palfi, Rudolf, Gf., k.k. GM",false
36737,3001446,N,5,1,0,,"Radicati, Gf., k.k. FM",false
36738,3001446,N,5,1,0,,"Löwenstein, Ft., k.k. GM",false
36739,3001446,N,5,1,0,,"Krottendorf, Bn. v., k.k.GM",false
36740,3001446,N,5,1,0,,"Quasco, Gf., k.k. Generalquartiermeister",false
36741,3001446,I,5,0,0,,"Festetizisches Husarenregiment, k.k.",false
36742,3001446,I,5,0,0,,"Baronaisches Husarenregiment, k.k.",false
36743,3001446,G,1,5,1,Bö,"Comethan, Ort",false
36744,3001446,G,1,5,1,Bö,"Pardubitz, St. = Pardubice",false
36745,3001446,G,1,5,1,Bö,"Kolin, St.",false
36746,3001447,N,5,1,0,,"Stampach, v., General",false
36747,3001448,N,1,3,0,,"Althani, Johann Michael, Gf. v., k.k. Ablegatus, Wien",false
36748,3001448,N,1,3,0,,"Bn. v., Wien",false
36749,3001449,N,1,3,0,,"Nothaft, Maria Aloysia v., geb. Santié, Gfn. v.,  Wien/Müllhausen",false
36750,3001450,N,1,1,0,,Maria Theresia,false
36751,3001450,N,1,1,0,,"Franz, Kaiser",false
36752,3001450,N,1,2,0,,"Joseph, Ehzg. v. Ö.",false
36753,3001450,N,1,2,0,,"Maria Christina, Ehzgn. v. Ö.",false
36754,3001450,N,1,4,0,,"Rot, v., Kardinal",false
36755,3001452,N,1,2,0,,"Joseph, Ehzg. v. Ö.",false
36756,3001452,N,1,2,0,,"Karl, Ehzg. v. Ö.",false
36757,3001452,N,1,2,0,,"Peter Leopold, Ehzg. v. Ö.",false
36758,3001452,N,1,3,0,,"Renner, v., ""Oberbereiter§"", Wien",false
36759,3001452,I,7,1,0,,"Kaiserl. Reitakademie, Wien",false
36760,3001453,N,0,5,0,,"M., Johann, Neuhaus",false
36761,3001453,I,4,0,0,,K.K. Stadt- u. Landgericht,false
36762,3001453,G,1,5,1,,"Neuhaus, Ort",false
36763,3001453,G,1,5,1,,"Fahrenfeld, Ort",false
36764,3001453,G,1,5,1,,"Weißenbach, Ort",false
36765,3001454,N,0,5,0,,"G., Joseph",false
36766,3001455,W,4,9,0,,"Pilatisches Haus, in der Wollzeile",false
36767,3001455,W,2,1,0,,"Wollzeile (Wollzeil, Waldzeil)",false
36768,3001455,I,4,0,0,,N.Ö. Regierung i. Justizsachen,false
36769,3001456,W,4,9,0,,"Baron-Brandauisches-Haus, auf dem Kohlmarkt",false
36770,3001456,W,2,5,0,,Kohlmarkt,false
36771,3001470,N,1,3,0,,"Sydow, v., Rittmeister, Gendarmerie",false
36772,3001470,N,1,3,0,,"Reichenbach, v., T. v. Köigl. Rat u. Konsistoralpräsid. v. Reichenbach,  Berlin",false
36773,3001470,G,1,5,9,,"Berlin, St.",false
36774,3001471,G,1,5,9,,"Spandau, Ort bei Berlin",false
36775,3001472,N,1,3,0,,"Schaafgotsch, Anna Theresia, Gfn. v.",false
36776,3001472,G,1,5,9,Sl,"Breslau, St. = Wroclaw",false
36777,3001473,N,5,1,0,,"Braunschweig, Ferdinand, Prinz v., Preuß. General",false
36778,3001473,G,1,5,7,Sa,"Leipzig, St.",false
36779,3001474,N,1,1,0,,Fr. d. Gr.,false
36780,3001474,N,2,1,0,,"Küstner, Leipzig",false
36781,3001474,N,2,1,0,,"Kreichauf, Leipzig",false
36782,3001474,G,1,5,7,Sa,"Wittenberg (Wüttemberg), St.",false
36783,3001474,G,1,5,7,Sa,"Torgau, St",false
36784,3001474,G,1,5,7,Sa,"Altenburg (Aldenburg), St.",false
36785,3001474,I,5,0,0,,Preuß. Husaren,false
36786,3001474,I,5,0,0,,"Regiment Dessau, preuß.",false
36787,3001474,N,5,1,0,,"Braunschweig, Ferdinand, Prinz v., pr. General",false
36788,3001475,N,1,3,0,,"Plettenberg, Gf. v.",false
36789,3001476,G,1,5,7,Sa,"Königstein, Festung",false
36790,3001476,G,1,5,7,Sa,"Sonnenstein, Festung bei Pirna",false
36791,3001476,G,1,5,7,Sa,"Struppen, Ort bei Pirna",false
36792,3001477,N,5,1,0,,"Meather, sächs. General",false
36793,3001477,N,1,3,0,,"Gotha, Prinz v.",false
36794,3001478,N,1,3,0,,"Kungl, Gabriela, Gf. v.",false
36795,3001478,N,1,3,0,,"Auersperg, Theresia, Gfn. v., k.k. Hofdame, Sternkreuzordendame, Wien",false
36796,3001478,N,1,3,0,,"Sottohub, Brigitta, Gfn. v., geb. Radzivill, Przn. v., Sternkreuzordendame, Wien",false
36797,3001478,N,1,3,0,,"Pac, Theresia, Gfn. de, geb. Radzevill, Przn. v., Sternkreuzordendame, Wien",false
36798,3001478,N,1,3,0,,"Hochensbroch, Petronella, Gfn. v., geb. Nesselrode, Kurpfälz. Hofmeisterin, Sternkreuzordendame",false
36799,3001478,N,1,3,0,,"Osten, Lonise, v. d., Kurpfälz. Kammerfrl., Sternkreuzordendame, Wien",false
36800,3001478,N,1,3,0,,"Großbeck, Klara v., Kurpfälz. Hofdame, Sternkreuzordendame, Wien",false
36801,3001478,N,1,3,0,,"Ketschau, Leopoldina v., Kurpfälz. Hofdame, Sternkreuzordendame, Wien",false
36802,3001478,N,1,3,0,,"Dallberg, Sophia v., Kurpfälz. Hofdame, Sternkreuzordendame, Wien",false
36803,3001478,N,1,3,0,,"Baaden, Augusta Elisabetha v., Kurpfälz. Hofdame, Sternkreuzordendame, Wien",false
36804,3001478,N,1,3,0,,"Hacke, Amtonia v., Kurpfälz. Hofdame, Sternkreuzordendame, Wien",false
36805,3001478,N,1,3,0,+,"Ursin u. Rosenberg, Maria Dominica, Gfn. v., geb. Gfn. v. Kunnitz, Sternkreuzordendame",false
36806,3001478,N,1,3,0,+,"Potulicka, Theresia, Gfn. v., Patatine v. Cernakovie, geb. Gfn. v. Tarlo, Sternkreuzordendame",false
36807,3001478,N,1,3,0,+,"Eynaten, Maria, Frn. v.,, Sternkreuzordendame",false
36808,3001478,V,0,0,0,,Verstorbene des Sternkreuzordens,false
36809,3001478,V,0,0,0,,Neuzugänge Sternkreuzorden,false
36810,3001481,T,0,0,9,,Asselinische Massa,false
36811,3001482,N,2,1,0,,"Prasser, B/H, Wien",false
36812,3001482,W,6,5,0,,"Kunst- und Buchführereigewölb zum Schild St.Johannes in der Wüste, Praßerisches, im neuen Michaelerhaus",false
36813,3001482,W,2,5,0,,Kohlmarkt,false
36814,3001483,N,3,3,0,,"Maurer, Friedrich Ignatz, Wien",false
36815,3001483,W,4,9,0,,"Landeskrone, Große, in der Wintergasse",false
36816,3001483,W,2,4,0,,Wintergasse,false
36817,3001484,N,5,1,0,,"Braunschweig-Lüneburg, Karl II Wilhelm Ferdinand, Hzg. v., preuß. GLt",false
36818,3001485,N,1,3,0,,"Gemmingen, Fhr. v., Kur-Braunschweig. Minister",false
36819,3001485,I,1,0,0,,Reichstag,false
36820,3001485,T,0,0,0,,,false
36821,3001486,N,1,1,0,,Maria Theresia,false
